granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-05-04-pt1-PgS2597,CREC-2015-05-04,2015-05-04,,8328,1542,SPEAKING,S,114,E000285,"Enzi, Michael B.",WY,R,"Enzi, Michael B.",Michael Enzi,Mr. ENZI,Michael B. Enzi
CREC-2015-05-04-pt1-PgS2597,CREC-2015-05-04,2015-05-04,,8295,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-05-04-pt1-PgS2597,CREC-2015-05-04,2015-05-04,,8326,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-05-04-pt1-PgS2597-2,CREC-2015-05-04,2015-05-04,,,2098,SPEAKING,S,114,C001095,"Cotton, Tom",AR,R,"Cotton, Tom",,Mr. COTTON,Tom Cotton
CREC-2015-05-04-pt1-PgS2597-2,CREC-2015-05-04,2015-05-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-05-04-pt1-PgS2597-4,CREC-2015-05-04,2015-05-04,,8326,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-05-04-pt1-PgS2597-3,CREC-2015-05-04,2015-05-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-05-04-pt1-PgS2598,CREC-2015-05-04,2015-05-04,,,2194,SPEAKING,S,114,B001288,"Booker, Cory A.",NJ,D,"Booker, Cory A.",Mr. Cory Booker,Mr. BOOKER,Cory A. Booker
CREC-2015-05-04-pt1-PgS2598-4,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2598-2,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2598-3,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2598-6,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2598-5,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2599-2,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2599-3,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2599,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2600-2,CREC-2015-05-04,2015-05-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-05-04-pt1-PgS2600,CREC-2015-05-04,2015-05-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-05-04-pt1-PgS2600,CREC-2015-05-04,2015-05-04,,8265,1247,SPEAKING,S,114,W000779,"Wyden, Ron",OR,D,"Wyden, Ron",,Mr. WYDEN,Ron Wyden
CREC-2015-05-04-pt1-PgS2601,CREC-2015-05-04,2015-05-04,,8265,1247,SPEAKING,S,114,W000779,"Wyden, Ron",OR,D,"Wyden, Ron",,Mr. WYDEN,Ron Wyden
CREC-2015-05-04-pt1-PgS2602,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2602-2,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2608-2,CREC-2015-05-04,2015-05-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-05-04-pt1-PgS2608-2,CREC-2015-05-04,2015-05-04,,8338,1332,SPEAKING,S,114,F000062,"Feinstein, Dianne",CA,D,"Feinstein, Dianne",,Mrs. FEINSTEIN,Dianne Feinstein
CREC-2015-05-04-pt1-PgS2603,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2609,CREC-2015-05-04,2015-05-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-05-04-pt1-PgS2609-2,CREC-2015-05-04,2015-05-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-05-04-pt1-PgS2609-3,CREC-2015-05-04,2015-05-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-05-04-pt1-PgS2609-5,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgS2609-4,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgE653-2,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgD487,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgD487-2,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgD488-2,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgD488,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgD488-3,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgD488-4,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgD491-2,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgD491,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
CREC-2015-05-04-pt1-PgD488-5,CREC-2015-05-04,2015-05-04,,,,,,,,,,,,,,
