granuleId,packageId,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-01-07-pt1-PgH54-2,CREC-2015-01-07,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-01-07-pt1-PgH55-5,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH55-4,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH55-2,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH55-7,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH56-2,CREC-2015-01-07,,2256,SPEAKING,H,114,R000603,"Rouzer, David",NC,R,,"Rouzer, David",Mr. ROUZER,David Rouzer,
CREC-2015-01-07-pt1-PgH56,CREC-2015-01-07,8360,2089,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,,"Hahn, Janice",Ms. HAHN,Janice Hahn,
CREC-2015-01-07-pt1-PgH55-6,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH55-8,CREC-2015-01-07,8142,1688,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2015-01-07-pt1-PgH56-5,CREC-2015-01-07,7925,1967,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,,"Quigley, Mike",Mr. QUIGLEY,Mike Quigley,
CREC-2015-01-07-pt1-PgH56-4,CREC-2015-01-07,,2247,SPEAKING,H,114,P000611,"Poliquin, Bruce",ME,R,,"Poliquin, Bruce",Mr. POLIQUIN,Bruce Poliquin,
CREC-2015-01-07-pt1-PgH56-3,CREC-2015-01-07,8139,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,Mr. David Cicilline
CREC-2015-01-07-pt1-PgH56-6,CREC-2015-01-07,,2130,SPEAKING,H,114,M001189,"Messer, Luke",IN,R,,"Messer, Luke",Mr. MESSER,Luke Messer,
CREC-2015-01-07-pt1-PgH57-2,CREC-2015-01-07,7871,868,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,,"Norton, Eleanor Holmes",Ms. NORTON,Eleanor Holmes Norton,Eleanor Norton
CREC-2015-01-07-pt1-PgH56-7,CREC-2015-01-07,8088,1794,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2015-01-07-pt1-PgH57,CREC-2015-01-07,7881,1838,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,,"Bilirakis, Gus M.",Mr. BILIRAKIS,Gus M. Bilirakis,Mr. Gus Bilirakis
CREC-2015-01-07-pt1-PgH57-3,CREC-2015-01-07,7824,1995,SPEAKING,H,114,D000612,"Denham, Jeff",CA,R,,"Denham, Jeff",Mr. DENHAM,Jeff Denham,
CREC-2015-01-07-pt1-PgH57-4,CREC-2015-01-07,,2145,SPEAKING,H,114,K000382,"Kuster, Ann M.",NH,D,,"Kuster, Ann M.",Ms. KUSTER,Ann M. Kuster,Ms. Ann Kuster
CREC-2015-01-07-pt1-PgH57-5,CREC-2015-01-07,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2015-01-07-pt1-PgH57-6,CREC-2015-01-07,8185,462,SPEAKING,H,114,G000410,"Green, Gene",TX,D,,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2015-01-07-pt1-PgH58,CREC-2015-01-07,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-01-07-pt1-PgH58-3,CREC-2015-01-07,8202,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,,"Connolly, Gerald E.",Mr. CONNOLLY,Gerald E. Connolly,Mr. Gerald Connolly
CREC-2015-01-07-pt1-PgH58-2,CREC-2015-01-07,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2015-01-07-pt1-PgH58-4,CREC-2015-01-07,8167,1805,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,,"Conaway, K. Michael",Mr. CONAWAY,K. Michael Conaway,
CREC-2015-01-07-pt1-PgH58-6,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH58-5,CREC-2015-01-07,7858,1641,SPEAKING,H,114,D000598,"Davis, Susan A.",CA,D,,"Davis, Susan A.",Mrs. DAVIS of California,Susan A. Davis,Susan Davis
CREC-2015-01-07-pt1-PgH59,CREC-2015-01-07,8175,1758,SPEAKING,H,114,N000182,"Neugebauer, Randy",TX,R,,"Neugebauer, Randy",Mr. NEUGEBAUER,Randy Neugebauer,
CREC-2015-01-07-pt1-PgH59,CREC-2015-01-07,8075,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,,"Maloney, Carolyn B.",Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney,Carolyn Maloney
CREC-2015-01-07-pt1-PgH59,CREC-2015-01-07,8167,1805,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,,"Conaway, K. Michael",Mr. CONAWAY,K. Michael Conaway,
CREC-2015-01-07-pt1-PgH59,CREC-2015-01-07,7910,1722,SPEAKING,H,114,S001157,"Scott, David",GA,D,,"Scott, David",Mr. DAVID SCOTT of Georgia,David Scott,
CREC-2015-01-07-pt1-PgH59,CREC-2015-01-07,8064,635,SPEAKING,H,114,K000210,"King, Peter T.",NY,R,,"King, Peter T.",Mr. KING of New York,Peter T. King,Peter King
CREC-2015-01-07-pt1-PgH59,CREC-2015-01-07,7973,1564,SPEAKING,H,114,C001037,"Capuano, Michael E.",MA,D,,"Capuano, Michael E.",Mr. CAPUANO,Michael E. Capuano,Michael Capuano
CREC-2015-01-07-pt1-PgH59,CREC-2015-01-07,7942,1981,SPEAKING,H,114,S001188,"Stutzman, Marlin A.",IN,R,,"Stutzman, Marlin A.",Mr. STUTZMAN,Marlin A. Stutzman,Mr. Marlin Stutzman
CREC-2015-01-07-pt1-PgH59,CREC-2015-01-07,7980,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2015-01-07-pt1-PgH59,CREC-2015-01-07,8041,2038,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,,"Guinta, Frank C.",Mr. GUINTA,Frank C. Guinta,Mr. Frank Guinta
CREC-2015-01-07-pt1-PgH59,CREC-2015-01-07,8073,1184,SPEAKING,H,114,V000081,"Velazquez, Nydia M.",NY,D,,"Velazquez, Nydia M.",Ms. VELAZQUEZ,Nydia M. Velazquez,Nydia Velazquez
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,8126,1797,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Mr. Michael Fitzpatrick
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,8005,1857,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,8167,1805,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,,"Conaway, K. Michael",Mr. CONAWAY,K. Michael Conaway,
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,8196,2069,SPEAKING,H,114,H001060,"Hurt, Robert",VA,R,,"Hurt, Robert",Mr. HURT of Virginia,Robert Hurt,
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,7974,1686,SPEAKING,H,114,L000562,"Lynch, Stephen F.",MA,D,,"Lynch, Stephen F.",Mr. LYNCH,Stephen F. Lynch,Mr. Stephen Lynch
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,7793,1989,SPEAKING,H,114,C001087,"Crawford, Eric A. ""Rick""",AR,R,,"Crawford, Eric A. ""Rick""",Mr. CRAWFORD,"Eric A. ""Rick"" Crawford",Mr. Eric Crawford
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,7973,1564,SPEAKING,H,114,C001037,"Capuano, Michael E.",MA,D,,"Capuano, Michael E.",Mr. CAPUANO,Michael E. Capuano,Michael Capuano
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,7795,1991,SPEAKING,H,114,W000809,"Womack, Steve",AR,R,,"Womack, Steve",Mr. WOMACK,Steve Womack,
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,8165,1803,SPEAKING,H,114,G000553,"Green, Al",TX,D,,"Green, Al",Mr. AL GREEN of Texas,Al Green,
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,7929,1588,SPEAKING,H,114,S001145,"Schakowsky, Janice D.",IL,D,,"Schakowsky, Janice D.",Ms. SCHAKOWSKY,Janice D. Schakowsky,Janice Schakowsky
CREC-2015-01-07-pt1-PgH71,CREC-2015-01-07,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-01-07-pt1-PgH82,CREC-2015-01-07,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2015-01-07-pt1-PgH82,CREC-2015-01-07,8367,2092,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,,"Bonamici, Suzanne",Ms. BONAMICI,Suzanne Bonamici,
CREC-2015-01-07-pt1-PgH82,CREC-2015-01-07,7934,2015,SPEAKING,H,114,H001059,"Hultgren, Randy",IL,R,,"Hultgren, Randy",Mr. HULTGREN,Randy Hultgren,
CREC-2015-01-07-pt1-PgH83,CREC-2015-01-07,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2015-01-07-pt1-PgH83,CREC-2015-01-07,8367,2092,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,,"Bonamici, Suzanne",Ms. BONAMICI,Suzanne Bonamici,
CREC-2015-01-07-pt1-PgH83,CREC-2015-01-07,8175,1758,SPEAKING,H,114,N000182,"Neugebauer, Randy",TX,R,,"Neugebauer, Randy",Mr. NEUGEBAUER,Randy Neugebauer,
CREC-2015-01-07-pt1-PgH83,CREC-2015-01-07,7889,2004,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,,"Wilson, Frederica S.",Ms. WILSON of Florida,Frederica S. Wilson,Frederica Wilson
CREC-2015-01-07-pt1-PgH83,CREC-2015-01-07,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2015-01-07-pt1-PgH92,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH87,CREC-2015-01-07,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2015-01-07-pt1-PgH87,CREC-2015-01-07,8367,2092,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,,"Bonamici, Suzanne",Ms. BONAMICI,Suzanne Bonamici,
CREC-2015-01-07-pt1-PgH87,CREC-2015-01-07,7851,979,SPEAKING,H,114,R000409,"Rohrabacher, Dana",CA,R,,"Rohrabacher, Dana",Mr. ROHRABACHER,Dana Rohrabacher,
CREC-2015-01-07-pt1-PgH87,CREC-2015-01-07,8117,279,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,,"DeFazio, Peter A.",Mr. DeFAZIO,Peter A. DeFazio,Peter Defazio
CREC-2015-01-07-pt1-PgH87,CREC-2015-01-07,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2015-01-07-pt1-PgH93,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH92-2,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH94-2,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH94,CREC-2015-01-07,,2270,SPEAKING,H,114,B001291,"Babin, Brian",TX,R,,"Babin, Brian",Mr. BABIN,Brian Babin,
CREC-2015-01-07-pt1-PgH94,CREC-2015-01-07,7866,1583,SPEAKING,H,114,L000557,"Larson, John B.",CT,D,,"Larson, John B.",Mr. LARSON of Connecticut,John B. Larson,John Larson
CREC-2015-01-07-pt1-PgH94-3,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH94-4,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH94-5,CREC-2015-01-07,7921,1003,SPEAKING,H,114,R000515,"Rush, Bobby L.",IL,D,,"Rush, Bobby L.",Mr. RUSH,Bobby L. Rush,Bobby Rush
CREC-2015-01-07-pt1-PgH94-6,CREC-2015-01-07,8082,1942,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,,"Tonko, Paul",Mr. TONKO,Paul Tonko,
CREC-2015-01-07-pt1-PgH95,CREC-2015-01-07,8202,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,,"Connolly, Gerald E.",Mr. CONNOLLY,Gerald E. Connolly,Mr. Gerald Connolly
CREC-2015-01-07-pt1-PgH95-2,CREC-2015-01-07,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-01-07-pt1-PgH95-4,CREC-2015-01-07,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-01-07-pt1-PgH95-3,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH95-5,CREC-2015-01-07,8158,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2015-01-07-pt1-PgH95-6,CREC-2015-01-07,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-01-07-pt1-PgH102-2,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH102,CREC-2015-01-07,7814,1501,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2015-01-07-pt1-PgH95-7,CREC-2015-01-07,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-01-07-pt1-PgH96,CREC-2015-01-07,7814,1501,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2015-01-07-pt1-PgH96,CREC-2015-01-07,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2015-01-07-pt1-PgH96,CREC-2015-01-07,7883,1839,SPEAKING,H,114,C001066,"Castor, Kathy",FL,D,,"Castor, Kathy",Ms. CASTOR of Florida,Kathy Castor,
CREC-2015-01-07-pt1-PgH96,CREC-2015-01-07,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-01-07-pt1-PgH96,CREC-2015-01-07,8067,1506,SPEAKING,H,114,M001137,"Meeks, Gregory W.",NY,D,,"Meeks, Gregory W.",Mr. MEEKS,Gregory W. Meeks,Gregory Meeks
CREC-2015-01-07-pt1-PgH96,CREC-2015-01-07,7860,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2015-01-07-pt1-PgH96,CREC-2015-01-07,7822,368,SPEAKING,H,114,F000030,"Farr, Sam",CA,D,,"Farr, Sam",Mr. FARR,Sam Farr,
CREC-2015-01-07-pt1-PgH96,CREC-2015-01-07,8156,1878,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,,"Cohen, Steve",Mr. COHEN,Steve Cohen,
CREC-2015-01-07-pt1-PgH96,CREC-2015-01-07,7868,281,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,,"DeLauro, Rosa L.",Ms. DeLAURO,Rosa L. DeLauro,Rosa Delauro
CREC-2015-01-07-pt1-PgH103,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH103-2,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-2,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-3,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-4,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-5,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-7,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-8,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-6,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-9,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-10,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-11,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-15,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-12,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-13,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-14,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-16,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-18,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-17,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-19,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-20,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH104-21,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH105-3,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH105-2,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH105,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH105-4,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH105-6,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgH105-5,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgS27,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgS-FrontMatter-6,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgS27-3,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgS27-2,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgS27-4,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgS27-5,CREC-2015-01-07,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-01-07-pt1-PgS27-6,CREC-2015-01-07,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-01-07-pt1-PgS27-7,CREC-2015-01-07,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-01-07-pt1-PgS29,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgS29-2,CREC-2015-01-07,8326,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-07-pt1-PgS29-3,CREC-2015-01-07,8326,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-07-pt1-PgS27-8,CREC-2015-01-07,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-01-07-pt1-PgS29-4,CREC-2015-01-07,8326,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-07-pt1-PgS30-2,CREC-2015-01-07,8326,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-07-pt1-PgS30,CREC-2015-01-07,,,,,,,,,,,,,,
CREC-2015-01-07-pt1-PgS30-3,CREC-2015-01-07,8326,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-07-pt1-PgS30-3,CREC-2015-01-07,8314,1351,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-01-07-pt1-PgS30-4,CREC-2015-01-07,8314,1351,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-01-07-pt1-PgS33-2,CREC-2015-01-07,8313,1464,SPEAKING,S,114,B000575,"Blunt, Roy",MO,R,,"Blunt, Roy",Mr. BLUNT,Roy Blunt,
CREC-2015-01-07-pt1-PgS33-2,CREC-2015-01-07,8314,1351,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-01-07-pt1-PgS33-2,CREC-2015-01-07,8257,1534,SPEAKING,S,114,T000250,"Thune, John",SD,R,,"Thune, John",Mr. THUNE,John Thune,Mr. John R. Thune
CREC-2015-01-07-pt1-PgS33,CREC-2015-01-07,8314,1351,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-01-07-pt1-PgS36,CREC-2015-01-07,8270,1010,SPEAKING,S,114,S000033,"Sanders, Bernard",VT,I,,"Sanders, Bernard",Mr. SANDERS,Bernard Sanders,
CREC-2015-01-07-pt1-PgS36,CREC-2015-01-07,8295,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-01-07-pt1-PgS38,CREC-2015-01-07,8295,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-01-07-pt1-PgS40,CREC-2015-01-07,8331,2079,SPEAKING,S,114,H001061,"Hoeven, John",ND,R,,"Hoeven, John",Mr. HOEVEN,John Hoeven,
CREC-2015-01-07-pt1-PgS39,CREC-2015-01-07,8264,1823,SPEAKING,S,114,W000802,"Whitehouse, Sheldon",RI,D,,"Whitehouse, Sheldon",Mr. WHITEHOUSE,Sheldon Whitehouse,
CREC-2015-01-07-pt1-PgS40-2,CREC-2015-01-07,8331,2079,SPEAKING,S,114,H001061,"Hoeven, John",ND,R,,"Hoeven, John",Mr. HOEVEN,John Hoeven,
CREC-2015-01-07-pt1-PgS40-2,CREC-2015-01-07,8256,1983,SPEAKING,S,114,M001183,"Manchin, Joe, III",WV,D,,"Manchin, Joe, III",Mr. MANCHIN,Joe Manchin III,Mr. Joseph Manchin III
