granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-01-06-pt1-PgH21,CREC-2016-01-06,2016-01-06,,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,8123,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-01-06-pt1-PgH21-2,CREC-2016-01-06,2016-01-06,,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,8099,"Kaptur, Marcy",,Ms. KAPTUR,Marcy Kaptur
CREC-2016-01-06-pt1-PgH22,CREC-2016-01-06,2016-01-06,,2278,SPEAKING,H,114,J000297,"Jenkins, Evan H.",WV,R,,"Jenkins, Evan H.",Mr. Evan Jenkins,Mr. JENKINS of West Virginia,Evan H. Jenkins
CREC-2016-01-06-pt1-PgH23,CREC-2016-01-06,2016-01-06,,368,SPEAKING,H,114,F000030,"Farr, Sam",CA,D,7822,"Farr, Sam",,Mr. FARR,Sam Farr
CREC-2016-01-06-pt1-PgH23,CREC-2016-01-06,2016-01-06,,1995,SPEAKING,H,114,D000612,"Denham, Jeff",CA,R,7824,"Denham, Jeff",,Mr. DENHAM,Jeff Denham
CREC-2016-01-06-pt1-PgH23-2,CREC-2016-01-06,2016-01-06,,2137,SPEAKING,H,114,W000812,"Wagner, Ann",MO,R,,"Wagner, Ann",,Mrs. WAGNER,Ann Wagner
CREC-2016-01-06-pt1-PgH24,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH24-2,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH24-3,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH24-4,CREC-2016-01-06,2016-01-06,,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,8123,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-01-06-pt1-PgH24-5,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH24-6,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH24-7,CREC-2016-01-06,2016-01-06,,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,7890,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2016-01-06-pt1-PgH24-8,CREC-2016-01-06,2016-01-06,,1668,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,8140,"Langevin, James R.",James Langevin,Mr. LANGEVIN,James R. Langevin
CREC-2016-01-06-pt1-PgH25,CREC-2016-01-06,2016-01-06,,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,8028,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2016-01-06-pt1-PgH25-2,CREC-2016-01-06,2016-01-06,,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,8139,"Cicilline, David N.",Mr. David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2016-01-06-pt1-PgH25-4,CREC-2016-01-06,2016-01-06,,2252,SPEAKING,H,114,L000581,"Lawrence, Brenda L.",MI,D,,"Lawrence, Brenda L.",Mrs. Brenda Lawrence,Mrs. LAWRENCE,Brenda L. Lawrence
CREC-2016-01-06-pt1-PgH25-5,CREC-2016-01-06,2016-01-06,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,,"Costello, Ryan A.",Mr. Ryan Costello,Mr. COSTELLO of Pennsylvania,Ryan A. Costello
CREC-2016-01-06-pt1-PgH25-3,CREC-2016-01-06,2016-01-06,,1704,SPEAKING,H,114,R000575,"Rogers, Mike D.",AL,R,7788,"Rogers, Mike D.",,Mr. ROGERS of Alabama,Mike Rogers
CREC-2016-01-06-pt1-PgH26,CREC-2016-01-06,2016-01-06,,2199,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,,"Jolly, David W.",Mr. David Jolly,Mr. JOLLY,David W. Jolly
CREC-2016-01-06-pt1-PgH26-2,CREC-2016-01-06,2016-01-06,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-01-06-pt1-PgH25-6,CREC-2016-01-06,2016-01-06,,2089,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,8360,"Hahn, Janice",,Ms. HAHN,Janice Hahn
CREC-2016-01-06-pt1-PgH26-3,CREC-2016-01-06,2016-01-06,,1688,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,8142,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2016-01-06-pt1-PgH26-4,CREC-2016-01-06,2016-01-06,,2114,SPEAKING,H,114,E000293,"Esty, Elizabeth H.",CT,D,,"Esty, Elizabeth H.",Ms. Elizabeth Esty,Ms. ESTY,Elizabeth H. Esty
CREC-2016-01-06-pt1-PgH26-5,CREC-2016-01-06,2016-01-06,,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,8123,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-01-06-pt1-PgH27,CREC-2016-01-06,2016-01-06,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2016-01-06-pt1-PgH27-2,CREC-2016-01-06,2016-01-06,,2250,SPEAKING,H,114,T000475,"Trott, David A.",MI,R,,"Trott, David A.",Mr. David Trott,Mr. TROTT,David A. Trott
CREC-2016-01-06-pt1-PgH27-3,CREC-2016-01-06,2016-01-06,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-01-06-pt1-PgH27-4,CREC-2016-01-06,2016-01-06,,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,8003,"Paulsen, Erik",,Mr. PAULSEN,Erik Paulsen
CREC-2016-01-06-pt1-PgH27-5,CREC-2016-01-06,2016-01-06,,2153,SPEAKING,H,114,B001281,"Beatty, Joyce",OH,D,,"Beatty, Joyce",,Mrs. BEATTY,Joyce Beatty
CREC-2016-01-06-pt1-PgH27-6,CREC-2016-01-06,2016-01-06,,2249,SPEAKING,H,114,B001293,"Bishop, Mike",MI,R,,"Bishop, Mike",,Mr. BISHOP of Michigan,Mike Bishop
CREC-2016-01-06-pt1-PgH28-2,CREC-2016-01-06,2016-01-06,,2144,SPEAKING,H,114,C001096,"Cramer, Kevin",ND,R,,"Cramer, Kevin",,Mr. CRAMER,Kevin Cramer
CREC-2016-01-06-pt1-PgH28,CREC-2016-01-06,2016-01-06,,1501,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,7814,"Lee, Barbara",,Ms. LEE,Barbara Lee
CREC-2016-01-06-pt1-PgH28-3,CREC-2016-01-06,2016-01-06,,1878,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,8156,"Cohen, Steve",,Mr. COHEN,Steve Cohen
CREC-2016-01-06-pt1-PgH28-4,CREC-2016-01-06,2016-01-06,,1752,SPEAKING,H,114,C001051,"Carter, John R.",TX,R,8187,"Carter, John R.",Mr. John Carter,Mr. CARTER of Texas,John R. Carter
CREC-2016-01-06-pt1-PgH28-5,CREC-2016-01-06,2016-01-06,,688,SPEAKING,H,114,L000287,"Lewis, John",GA,D,7902,"Lewis, John",,Mr. LEWIS,John Lewis
CREC-2016-01-06-pt1-PgH29,CREC-2016-01-06,2016-01-06,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",,Mr. LaMALFA,Doug LaMalfa
CREC-2016-01-06-pt1-PgH29-2,CREC-2016-01-06,2016-01-06,,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,7860,"Polis, Jared",,Mr. POLIS,Jared Polis
CREC-2016-01-06-pt1-PgH29-3,CREC-2016-01-06,2016-01-06,,2021,SPEAKING,H,114,Y000063,"Yoder, Kevin",KS,R,7951,"Yoder, Kevin",,Mr. YODER,Kevin Yoder
CREC-2016-01-06-pt1-PgH51,CREC-2016-01-06,2016-01-06,,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,7860,"Polis, Jared",,Mr. POLIS,Jared Polis
CREC-2016-01-06-pt1-PgH51,CREC-2016-01-06,2016-01-06,,2273,SPEAKING,H,114,C001105,"Comstock, Barbara",VA,R,,"Comstock, Barbara",,Mrs. COMSTOCK,Barbara Comstock
CREC-2016-01-06-pt1-PgH29-4,CREC-2016-01-06,2016-01-06,,2121,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,,"Collins, Doug",,Mr. COLLINS of Georgia,Doug Collins
CREC-2016-01-06-pt1-PgH29-4,CREC-2016-01-06,2016-01-06,,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,7860,"Polis, Jared",,Mr. POLIS,Jared Polis
CREC-2016-01-06-pt1-PgH29-4,CREC-2016-01-06,2016-01-06,,2275,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,,"Newhouse, Dan",,Mr. NEWHOUSE,Dan Newhouse
CREC-2016-01-06-pt1-PgH29-4,CREC-2016-01-06,2016-01-06,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,,"Watson Coleman, Bonnie",,Mrs. WATSON COLEMAN,Bonnie Watson Coleman
CREC-2016-01-06-pt1-PgH29-4,CREC-2016-01-06,2016-01-06,,322,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,8149,"Duncan, John J., Jr.",John Duncan Jr.,Mr. DUNCAN of Tennessee,"John J. Duncan, Jr."
CREC-2016-01-06-pt1-PgH29-4,CREC-2016-01-06,2016-01-06,,1890,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,7817,"Speier, Jackie",,Ms. SPEIER,Jackie Speier
CREC-2016-01-06-pt1-PgH29-4,CREC-2016-01-06,2016-01-06,,2096,SPEAKING,H,114,D000617,"DelBene, Suzan K.",WA,D,8374,"DelBene, Suzan K.",Ms. Suzan Delbene,Ms. DelBENE,Suzan K. DelBene
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2008,SPEAKING,H,114,W000810,"Woodall, Rob",GA,R,7904,"Woodall, Rob",,Mr. WOODALL,Rob Woodall
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,7968,"McGovern, James P.",James Mcgovern,Mr. McGOVERN,James P. McGovern
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2268,SPEAKING,H,114,R000601,"Ratcliffe, John",TX,R,,"Ratcliffe, John",,Mr. RATCLIFFE,John Ratcliffe
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,1588,SPEAKING,H,114,S001145,"Schakowsky, Janice D.",IL,D,7929,"Schakowsky, Janice D.",Janice Schakowsky,Ms. SCHAKOWSKY,Janice D. Schakowsky
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,8028,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2226,SPEAKING,H,114,G000574,"Gallego, Ruben",AZ,D,,"Gallego, Ruben",,Mr. GALLEGO,Ruben Gallego
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2197,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,,"Byrne, Bradley",,Mr. BYRNE,Bradley Byrne
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,1522,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,7852,"Sanchez, Loretta",,Ms. LORETTA SANCHEZ of California,Loretta Sanchez
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2237,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,,"Hice, Jody B.",Mr. Jody Hice,Mr. JODY B. HICE of Georgia,Jody B. Hice
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,850,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,8069,"Nadler, Jerrold",,Mr. NADLER,Jerrold Nadler
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2049,SPEAKING,H,114,G000563,"Gibbs, Bob",OH,R,8108,"Gibbs, Bob",,Mr. GIBBS,Bob Gibbs
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2119,SPEAKING,H,114,F000462,"Frankel, Lois",FL,D,,"Frankel, Lois",,Ms. FRANKEL of Florida,Lois Frankel
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. Earl Carter,Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter"
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2230,SPEAKING,H,114,L000582,"Lieu, Ted",CA,D,,"Lieu, Ted",,Mr. TED LIEU of California,Ted Lieu
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2020,SPEAKING,H,114,H001057,"Huelskamp, Tim",KS,R,7949,"Huelskamp, Tim",,Mr. HUELSKAMP,Tim Huelskamp
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2141,SPEAKING,H,114,P000606,"Pittenger, Robert",NC,R,,"Pittenger, Robert",,Mr. PITTENGER,Robert Pittenger
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,1838,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,7881,"Bilirakis, Gus M.",Mr. Gus Bilirakis,Mr. BILIRAKIS,Gus M. Bilirakis
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,1012,SPEAKING,H,114,S000051,"Sanford, Mark",SC,R,,"Sanford, Mark",,Mr. SANFORD,Mark Sanford
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,944,SPEAKING,H,114,R000053,"Rangel, Charles B.",NY,D,8076,"Rangel, Charles B.",Charles Rangel,Mr. RANGEL,Charles B. Rangel
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2128,SPEAKING,H,114,W000813,"Walorski, Jackie",IN,R,,"Walorski, Jackie",,Mrs. WALORSKI,Jackie Walorski
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,1751,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,8182,"Burgess, Michael C.",Mr. Michael Burgess,Mr. BURGESS,Michael C. Burgess
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,1525,SPEAKING,H,114,S000250,"Sessions, Pete",TX,R,8188,"Sessions, Pete",,Mr. SESSIONS,Pete Sessions
CREC-2016-01-06-pt1-PgH37,CREC-2016-01-06,2016-01-06,,2203,SPEAKING,H,114,B001290,"Brat, Dave",VA,R,,"Brat, Dave",,Mr. BRAT,Dave Brat
CREC-2016-01-06-pt1-PgH67-2,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH67,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH87,CREC-2016-01-06,2016-01-06,,2158,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,,"Rothfus, Keith J.",Mr. Keith Rothfus,Mr. ROTHFUS,Keith J. Rothfus
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,446,SPEAKING,H,114,G000289,"Goodlatte, Bob",VA,R,8197,"Goodlatte, Bob",Robert Goodlatte,Mr. GOODLATTE,Bob Goodlatte
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,229,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,7999,"Conyers, John, Jr.",John Conyers Jr.,Mr. CONYERS,"John Conyers, Jr."
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2249,SPEAKING,H,114,B001293,"Bishop, Mike",MI,R,,"Bishop, Mike",,Mr. BISHOP of Michigan,Mike Bishop
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2191,SPEAKING,H,114,S001195,"Smith, Jason",MO,R,,"Smith, Jason",,Mr. SMITH of Missouri,Jason Smith
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,7901,"Johnson, Henry C. ""Hank,"" Jr.","Mr. Henry C. ""Hank"" Johnson",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr."
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2053,SPEAKING,H,114,M001179,"Marino, Tom",PA,R,8128,"Marino, Tom",,Mr. MARINO,Tom Marino
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2113,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,,"Peters, Scott H.",Mr. Scott Peters,Mr. PETERS,Scott H. Peters
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,186,SPEAKING,H,114,C000266,"Chabot, Steve",OH,R,8091,"Chabot, Steve",,Mr. CHABOT,Steve Chabot
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,8116,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,8158,"Poe, Ted",,Mr. POE of Texas,Ted Poe
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,1956,SPEAKING,H,114,C001076,"Chaffetz, Jason",UT,R,8191,"Chaffetz, Jason",,Mr. CHAFFETZ,Jason Chaffetz
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,256,SPEAKING,H,114,C000984,"Cummings, Elijah E.",MD,D,7982,"Cummings, Elijah E.",Elijah Cummings,Mr. CUMMINGS,Elijah E. Cummings
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,8202,"Connolly, Gerald E.",Mr. Gerald Connolly,Mr. CONNOLLY,Gerald E. Connolly
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2245,SPEAKING,H,114,G000577,"Graves, Garret",LA,R,,"Graves, Garret",,Mr. GRAVES of Louisiana,Garret Graves
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2241,SPEAKING,H,114,B001294,"Blum, Rod",IA,R,,"Blum, Rod",,Mr. BLUM,Rod Blum
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2237,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,,"Hice, Jody B.",Mr. Jody Hice,Mr. JODY B. HICE of Georgia,Jody B. Hice
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2015,SPEAKING,H,114,H001059,"Hultgren, Randy",IL,R,7934,"Hultgren, Randy",,Mr. HULTGREN,Randy Hultgren
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,8028,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2130,SPEAKING,H,114,M001189,"Messer, Luke",IN,R,,"Messer, Luke",,Mr. MESSER,Luke Messer
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,1994,SPEAKING,H,114,S001183,"Schweikert, David",AZ,R,7802,"Schweikert, David",,Mr. SCHWEIKERT,David Schweikert
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,1855,SPEAKING,H,114,W000798,"Walberg, Tim",MI,R,7992,"Walberg, Tim",,Mr. WALBERG,Tim Walberg
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,1037,SPEAKING,H,114,S000185,"Scott, Robert C. ""Bobby""",VA,D,8194,"Scott, Robert C. ""Bobby""",Robert Scott,Mr. SCOTT of Virginia,"Robert C. ""Bobby"" Scott"
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,8139,"Cicilline, David N.",Mr. David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2096,SPEAKING,H,114,D000617,"DelBene, Suzan K.",WA,D,8374,"DelBene, Suzan K.",Ms. Suzan Delbene,Ms. DelBENE,Suzan K. DelBene
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2171,SPEAKING,H,114,P000607,"Pocan, Mark",WI,D,,"Pocan, Mark",,Mr. POCAN,Mark Pocan
CREC-2016-01-06-pt1-PgH67-3,CREC-2016-01-06,2016-01-06,,2117,SPEAKING,H,114,M001191,"Murphy, Patrick",FL,D,,"Murphy, Patrick",,Mr. MURPHY of Florida,Patrick Murphy
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1778,SPEAKING,H,114,P000591,"Price, Tom",GA,R,7903,"Price, Tom",,Mr. TOM PRICE of Georgia,Tom Price
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1729,SPEAKING,H,114,V000128,"Van Hollen, Chris",MD,D,7983,"Van Hollen, Chris",,Mr. VAN HOLLEN,Chris Van Hollen
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1468,SPEAKING,H,114,B000755,"Brady, Kevin",TX,R,8164,"Brady, Kevin",,Mr. BRADY of Texas,Kevin Brady
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1479,SPEAKING,H,114,D000197,"DeGette, Diana",CO,D,7859,"DeGette, Diana",,Ms. DeGETTE,Diana DeGette
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1733,SPEAKING,H,114,K000363,"Kline, John",MN,R,8002,"Kline, John",,Mr. KLINE,John Kline
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1588,SPEAKING,H,114,S001145,"Schakowsky, Janice D.",IL,D,7929,"Schakowsky, Janice D.",Janice Schakowsky,Ms. SCHAKOWSKY,Janice D. Schakowsky
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1177,SPEAKING,H,114,U000031,"Upton, Fred",MI,R,7991,"Upton, Fred",,Mr. UPTON,Fred Upton
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1811,SPEAKING,H,114,M001160,"Moore, Gwen",WI,D,8217,"Moore, Gwen",,Ms. MOORE,Gwen Moore
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,2017,SPEAKING,H,114,R000592,"Rokita, Todd",IN,R,7943,"Rokita, Todd",,Mr. ROKITA,Todd Rokita
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,7980,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1954,SPEAKING,H,114,R000582,"Roe, David P.",TN,R,8148,"Roe, David P.",Mr. David Roe,Mr. ROE of Tennessee,David P. Roe
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,2171,SPEAKING,H,114,P000607,"Pocan, Mark",WI,D,,"Pocan, Mark",,Mr. POCAN,Mark Pocan
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,2063,SPEAKING,H,114,B001273,"Black, Diane",TN,R,8153,"Black, Diane",,Mrs. BLACK,Diane Black
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,683,SPEAKING,H,114,L000263,"Levin, Sander M.",MI,D,7997,"Levin, Sander M.",Sander Levin,Mr. LEVIN,Sander M. Levin
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1787,SPEAKING,H,114,B001255,"Boustany, Charles W., Jr.",LA,R,7965,"Boustany, Charles W., Jr.",Mr. Charles Boustany Jr.,Mr. BOUSTANY,"Charles W. Boustany, Jr."
