granuleId,packageId,date,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-06-12-pt1-PgH4333,CREC-2015-06-12,2015-06-12,7997,683,SPEAKING,H,114,L000263,"Levin, Sander M.",MI,D,,"Levin, Sander M.",Mr. LEVIN,Sander M. Levin,Sander Levin
CREC-2015-06-12-pt1-PgH4333,CREC-2015-06-12,2015-06-12,7946,1889,SPEAKING,H,114,C001072,"Carson, Andre",IN,D,,"Carson, Andre",Mr. CARSON of Indiana,Andre Carson,
CREC-2015-06-12-pt1-PgH4333,CREC-2015-06-12,2015-06-12,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-06-12-pt1-PgH4333,CREC-2015-06-12,2015-06-12,7827,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2015-06-12-pt1-PgH4333,CREC-2015-06-12,2015-06-12,8098,102,SPEAKING,H,114,B000589,"Boehner, John A.",OH,R,,"Boehner, John A.",Mr. BOEHNER,John A. Boehner,John Boehner
CREC-2015-06-12-pt1-PgH4335,CREC-2015-06-12,2015-06-12,7997,683,SPEAKING,H,114,L000263,"Levin, Sander M.",MI,D,,"Levin, Sander M.",Mr. LEVIN,Sander M. Levin,Sander Levin
CREC-2015-06-12-pt1-PgH4335,CREC-2015-06-12,2015-06-12,,2112,SPEAKING,H,114,V000130,"Vargas, Juan",CA,D,,"Vargas, Juan",Mr. VARGAS,Juan Vargas,
CREC-2015-06-12-pt1-PgH4335-2,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4335-3,CREC-2015-06-12,2015-06-12,,2235,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8102,1664,SPEAKING,H,114,T000462,"Tiberi, Patrick J.",OH,R,,"Tiberi, Patrick J.",Mr. TIBERI,Patrick J. Tiberi,Patrick Tiberi
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,7802,1994,SPEAKING,H,114,S001183,"Schweikert, David",AZ,R,,"Schweikert, David",Mr. SCHWEIKERT,David Schweikert,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,7997,683,SPEAKING,H,114,L000263,"Levin, Sander M.",MI,D,,"Levin, Sander M.",Mr. LEVIN,Sander M. Levin,Sander Levin
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8214,1560,SPEAKING,H,114,R000570,"Ryan, Paul D.",WI,R,,"Ryan, Paul D.",Mr. RYAN of Wisconsin,Paul D. Ryan,Paul Ryan
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8098,102,SPEAKING,H,114,B000589,"Boehner, John A.",OH,R,,"Boehner, John A.",Mr. BOEHNER,John A. Boehner,John Boehner
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,,2202,SPEAKING,H,114,N000188,"Norcross, Donald",NJ,D,,"Norcross, Donald",Mr. NORCROSS,Donald Norcross,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8128,2053,SPEAKING,H,114,M001179,"Marino, Tom",PA,R,,"Marino, Tom",Mr. MARINO,Tom Marino,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8129,2054,SPEAKING,H,114,B001269,"Barletta, Lou",PA,R,,"Barletta, Lou",Mr. BARLETTA,Lou Barletta,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,7836,70,SPEAKING,H,114,B000287,"Becerra, Xavier",CA,D,,"Becerra, Xavier",Mr. BECERRA,Xavier Becerra,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,7959,1892,SPEAKING,H,114,S001176,"Scalise, Steve",LA,R,,"Scalise, Steve",Mr. SCALISE,Steve Scalise,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,,2251,SPEAKING,H,114,D000624,"Dingell, Debbie",MI,D,,"Dingell, Debbie",Mrs. DINGELL,Debbie Dingell,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,,2126,SPEAKING,H,114,D000619,"Davis, Rodney",IL,R,,"Davis, Rodney",Mr. RODNEY DAVIS of Illinois,Rodney Davis,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,7965,1787,SPEAKING,H,114,B001255,"Boustany, Charles W., Jr.",LA,R,,"Boustany, Charles W., Jr.",Mr. BOUSTANY,"Charles W. Boustany, Jr.",Mr. Charles Boustany Jr.
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,,2232,SPEAKING,H,114,W000820,"Walters, Mimi",CA,R,,"Walters, Mimi",Mrs. MIMI WALTERS of California,Mimi Walters,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,7844,1757,SPEAKING,H,114,S001156,"Sanchez, Linda T.",CA,D,,"Sanchez, Linda T.",Ms. LINDA T. SANCHEZ of California,Linda T. Sanchez,Linda Sanchez
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,7918,1724,SPEAKING,H,114,K000362,"King, Steve",IA,R,,"King, Steve",Mr. KING of Iowa,Steve King,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8093,1741,SPEAKING,H,114,T000463,"Turner, Michael R.",OH,R,,"Turner, Michael R.",Mr. TURNER,Michael R. Turner,Mr. Michael Turner
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8139,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,Mr. David Cicilline
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,,2243,SPEAKING,H,114,B001295,"Bost, Mike",IL,R,,"Bost, Mike",Mr. BOST,Mike Bost,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,,2130,SPEAKING,H,114,M001189,"Messer, Luke",IN,R,,"Messer, Luke",Mr. MESSER,Luke Messer,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,7827,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8069,850,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,,"Nadler, Jerrold",Mr. NADLER,Jerrold Nadler,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,,2235,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,,2267,SPEAKING,H,114,B001296,"Boyle, Brendan F.",PA,D,,"Boyle, Brendan F.",Mr. BRENDAN F. BOYLE of Pennsylvania,Brendan F. Boyle,Mr. Brendan Boyle
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8202,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,,"Connolly, Gerald E.",Mr. CONNOLLY,Gerald E. Connolly,Mr. Gerald Connolly
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,7832,1526,SPEAKING,H,114,S000344,"Sherman, Brad",CA,D,,"Sherman, Brad",Mr. SHERMAN,Brad Sherman,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8005,1857,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8067,1506,SPEAKING,H,114,M001137,"Meeks, Gregory W.",NY,D,,"Meeks, Gregory W.",Mr. MEEKS,Gregory W. Meeks,Gregory Meeks
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,7923,1781,SPEAKING,H,114,L000563,"Lipinski, Daniel",IL,D,,"Lipinski, Daniel",Mr. LIPINSKI,Daniel Lipinski,Mr. Daniel William Lipinski
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8107,1756,SPEAKING,H,114,R000577,"Ryan, Tim",OH,D,,"Ryan, Tim",Mr. RYAN of Ohio,Tim Ryan,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8090,1982,SPEAKING,H,114,R000585,"Reed, Tom",NY,R,,"Reed, Tom",Mr. REED,Tom Reed,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,,2200,SPEAKING,H,114,C001102,"Clawson, Curt",FL,R,,"Clawson, Curt",Mr. CLAWSON of Florida,Curt Clawson,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8188,1525,SPEAKING,H,114,S000250,"Sessions, Pete",TX,R,,"Sessions, Pete",Mr. SESSIONS,Pete Sessions,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,7813,905,SPEAKING,H,114,P000197,"Pelosi, Nancy",CA,D,,"Pelosi, Nancy",Ms. PELOSI,Nancy Pelosi,
CREC-2015-06-12-pt1-PgH4271,CREC-2015-06-12,2015-06-12,8185,462,SPEAKING,H,114,G000410,"Green, Gene",TX,D,,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2015-06-12-pt1-PgH4336,CREC-2015-06-12,2015-06-12,8214,1560,SPEAKING,H,114,R000570,"Ryan, Paul D.",WI,R,,"Ryan, Paul D.",Mr. RYAN of Wisconsin,Paul D. Ryan,Paul Ryan
CREC-2015-06-12-pt1-PgH4336-3,CREC-2015-06-12,2015-06-12,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-06-12-pt1-PgH4336-2,CREC-2015-06-12,2015-06-12,,2225,SPEAKING,H,114,M001197,"McSally, Martha",AZ,R,,"McSally, Martha",Ms. McSALLY,Martha McSally,
CREC-2015-06-12-pt1-PgH4336-4,CREC-2015-06-12,2015-06-12,,2245,SPEAKING,H,114,G000577,"Graves, Garret",LA,R,,"Graves, Garret",Mr. GRAVES of Louisiana,Garret Graves,
CREC-2015-06-12-pt1-PgH4336-5,CREC-2015-06-12,2015-06-12,,2169,SPEAKING,H,114,K000381,"Kilmer, Derek",WA,D,,"Kilmer, Derek",Mr. KILMER,Derek Kilmer,
CREC-2015-06-12-pt1-PgH4336-6,CREC-2015-06-12,2015-06-12,7864,1912,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,,"Coffman, Mike",Mr. COFFMAN,Mike Coffman,
CREC-2015-06-12-pt1-PgH4336-6,CREC-2015-06-12,2015-06-12,7865,1835,SPEAKING,H,114,P000593,"Perlmutter, Ed",CO,D,,"Perlmutter, Ed",Mr. PERLMUTTER,Ed Perlmutter,
CREC-2015-06-12-pt1-PgH4337,CREC-2015-06-12,2015-06-12,,2252,SPEAKING,H,114,L000581,"Lawrence, Brenda L.",MI,D,,"Lawrence, Brenda L.",Mrs. LAWRENCE,Brenda L. Lawrence,Mrs. Brenda Lawrence
CREC-2015-06-12-pt1-PgH4337-2,CREC-2015-06-12,2015-06-12,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-06-12-pt1-PgH4337-3,CREC-2015-06-12,2015-06-12,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-06-12-pt1-PgH4338,CREC-2015-06-12,2015-06-12,,2109,SPEAKING,H,114,R000599,"Ruiz, Raul",CA,D,,"Ruiz, Raul",Mr. RUIZ,Raul Ruiz,
CREC-2015-06-12-pt1-PgH4341,CREC-2015-06-12,2015-06-12,8157,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2015-06-12-pt1-PgH4338-2,CREC-2015-06-12,2015-06-12,8157,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2015-06-12-pt1-PgH4338-2,CREC-2015-06-12,2015-06-12,8371,2094,SPEAKING,H,114,M001184,"Massie, Thomas",KY,R,,"Massie, Thomas",Mr. MASSIE,Thomas Massie,
CREC-2015-06-12-pt1-PgH4338-2,CREC-2015-06-12,2015-06-12,,2115,SPEAKING,H,114,Y000065,"Yoho, Ted S.",FL,R,,"Yoho, Ted S.",Mr. YOHO,Ted S. Yoho,Mr. Ted Yoho
CREC-2015-06-12-pt1-PgH4341-2,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4342-3,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4342-4,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4342,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4342-5,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-2,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-3,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-4,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-5,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-6,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-7,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-8,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-10,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-9,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-11,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-13,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
