granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,8249,1826,SPEAKING,S,114,K000367,"Klobuchar, Amy",MN,D,"Klobuchar, Amy",,Ms. KLOBUCHAR,Amy Klobuchar
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,8276,1901,SPEAKING,S,114,S001181,"Shaheen, Jeanne",NH,D,"Shaheen, Jeanne",,Mrs. SHAHEEN,Jeanne Shaheen
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,8236,859,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Clarence William Nelson,Mr. NELSON,Bill Nelson
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,8331,2079,SPEAKING,S,114,H001061,"Hoeven, John",ND,R,"Hoeven, John",,Mr. HOEVEN,John Hoeven
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,8295,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-02-23-pt1-PgS1022-2,CREC-2015-02-23,2015-02-23,,8326,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-02-23-pt1-PgS1028-2,CREC-2015-02-23,2015-02-23,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-02-23-pt1-PgS1028-3,CREC-2015-02-23,2015-02-23,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-02-23-pt1-PgS1029,CREC-2015-02-23,2015-02-23,,,2194,SPEAKING,S,114,B001288,"Booker, Cory A.",NJ,D,"Booker, Cory A.",Mr. Cory Booker,Mr. BOOKER,Cory A. Booker
CREC-2015-02-23-pt1-PgS1030-2,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1030,CREC-2015-02-23,2015-02-23,,8239,791,SPEAKING,S,114,M000639,"Menendez, Robert",NJ,D,"Menendez, Robert",,Mr. MENENDEZ,Robert Menendez
CREC-2015-02-23-pt1-PgS1029-2,CREC-2015-02-23,2015-02-23,,,2185,SPEAKING,S,114,K000383,"King, Angus S., Jr.",ME,I,"King, Angus S., Jr.",Mr. Angus King Jr.,Mr. KING,Angus S. King Jr.
CREC-2015-02-23-pt1-PgS1030-3,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1030-5,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1030-4,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1031-2,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1031,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1031-3,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1032,CREC-2015-02-23,2015-02-23,,8272,949,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",Mr. John Reed,Mr. REED,Jack Reed
CREC-2015-02-23-pt1-PgS1032-2,CREC-2015-02-23,2015-02-23,,8272,949,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",Mr. John Reed,Mr. REED,Jack Reed
CREC-2015-02-23-pt1-PgS1034,CREC-2015-02-23,2015-02-23,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-02-23-pt1-PgS1033,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1033-2,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgS1034-2,CREC-2015-02-23,2015-02-23,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-02-23-pt1-PgS1034-3,CREC-2015-02-23,2015-02-23,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-02-23-pt1-PgS1034-4,CREC-2015-02-23,2015-02-23,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-02-23-pt1-PgS1034-4,CREC-2015-02-23,2015-02-23,,8297,1984,SPEAKING,S,114,C001088,"Coons, Christopher A.",DE,D,"Coons, Christopher A.",Mr. Christopher Coons,Mr. COONS,Christopher A. Coons
CREC-2015-02-23-pt1-PgS1034-5,CREC-2015-02-23,2015-02-23,,8297,1984,SPEAKING,S,114,C001088,"Coons, Christopher A.",DE,D,"Coons, Christopher A.",Mr. Christopher Coons,Mr. COONS,Christopher A. Coons
CREC-2015-02-23-pt1-PgS1034-5,CREC-2015-02-23,2015-02-23,,8238,1900,SPEAKING,S,114,M001176,"Merkley, Jeff",OR,D,"Merkley, Jeff",,Mr. MERKLEY,Jeff Merkley
CREC-2015-02-23-pt1-PgS1036,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgD158,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgE229-2,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgD158-2,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgD158-4,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgD158-3,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgD159,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgD159-2,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgD163,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
CREC-2015-02-23-pt1-PgD159-3,CREC-2015-02-23,2015-02-23,,,,,,,,,,,,,,
