granuleId,packageId,date,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-12-11-pt1-PgH9286-3,CREC-2015-12-11,2015-12-11,8589,1731,SPEAKING,H,114,M001150,"Miller, Candice S.",MI,R,,"Miller, Candice S.",Mrs. MILLER of Michigan,Candice S. Miller,Mrs. Candice Miller
CREC-2015-12-11-pt1-PgH9286-3,CREC-2015-12-11,2015-12-11,,2251,SPEAKING,H,114,D000624,"Dingell, Debbie",MI,D,,"Dingell, Debbie",Mrs. DINGELL,Debbie Dingell,
CREC-2015-12-11-pt1-PgH9286-3,CREC-2015-12-11,2015-12-11,7918,1724,SPEAKING,H,114,K000362,"King, Steve",IA,R,,"King, Steve",Mr. KING of Iowa,Steve King,
CREC-2015-12-11-pt1-PgH9286-3,CREC-2015-12-11,2015-12-11,8158,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2015-12-11-pt1-PgH9286-3,CREC-2015-12-11,2015-12-11,,2128,SPEAKING,H,114,W000813,"Walorski, Jackie",IN,R,,"Walorski, Jackie",Mrs. WALORSKI,Jackie Walorski,
CREC-2015-12-11-pt1-PgH9286-3,CREC-2015-12-11,2015-12-11,8202,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,,"Connolly, Gerald E.",Mr. CONNOLLY,Gerald E. Connolly,Mr. Gerald Connolly
CREC-2015-12-11-pt1-PgH9286-3,CREC-2015-12-11,2015-12-11,8129,2054,SPEAKING,H,114,B001269,"Barletta, Lou",PA,R,,"Barletta, Lou",Mr. BARLETTA,Lou Barletta,
CREC-2015-12-11-pt1-PgH9296,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9296-2,CREC-2015-12-11,2015-12-11,7997,683,SPEAKING,H,114,L000263,"Levin, Sander M.",MI,D,,"Levin, Sander M.",Mr. LEVIN,Sander M. Levin,Sander Levin
CREC-2015-12-11-pt1-PgH9296-2,CREC-2015-12-11,2015-12-11,8159,603,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,,"Johnson, Sam",Mr. SAM JOHNSON of Texas,Sam Johnson,
CREC-2015-12-11-pt1-PgH9296-2,CREC-2015-12-11,2015-12-11,8188,1525,SPEAKING,H,114,S000250,"Sessions, Pete",TX,R,,"Sessions, Pete",Mr. SESSIONS,Pete Sessions,
CREC-2015-12-11-pt1-PgH9296-2,CREC-2015-12-11,2015-12-11,8117,279,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,,"DeFazio, Peter A.",Mr. DeFAZIO,Peter A. DeFazio,Peter Defazio
CREC-2015-12-11-pt1-PgH9296-2,CREC-2015-12-11,2015-12-11,8185,462,SPEAKING,H,114,G000410,"Green, Gene",TX,D,,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2015-12-11-pt1-PgH9297,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9297-2,CREC-2015-12-11,2015-12-11,,2254,SPEAKING,H,114,Z000018,"Zinke, Ryan K.",MT,R,,"Zinke, Ryan K.",Mr. ZINKE,Ryan K. Zinke,Mr. Ryan Zinke
CREC-2015-12-11-pt1-PgH9297-3,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9298,CREC-2015-12-11,2015-12-11,7980,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2015-12-11-pt1-PgH9298,CREC-2015-12-11,2015-12-11,7827,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2015-12-11-pt1-PgH9299,CREC-2015-12-11,2015-12-11,7827,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2015-12-11-pt1-PgH9299-3,CREC-2015-12-11,2015-12-11,7817,1890,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,,"Speier, Jackie",Ms. SPEIER,Jackie Speier,
CREC-2015-12-11-pt1-PgH9299-2,CREC-2015-12-11,2015-12-11,,2268,SPEAKING,H,114,R000601,"Ratcliffe, John",TX,R,,"Ratcliffe, John",Mr. RATCLIFFE,John Ratcliffe,
CREC-2015-12-11-pt1-PgH9299-4,CREC-2015-12-11,2015-12-11,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-12-11-pt1-PgH9299-6,CREC-2015-12-11,2015-12-11,,2260,SPEAKING,H,114,H001070,"Hardy, Cresent",NV,R,,"Hardy, Cresent",Mr. HARDY,Cresent Hardy,
CREC-2015-12-11-pt1-PgH9299-5,CREC-2015-12-11,2015-12-11,7834,1635,SPEAKING,H,114,S001150,"Schiff, Adam B.",CA,D,,"Schiff, Adam B.",Mr. SCHIFF,Adam B. Schiff,Adam Schiff
CREC-2015-12-11-pt1-PgH9300,CREC-2015-12-11,2015-12-11,,2113,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,,"Peters, Scott H.",Mr. PETERS,Scott H. Peters,Mr. Scott Peters
CREC-2015-12-11-pt1-PgH9300-2,CREC-2015-12-11,2015-12-11,,2115,SPEAKING,H,114,Y000065,"Yoho, Ted S.",FL,R,,"Yoho, Ted S.",Mr. YOHO,Ted S. Yoho,Mr. Ted Yoho
CREC-2015-12-11-pt1-PgH9300-3,CREC-2015-12-11,2015-12-11,8157,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2015-12-11-pt1-PgH9304,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9304-2,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9305-2,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9305,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9305-3,CREC-2015-12-11,2015-12-11,8157,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2015-12-11-pt1-PgH9306,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9306-2,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9307,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9307-2,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9307-3,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9307-4,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9307-5,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9307-6,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9307-7,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9307-8,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9307-9,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9307-10,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9307-11,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9308,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgH9308-2,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgE1773-2,CREC-2015-12-11,2015-12-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-12-11-pt1-PgE1773-3,CREC-2015-12-11,2015-12-11,7792,1988,SPEAKING,H,114,S001185,"Sewell, Terri A.",AL,D,,"Sewell, Terri A.",Ms. SEWELL of Alabama,Terri A. Sewell,Ms. Terri Sewell
CREC-2015-12-11-pt1-PgE1773-4,CREC-2015-12-11,2015-12-11,7873,1685,SPEAKING,H,114,M001144,"Miller, Jeff",FL,R,,"Miller, Jeff",Mr. MILLER of Florida,Jeff Miller,
CREC-2015-12-11-pt1-PgE1774,CREC-2015-12-11,2015-12-11,7828,1471,SPEAKING,H,114,C001036,"Capps, Lois",CA,D,,"Capps, Lois",Mrs. CAPPS,Lois Capps,
CREC-2015-12-11-pt1-PgE1774-2,CREC-2015-12-11,2015-12-11,7975,2025,SPEAKING,H,114,K000375,"Keating, William R.",MA,D,,"Keating, William R.",Mr. KEATING,William R. Keating,Mr. William Keating
CREC-2015-12-11-pt1-PgE1774-3,CREC-2015-12-11,2015-12-11,8107,1756,SPEAKING,H,114,R000577,"Ryan, Tim",OH,D,,"Ryan, Tim",Mr. RYAN of Ohio,Tim Ryan,
CREC-2015-12-11-pt1-PgE1775,CREC-2015-12-11,2015-12-11,7939,1527,SPEAKING,H,114,S000364,"Shimkus, John",IL,R,,"Shimkus, John",Mr. SHIMKUS,John Shimkus,John M. Shimkus
CREC-2015-12-11-pt1-PgE1774-4,CREC-2015-12-11,2015-12-11,8192,1886,SPEAKING,H,114,W000804,"Wittman, Robert J.",VA,R,,"Wittman, Robert J.",Mr. WITTMAN,Robert J. Wittman,Mr. Robert Wittman
CREC-2015-12-11-pt1-PgE1775-3,CREC-2015-12-11,2015-12-11,8027,930,SPEAKING,H,114,P000523,"Price, David E.",NC,D,,"Price, David E.",Mr. PRICE of North Carolina,David E. Price,David Price
CREC-2015-12-11-pt1-PgE1775-4,CREC-2015-12-11,2015-12-11,8101,1895,SPEAKING,H,114,F000455,"Fudge, Marcia L.",OH,D,,"Fudge, Marcia L.",Ms. FUDGE,Marcia L. Fudge,Ms. Marcia Fudge
CREC-2015-12-11-pt1-PgE1776,CREC-2015-12-11,2015-12-11,,2264,SPEAKING,H,114,K000386,"Katko, John",NY,R,,"Katko, John",Mr. KATKO,John Katko,
CREC-2015-12-11-pt1-PgE1776-3,CREC-2015-12-11,2015-12-11,7939,1527,SPEAKING,H,114,S000364,"Shimkus, John",IL,R,,"Shimkus, John",Mr. SHIMKUS,John Shimkus,John M. Shimkus
CREC-2015-12-11-pt1-PgE1776-4,CREC-2015-12-11,2015-12-11,8107,1756,SPEAKING,H,114,R000577,"Ryan, Tim",OH,D,,"Ryan, Tim",Mr. RYAN of Ohio,Tim Ryan,
CREC-2015-12-11-pt1-PgE1776-2,CREC-2015-12-11,2015-12-11,7910,1722,SPEAKING,H,114,S001157,"Scott, David",GA,D,,"Scott, David",Mr. DAVID SCOTT of Georgia,David Scott,
CREC-2015-12-11-pt1-PgE1775-2,CREC-2015-12-11,2015-12-11,7880,2002,SPEAKING,H,114,W000806,"Webster, Daniel",FL,R,,"Webster, Daniel",Mr. WEBSTER of Florida,Daniel Webster,
CREC-2015-12-11-pt1-PgE1777-2,CREC-2015-12-11,2015-12-11,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",Mr. YOUNG of Iowa,David Young,
CREC-2015-12-11-pt1-PgE1777-3,CREC-2015-12-11,2015-12-11,8149,322,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,,"Duncan, John J., Jr.",Mr. DUNCAN of Tennessee,"John J. Duncan, Jr.",John Duncan Jr.
CREC-2015-12-11-pt1-PgE1777-4,CREC-2015-12-11,2015-12-11,7968,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James Mcgovern
CREC-2015-12-11-pt1-PgE1777-5,CREC-2015-12-11,2015-12-11,,2149,SPEAKING,H,114,J000294,"Jeffries, Hakeem S.",NY,D,,"Jeffries, Hakeem S.",Mr. JEFFRIES,Hakeem S. Jeffries,Mr. Hakeem Jeffries
CREC-2015-12-11-pt1-PgE1777,CREC-2015-12-11,2015-12-11,8134,1514,SPEAKING,H,114,P000373,"Pitts, Joseph R.",PA,R,,"Pitts, Joseph R.",Mr. PITTS,Joseph R. Pitts,Joseph Pitts
CREC-2015-12-11-pt1-PgE1776-5,CREC-2015-12-11,2015-12-11,7873,1685,SPEAKING,H,114,M001144,"Miller, Jeff",FL,R,,"Miller, Jeff",Mr. MILLER of Florida,Jeff Miller,
CREC-2015-12-11-pt1-PgE1778-3,CREC-2015-12-11,2015-12-11,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",Mr. YOUNG of Iowa,David Young,
CREC-2015-12-11-pt1-PgE1778,CREC-2015-12-11,2015-12-11,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",Mr. YOUNG of Iowa,David Young,
CREC-2015-12-11-pt1-PgE1778-2,CREC-2015-12-11,2015-12-11,,2137,SPEAKING,H,114,W000812,"Wagner, Ann",MO,R,,"Wagner, Ann",Mrs. WAGNER,Ann Wagner,
CREC-2015-12-11-pt1-PgE1778-4,CREC-2015-12-11,2015-12-11,,2126,SPEAKING,H,114,D000619,"Davis, Rodney",IL,R,,"Davis, Rodney",Mr. RODNEY DAVIS of Illinois,Rodney Davis,
CREC-2015-12-11-pt1-PgE1778-6,CREC-2015-12-11,2015-12-11,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",Mr. YOUNG of Iowa,David Young,
CREC-2015-12-11-pt1-PgE1778-5,CREC-2015-12-11,2015-12-11,,2099,SPEAKING,H,114,S001191,"Sinema, Kyrsten",AZ,D,,"Sinema, Kyrsten",Ms. SINEMA,Kyrsten Sinema,
CREC-2015-12-11-pt1-PgE1779,CREC-2015-12-11,2015-12-11,8106,2048,SPEAKING,H,114,R000586,"Renacci, James B.",OH,R,,"Renacci, James B.",Mr. RENACCI,James B. Renacci,Mr. James Renacci
CREC-2015-12-11-pt1-PgE1779-2,CREC-2015-12-11,2015-12-11,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",Mr. YOUNG of Iowa,David Young,
CREC-2015-12-11-pt1-PgE1779-3,CREC-2015-12-11,2015-12-11,7864,1912,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,,"Coffman, Mike",Mr. COFFMAN,Mike Coffman,
CREC-2015-12-11-pt1-PgE1779-4,CREC-2015-12-11,2015-12-11,,2261,SPEAKING,H,114,Z000017,"Zeldin, Lee M.",NY,R,,"Zeldin, Lee M.",Mr. ZELDIN,Lee M. Zeldin,Mr. Lee Zeldin
CREC-2015-12-11-pt1-PgE1779-5,CREC-2015-12-11,2015-12-11,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",Mr. YOUNG of Iowa,David Young,
CREC-2015-12-11-pt1-PgE1779-6,CREC-2015-12-11,2015-12-11,,2243,SPEAKING,H,114,B001295,"Bost, Mike",IL,R,,"Bost, Mike",Mr. BOST,Mike Bost,
CREC-2015-12-11-pt1-PgE1779-7,CREC-2015-12-11,2015-12-11,8053,414,SPEAKING,H,114,F000372,"Frelinghuysen, Rodney P.",NJ,R,,"Frelinghuysen, Rodney P.",Mr. FRELINGHUYSEN,Rodney P. Frelinghuysen,Rodney Frelinghuysen
CREC-2015-12-11-pt1-PgE1780,CREC-2015-12-11,2015-12-11,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",Mr. YOUNG of Iowa,David Young,
CREC-2015-12-11-pt1-PgE1780-2,CREC-2015-12-11,2015-12-11,8126,1797,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Mr. Michael Fitzpatrick
CREC-2015-12-11-pt1-PgE1780-3,CREC-2015-12-11,2015-12-11,7355,1888,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,,"Foster, Bill",Mr. FOSTER,Bill Foster,
CREC-2015-12-11-pt1-PgE1780-4,CREC-2015-12-11,2015-12-11,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",Mr. YOUNG of Iowa,David Young,
CREC-2015-12-11-pt1-PgE1780-5,CREC-2015-12-11,2015-12-11,7867,1836,SPEAKING,H,114,C001069,"Courtney, Joe",CT,D,,"Courtney, Joe",Mr. COURTNEY,Joe Courtney,
CREC-2015-12-11-pt1-PgE1781-2,CREC-2015-12-11,2015-12-11,7849,165,SPEAKING,H,114,C000059,"Calvert, Ken",CA,R,,"Calvert, Ken",Mr. CALVERT,Ken Calvert,
CREC-2015-12-11-pt1-PgE1781-3,CREC-2015-12-11,2015-12-11,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",Mr. YOUNG of Iowa,David Young,
CREC-2015-12-11-pt1-PgE1781,CREC-2015-12-11,2015-12-11,8200,2070,SPEAKING,H,114,G000568,"Griffith, H. Morgan",VA,R,,"Griffith, H. Morgan",Mr. GRIFFITH,H. Morgan Griffith,
CREC-2015-12-11-pt1-PgE1782-2,CREC-2015-12-11,2015-12-11,,2255,SPEAKING,H,114,W000819,"Walker, Mark",NC,R,,"Walker, Mark",Mr. WALKER,Mark Walker,
CREC-2015-12-11-pt1-PgE1782,CREC-2015-12-11,2015-12-11,,2145,SPEAKING,H,114,K000382,"Kuster, Ann M.",NH,D,,"Kuster, Ann M.",Ms. KUSTER,Ann M. Kuster,Ms. Ann Kuster
CREC-2015-12-11-pt1-PgE1782-5,CREC-2015-12-11,2015-12-11,8200,2070,SPEAKING,H,114,G000568,"Griffith, H. Morgan",VA,R,,"Griffith, H. Morgan",Mr. GRIFFITH,H. Morgan Griffith,
CREC-2015-12-11-pt1-PgE1782-3,CREC-2015-12-11,2015-12-11,7924,478,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,,"Gutierrez, Luis V.",Mr. GUTIERREZ,Luis V. Gutierrez,Luis Gutierrez
CREC-2015-12-11-pt1-PgE1782-4,CREC-2015-12-11,2015-12-11,8053,414,SPEAKING,H,114,F000372,"Frelinghuysen, Rodney P.",NJ,R,,"Frelinghuysen, Rodney P.",Mr. FRELINGHUYSEN,Rodney P. Frelinghuysen,Rodney Frelinghuysen
