granuleId,packageId,authorityId,chamber,committeeName,type,committees
CREC-2015-12-14-pt1-PgS8640-5,CREC-2015-12-14,,,,,
CREC-2015-12-14-pt1-PgS8640-6,CREC-2015-12-14,,,,,
CREC-2015-12-14-pt1-PgS8646,CREC-2015-12-14,,,,,
CREC-2015-12-14-pt1-PgE1785-2,CREC-2015-12-14,ssfr00,S,Committee on Foreign Relations,S,
CREC-2015-12-14-pt1-PgE1785-2,CREC-2015-12-14,slin00,S,Select Committee on Intelligence,L,
CREC-2015-12-14-pt1-PgE1785-2,CREC-2015-12-14,ssas00,S,Committee on Armed Services,S,
CREC-2015-12-14-pt1-PgD1315,CREC-2015-12-14,ssas00,S,Committee on Armed Services,S,
CREC-2015-12-14-pt1-PgD1315,CREC-2015-12-14,ssfi00,S,Committee on Finance,S,
CREC-2015-12-14-pt1-PgD1316,CREC-2015-12-14,,,,,
CREC-2015-12-14-pt1-PgD1316-2,CREC-2015-12-14,,,,,
CREC-2015-12-14-pt1-PgD1316-3,CREC-2015-12-14,,,,,
CREC-2015-12-14-pt1-PgD1316-4,CREC-2015-12-14,,,,,
CREC-2015-12-14-pt1-PgD1316-5,CREC-2015-12-14,ssas00,S,Committee on Armed Services,S,
CREC-2015-12-14-pt1-PgD1316-5,CREC-2015-12-14,ssfr00,S,Committee on Foreign Relations,S,
CREC-2015-12-14-pt1-PgD1316-5,CREC-2015-12-14,ssva00,S,Committee on Veterans' Affairs,S,
CREC-2015-12-14-pt1-PgD1316-5,CREC-2015-12-14,slin00,S,Select Committee on Intelligence,L,
CREC-2015-12-14-pt1-PgD1316-6,CREC-2015-12-14,ssas00,S,Committee on Armed Services,S,
CREC-2015-12-14-pt1-PgD1316-6,CREC-2015-12-14,ssfr00,S,Committee on Foreign Relations,S,
CREC-2015-12-14-pt1-PgD1316-6,CREC-2015-12-14,ssva00,S,Committee on Veterans' Affairs,S,
CREC-2015-12-14-pt1-PgD1316-6,CREC-2015-12-14,slin00,S,Select Committee on Intelligence,L,
CREC-2015-12-14-pt1-PgD1317,CREC-2015-12-14,jspr00,J,Joint Committee on Printing,J,
