granuleId,packageId,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-12-02-pt1-PgH7123-4,CREC-2016-12-02,,2229,SPEAKING,H,114,A000371,"Aguilar, Pete",CA,D,,"Aguilar, Pete",Mr. AGUILAR,Pete Aguilar,
CREC-2016-12-02-pt1-PgH7134-2,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7136,CREC-2016-12-02,7827,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2016-12-02-pt1-PgH7136-3,CREC-2016-12-02,7816,1832,SPEAKING,H,114,M001166,"McNerney, Jerry",CA,D,,"McNerney, Jerry",Mr. McNERNEY,Jerry McNerney,
CREC-2016-12-02-pt1-PgH7136-2,CREC-2016-12-02,,2249,SPEAKING,H,114,B001293,"Bishop, Mike",MI,R,,"Bishop, Mike",Mr. BISHOP of Michigan,Mike Bishop,
CREC-2016-12-02-pt1-PgH7134-3,CREC-2016-12-02,7980,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2016-12-02-pt1-PgH7134-3,CREC-2016-12-02,7827,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2016-12-02-pt1-PgH7136-4,CREC-2016-12-02,8212,1810,SPEAKING,H,114,R000578,"Reichert, David G.",WA,R,,"Reichert, David G.",Mr. REICHERT,David G. Reichert,Mr. David Reichert
CREC-2016-12-02-pt1-PgH7136-5,CREC-2016-12-02,7302,1914,SPEAKING,H,114,G000556,"Grayson, Alan",FL,D,,"Grayson, Alan",Mr. GRAYSON,Alan Grayson,
CREC-2016-12-02-pt1-PgH7137,CREC-2016-12-02,7845,998,SPEAKING,H,114,R000487,"Royce, Edward R.",CA,R,,"Royce, Edward R.",Mr. ROYCE,Edward R. Royce,Ed Royce
CREC-2016-12-02-pt1-PgH7137-3,CREC-2016-12-02,,2222,SPEAKING,H,114,R000600,"Radewagen, Aumua Amata Coleman",AS,R,,"Radewagen, Aumua Amata Coleman",Mrs. RADEWAGEN,Aumua Amata Coleman Radewagen,Mrs. Aumua Amata Radewagen
CREC-2016-12-02-pt1-PgH7137-2,CREC-2016-12-02,8003,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2016-12-02-pt1-PgH7142,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7137-5,CREC-2016-12-02,8157,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2016-12-02-pt1-PgH7137-5,CREC-2016-12-02,,2245,SPEAKING,H,114,G000577,"Graves, Garret",LA,R,,"Graves, Garret",Mr. GRAVES of Louisiana,Garret Graves,
CREC-2016-12-02-pt1-PgH7137-4,CREC-2016-12-02,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-12-02-pt1-PgH7142-2,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7143,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7143-4,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7143-2,CREC-2016-12-02,8157,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2016-12-02-pt1-PgH7143-3,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-2,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-3,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-4,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-5,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-7,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-6,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-9,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-8,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-10,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-11,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-12,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgH7144-13,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgE1573-2,CREC-2016-12-02,,2101,SPEAKING,H,114,H001068,"Huffman, Jared",CA,D,,"Huffman, Jared",Mr. HUFFMAN,Jared Huffman,
CREC-2016-12-02-pt1-PgE1573-3,CREC-2016-12-02,8027,930,SPEAKING,H,114,P000523,"Price, David E.",NC,D,,"Price, David E.",Mr. PRICE of North Carolina,David E. Price,David Price
CREC-2016-12-02-pt1-PgE1573-4,CREC-2016-12-02,8024,1761,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,,"Butterfield, G. K.",Mr. BUTTERFIELD,G. K. Butterfield,
CREC-2016-12-02-pt1-PgE1574,CREC-2016-12-02,8078,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,,"Engel, Eliot L.",Mr. ENGEL,Eliot L. Engel,Eliot Engel
CREC-2016-12-02-pt1-PgE1574-3,CREC-2016-12-02,8027,930,SPEAKING,H,114,P000523,"Price, David E.",NC,D,,"Price, David E.",Mr. PRICE of North Carolina,David E. Price,David Price
CREC-2016-12-02-pt1-PgE1574-2,CREC-2016-12-02,8178,1955,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,,"Olson, Pete",Mr. OLSON,Pete Olson,
CREC-2016-12-02-pt1-PgE1574-4,CREC-2016-12-02,,2293,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,,"Donovan, Daniel M., Jr.",Mr. DONOVAN,"Daniel M. Donovan, Jr.",Mr. Daniel Donovan Jr.
CREC-2016-12-02-pt1-PgE1575,CREC-2016-12-02,8044,699,SPEAKING,H,114,L000554,"LoBiondo, Frank A.",NJ,R,,"LoBiondo, Frank A.",Mr. LoBIONDO,Frank A. LoBiondo,Frank Lobiondo
CREC-2016-12-02-pt1-PgE1575-2,CREC-2016-12-02,7792,1988,SPEAKING,H,114,S001185,"Sewell, Terri A.",AL,D,,"Sewell, Terri A.",Ms. SEWELL of Alabama,Terri A. Sewell,Ms. Terri Sewell
CREC-2016-12-02-pt1-PgE1575-3,CREC-2016-12-02,7493,1940,SPEAKING,H,114,T000468,"Titus, Dina",NV,D,,"Titus, Dina",Ms. TITUS,Dina Titus,
CREC-2016-12-02-pt1-PgE1575-4,CREC-2016-12-02,7817,1890,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,,"Speier, Jackie",Ms. SPEIER,Jackie Speier,
CREC-2016-12-02-pt1-PgE1575-5,CREC-2016-12-02,,2099,SPEAKING,H,114,S001191,"Sinema, Kyrsten",AZ,D,,"Sinema, Kyrsten",Ms. SINEMA,Kyrsten Sinema,
CREC-2016-12-02-pt1-PgE1576,CREC-2016-12-02,8178,1955,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,,"Olson, Pete",Mr. OLSON,Pete Olson,
CREC-2016-12-02-pt1-PgE1575-6,CREC-2016-12-02,8078,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,,"Engel, Eliot L.",Mr. ENGEL,Eliot L. Engel,Eliot Engel
CREC-2016-12-02-pt1-PgE1576-2,CREC-2016-12-02,8099,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,,"Kaptur, Marcy",Ms. KAPTUR,Marcy Kaptur,
CREC-2016-12-02-pt1-PgE1576-3,CREC-2016-12-02,7927,1477,SPEAKING,H,114,D000096,"Davis, Danny K.",IL,D,,"Davis, Danny K.",Mr. DANNY K. DAVIS of Illinois,Danny K. Davis,Danny Davis
CREC-2016-12-02-pt1-PgE1577,CREC-2016-12-02,8178,1955,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,,"Olson, Pete",Mr. OLSON,Pete Olson,
CREC-2016-12-02-pt1-PgE1577-2,CREC-2016-12-02,,2099,SPEAKING,H,114,S001191,"Sinema, Kyrsten",AZ,D,,"Sinema, Kyrsten",Ms. SINEMA,Kyrsten Sinema,
CREC-2016-12-02-pt1-PgE1577-3,CREC-2016-12-02,8078,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,,"Engel, Eliot L.",Mr. ENGEL,Eliot L. Engel,Eliot Engel
CREC-2016-12-02-pt1-PgE1577-4,CREC-2016-12-02,8178,1955,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,,"Olson, Pete",Mr. OLSON,Pete Olson,
CREC-2016-12-02-pt1-PgE1577-5,CREC-2016-12-02,8003,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2016-12-02-pt1-PgE1577-6,CREC-2016-12-02,,2235,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2016-12-02-pt1-PgE1578,CREC-2016-12-02,8078,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,,"Engel, Eliot L.",Mr. ENGEL,Eliot L. Engel,Eliot Engel
CREC-2016-12-02-pt1-PgE1578-2,CREC-2016-12-02,8178,1955,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,,"Olson, Pete",Mr. OLSON,Pete Olson,
CREC-2016-12-02-pt1-PgE1578-3,CREC-2016-12-02,7852,1522,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,,"Sanchez, Loretta",Ms. LORETTA SANCHEZ of California,Loretta Sanchez,
CREC-2016-12-02-pt1-PgE1578-4,CREC-2016-12-02,8173,2065,SPEAKING,H,114,F000461,"Flores, Bill",TX,R,,"Flores, Bill",Mr. FLORES,Bill Flores,
CREC-2016-12-02-pt1-PgE1579,CREC-2016-12-02,8178,1955,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,,"Olson, Pete",Mr. OLSON,Pete Olson,
CREC-2016-12-02-pt1-PgE1578-5,CREC-2016-12-02,8003,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2016-12-02-pt1-PgE1579-2,CREC-2016-12-02,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2016-12-02-pt1-PgE1579-3,CREC-2016-12-02,8078,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,,"Engel, Eliot L.",Mr. ENGEL,Eliot L. Engel,Eliot Engel
CREC-2016-12-02-pt1-PgE1579-4,CREC-2016-12-02,7852,1522,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,,"Sanchez, Loretta",Ms. LORETTA SANCHEZ of California,Loretta Sanchez,
CREC-2016-12-02-pt1-PgE1579-5,CREC-2016-12-02,8178,1955,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,,"Olson, Pete",Mr. OLSON,Pete Olson,
CREC-2016-12-02-pt1-PgD1087,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgD1087-3,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgD1087-2,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgD1087-4,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgD1087-5,CREC-2016-12-02,,,,,,,,,,,,,,
CREC-2016-12-02-pt1-PgD1087-6,CREC-2016-12-02,,,,,,,,,,,,,,
