granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-06-24-pt1-PgH4605-5,CREC-2015-06-24,2015-06-24,,2253,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,,"Emmer, Tom",Mr. EMMER of Minnesota,Tom Emmer,
CREC-2015-06-24-pt1-PgH4606,CREC-2015-06-24,2015-06-24,,2223,SPEAKING,H,114,H001072,"Hill, J. French",AR,R,,"Hill, J. French",Mr. HILL,J. French Hill,
CREC-2015-06-24-pt1-PgH4606-3,CREC-2015-06-24,2015-06-24,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Mr. Ryan Costello
CREC-2015-06-24-pt1-PgH4606-2,CREC-2015-06-24,2015-06-24,,2102,SPEAKING,H,114,B001287,"Bera, Ami",CA,D,,"Bera, Ami",Mr. BERA,Ami Bera,
CREC-2015-06-24-pt1-PgH4606-4,CREC-2015-06-24,2015-06-24,,2166,SPEAKING,H,114,V000131,"Veasey, Marc A.",TX,D,,"Veasey, Marc A.",Mr. VEASEY,Marc A. Veasey,Mr. Marc Veasey
CREC-2015-06-24-pt1-PgH4606-5,CREC-2015-06-24,2015-06-24,,2043,SPEAKING,H,114,G000564,"Gibson, Christopher P.",NY,R,8081,"Gibson, Christopher P.",Mr. GIBSON,Christopher P. Gibson,Mr. Christopher Gibson
CREC-2015-06-24-pt1-PgH4606-6,CREC-2015-06-24,2015-06-24,,2226,SPEAKING,H,114,G000574,"Gallego, Ruben",AZ,D,,"Gallego, Ruben",Mr. GALLEGO,Ruben Gallego,
CREC-2015-06-24-pt1-PgH4606-7,CREC-2015-06-24,2015-06-24,,2239,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,,"Allen, Rick W.",Mr. ALLEN,Rick W. Allen,Mr. Rick Allen
CREC-2015-06-24-pt1-PgH4607,CREC-2015-06-24,2015-06-24,,1976,SPEAKING,H,114,D000610,"Deutch, Theodore E.",FL,D,7891,"Deutch, Theodore E.",Mr. DEUTCH,Theodore E. Deutch,Mr. Theodore Deutch
CREC-2015-06-24-pt1-PgH4607-4,CREC-2015-06-24,2015-06-24,,1803,SPEAKING,H,114,G000553,"Green, Al",TX,D,8165,"Green, Al",Mr. AL GREEN of Texas,Al Green,
CREC-2015-06-24-pt1-PgH4607-3,CREC-2015-06-24,2015-06-24,,2267,SPEAKING,H,114,B001296,"Boyle, Brendan F.",PA,D,,"Boyle, Brendan F.",Mr. BRENDAN F. BOYLE of Pennsylvania,Brendan F. Boyle,Mr. Brendan Boyle
CREC-2015-06-24-pt1-PgH4607-2,CREC-2015-06-24,2015-06-24,,2140,SPEAKING,H,114,H001067,"Hudson, Richard",NC,R,,"Hudson, Richard",Mr. HUDSON,Richard Hudson,
CREC-2015-06-24-pt1-PgH4607-5,CREC-2015-06-24,2015-06-24,,2004,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,7889,"Wilson, Frederica S.",Ms. WILSON of Florida,Frederica S. Wilson,Frederica Wilson
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,1751,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,8182,"Burgess, Michael C.",Mr. BURGESS,Michael C. Burgess,Mr. Michael Burgess
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,7860,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,1205,SPEAKING,H,114,W000187,"Waters, Maxine",CA,D,7840,"Waters, Maxine",Ms. MAXINE WATERS of California,Maxine Waters,
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,7980,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,2170,SPEAKING,H,114,H001064,"Heck, Denny",WA,D,,"Heck, Denny",Mr. HECK of Washington,Denny Heck,
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,1708,SPEAKING,H,114,G000551,"Grijalva, Raul M.",AZ,D,7804,"Grijalva, Raul M.",Mr. GRIJALVA,Raul M. Grijalva,Mr. Raul Grijalva
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,2257,SPEAKING,H,114,A000373,"Ashford, Brad",NE,D,,"Ashford, Brad",Mr. ASHFORD,Brad Ashford,
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,1803,SPEAKING,H,114,G000553,"Green, Al",TX,D,8165,"Green, Al",Mr. AL GREEN of Texas,Al Green,
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,1942,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,8082,"Tonko, Paul",Mr. TONKO,Paul Tonko,
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,1526,SPEAKING,H,114,S000344,"Sherman, Brad",CA,D,7832,"Sherman, Brad",Mr. SHERMAN,Brad Sherman,
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,2267,SPEAKING,H,114,B001296,"Boyle, Brendan F.",PA,D,,"Boyle, Brendan F.",Mr. BRENDAN F. BOYLE of Pennsylvania,Brendan F. Boyle,Mr. Brendan Boyle
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,2107,SPEAKING,H,114,C001097,"Cardenas, Tony",CA,D,,"Cardenas, Tony",Mr. CARDENAS,Tony Cardenas,
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,1069,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,8089,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise Slaughter
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,1602,SPEAKING,H,114,N000179,"Napolitano, Grace F.",CA,D,7843,"Napolitano, Grace F.",Mrs. NAPOLITANO,Grace F. Napolitano,Grace Napolitano
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,62,SPEAKING,H,114,B000213,"Barton, Joe",TX,R,8162,"Barton, Joe",Mr. BARTON,Joe Barton,Joe L. Barton
CREC-2015-06-24-pt1-PgH4608,CREC-2015-06-24,2015-06-24,,316,SPEAKING,H,114,D000482,"Doyle, Michael F.",PA,D,8132,"Doyle, Michael F.",Mr. MICHAEL F. DOYLE of Pennsylvania,Michael F. Doyle,Mike Doyle
CREC-2015-06-24-pt1-PgH4633,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1222,SPEAKING,H,114,W000413,"Whitfield, Ed",KY,R,7953,"Whitfield, Ed",Mr. WHITFIELD,Ed Whitfield,Edward Whitfield
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,887,SPEAKING,H,114,P000034,"Pallone, Frank, Jr.",NJ,D,8048,"Pallone, Frank, Jr.",Mr. PALLONE,"Frank Pallone, Jr.",Frank Pallone
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,91,SPEAKING,H,114,B000490,"Bishop, Sanford D., Jr.",GA,D,7899,"Bishop, Sanford D., Jr.",Mr. BISHOP of Georgia,"Sanford D. Bishop, Jr.",Sanford Bishop
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,2238,SPEAKING,H,114,L000583,"Loudermilk, Barry",GA,R,,"Loudermilk, Barry",Mr. LOUDERMILK,Barry Loudermilk,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1003,SPEAKING,H,114,R000515,"Rush, Bobby L.",IL,D,7921,"Rush, Bobby L.",Mr. RUSH,Bobby L. Rush,Bobby Rush
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,2144,SPEAKING,H,114,C001096,"Cramer, Kevin",ND,R,,"Cramer, Kevin",Mr. CRAMER,Kevin Cramer,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1471,SPEAKING,H,114,C001036,"Capps, Lois",CA,D,7828,"Capps, Lois",Mrs. CAPPS,Lois Capps,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,462,SPEAKING,H,114,G000410,"Green, Gene",TX,D,8185,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,2070,SPEAKING,H,114,G000568,"Griffith, H. Morgan",VA,R,8200,"Griffith, H. Morgan",Mr. GRIFFITH,H. Morgan Griffith,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1839,SPEAKING,H,114,C001066,"Castor, Kathy",FL,D,7883,"Castor, Kathy",Ms. CASTOR of Florida,Kathy Castor,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1838,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,7881,"Bilirakis, Gus M.",Mr. BILIRAKIS,Gus M. Bilirakis,Mr. Gus Bilirakis
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1942,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,8082,"Tonko, Paul",Mr. TONKO,Paul Tonko,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,2046,SPEAKING,H,114,J000292,"Johnson, Bill",OH,R,8096,"Johnson, Bill",Mr. JOHNSON of Ohio,Bill Johnson,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,2111,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,,"Lowenthal, Alan S.",Mr. LOWENTHAL,Alan S. Lowenthal,Mr. Alan Lowenthal
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,2232,SPEAKING,H,114,W000820,"Walters, Mimi",CA,R,,"Walters, Mimi",Mrs. MIMI WALTERS of California,Mimi Walters,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,8116,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1892,SPEAKING,H,114,S001176,"Scalise, Steve",LA,R,7959,"Scalise, Steve",Mr. SCALISE,Steve Scalise,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1177,SPEAKING,H,114,U000031,"Upton, Fred",MI,R,7991,"Upton, Fred",Mr. UPTON,Fred Upton,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,2028,SPEAKING,H,114,H001058,"Huizenga, Bill",MI,R,7987,"Huizenga, Bill",Mr. HUIZENGA of Michigan,Bill Huizenga,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,2121,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,,"Collins, Doug",Mr. COLLINS of Georgia,Doug Collins,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1832,SPEAKING,H,114,M001166,"McNerney, Jerry",CA,D,7816,"McNerney, Jerry",Mr. McNERNEY,Jerry McNerney,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,2275,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,,"Newhouse, Dan",Mr. NEWHOUSE,Dan Newhouse,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1602,SPEAKING,H,114,N000179,"Napolitano, Grace F.",CA,D,7843,"Napolitano, Grace F.",Mrs. NAPOLITANO,Grace F. Napolitano,Grace Napolitano
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1583,SPEAKING,H,114,L000557,"Larson, John B.",CT,D,7866,"Larson, John B.",Mr. LARSON of Connecticut,John B. Larson,John Larson
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1986,SPEAKING,H,114,R000591,"Roby, Martha",AL,R,7787,"Roby, Martha",Mrs. ROBY,Martha Roby,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,1777,SPEAKING,H,114,W000797,"Wasserman Schultz, Debbie",FL,D,7892,"Wasserman Schultz, Debbie",Ms. WASSERMAN SCHULTZ,Debbie Wasserman Schultz,
CREC-2015-06-24-pt1-PgH4617,CREC-2015-06-24,2015-06-24,,2044,SPEAKING,H,114,H001051,"Hanna, Richard L.",NY,R,8085,"Hanna, Richard L.",Mr. HANNA,Richard L. Hanna,Mr. Richard Hanna
CREC-2015-06-24-pt1-PgH4633-2,CREC-2015-06-24,2015-06-24,,2157,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,,"Perry, Scott",Mr. PERRY,Scott Perry,
CREC-2015-06-24-pt1-PgH4633-3,CREC-2015-06-24,2015-06-24,,1151,SPEAKING,H,114,T000193,"Thompson, Bennie G.",MS,D,8020,"Thompson, Bennie G.",Mr. THOMPSON of Mississippi,Bennie G. Thompson,Bennie Thompson
CREC-2015-06-24-pt1-PgH4634,CREC-2015-06-24,2015-06-24,,2152,SPEAKING,H,114,W000815,"Wenstrup, Brad R.",OH,R,,"Wenstrup, Brad R.",Mr. WENSTRUP,Brad R. Wenstrup,Mr. Brad Wenstrup
CREC-2015-06-24-pt1-PgH4634-2,CREC-2015-06-24,2015-06-24,,2123,SPEAKING,H,114,D000622,"Duckworth, Tammy",IL,D,,"Duckworth, Tammy",Ms. DUCKWORTH,Tammy Duckworth,
CREC-2015-06-24-pt1-PgH4634-3,CREC-2015-06-24,2015-06-24,,2225,SPEAKING,H,114,M001197,"McSally, Martha",AZ,R,,"McSally, Martha",Ms. McSALLY,Martha McSally,
CREC-2015-06-24-pt1-PgH4634-4,CREC-2015-06-24,2015-06-24,,1888,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,7355,"Foster, Bill",Mr. FOSTER,Bill Foster,
CREC-2015-06-24-pt1-PgH4635,CREC-2015-06-24,2015-06-24,,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,8158,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2015-06-24-pt1-PgH4634-5,CREC-2015-06-24,2015-06-24,,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,8003,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2015-06-24-pt1-PgH4635-2,CREC-2015-06-24,2015-06-24,,2235,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2015-06-24-pt1-PgH4643,CREC-2015-06-24,2015-06-24,,1803,SPEAKING,H,114,G000553,"Green, Al",TX,D,8165,"Green, Al",Mr. AL GREEN of Texas,Al Green,
CREC-2015-06-24-pt1-PgH4635-3,CREC-2015-06-24,2015-06-24,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,,"Watson Coleman, Bonnie",Mrs. WATSON COLEMAN,Bonnie Watson Coleman,
CREC-2015-06-24-pt1-PgH4635-3,CREC-2015-06-24,2015-06-24,,2252,SPEAKING,H,114,L000581,"Lawrence, Brenda L.",MI,D,,"Lawrence, Brenda L.",Mrs. LAWRENCE,Brenda L. Lawrence,Mrs. Brenda Lawrence
CREC-2015-06-24-pt1-PgH4635-3,CREC-2015-06-24,2015-06-24,,2190,SPEAKING,H,114,K000385,"Kelly, Robin L.",IL,D,,"Kelly, Robin L.",Ms. KELLY of Illinois,Robin L. Kelly,Ms. Robin Kelly
CREC-2015-06-24-pt1-PgH4635-3,CREC-2015-06-24,2015-06-24,,2272,SPEAKING,H,114,B001292,"Beyer, Donald S., Jr.",VA,D,,"Beyer, Donald S., Jr.",Mr. BEYER,"Donald S. Beyer, Jr.",Mr. Donald Beyer
CREC-2015-06-24-pt1-PgH4635-3,CREC-2015-06-24,2015-06-24,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-06-24-pt1-PgH4635-3,CREC-2015-06-24,2015-06-24,,1069,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,8089,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise Slaughter
CREC-2015-06-24-pt1-PgH4639,CREC-2015-06-24,2015-06-24,,979,SPEAKING,H,114,R000409,"Rohrabacher, Dana",CA,R,7851,"Rohrabacher, Dana",Mr. ROHRABACHER,Dana Rohrabacher,
CREC-2015-06-24-pt1-PgH4648,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4647,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4645,CREC-2015-06-24,2015-06-24,,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,8157,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2015-06-24-pt1-PgH4648-2,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4648-3,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4648-5,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4648-4,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4648-6,CREC-2015-06-24,2015-06-24,,1525,SPEAKING,H,114,S000250,"Sessions, Pete",TX,R,8188,"Sessions, Pete",Mr. SESSIONS,Pete Sessions,
CREC-2015-06-24-pt1-PgH4649,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4648-7,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4651-2,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4651,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4650,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4651-3,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4651-4,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4651-5,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4651-7,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4651-8,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
CREC-2015-06-24-pt1-PgH4651-6,CREC-2015-06-24,2015-06-24,,,,,,,,,,,,,,
