granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-12-20-pt1-PgE1728-2,CREC-2016-12-20,2016-12-20,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-20-pt1-PgE1727-6,CREC-2016-12-20,2016-12-20,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-20-pt1-PgE1728-3,CREC-2016-12-20,2016-12-20,,1912,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,7864,"Coffman, Mike",,Mr. COFFMAN,Mike Coffman
CREC-2016-12-20-pt1-PgE1729-2,CREC-2016-12-20,2016-12-20,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-20-pt1-PgE1729,CREC-2016-12-20,2016-12-20,,2251,SPEAKING,H,114,D000624,"Dingell, Debbie",MI,D,,"Dingell, Debbie",,Mrs. DINGELL,Debbie Dingell
CREC-2016-12-20-pt1-PgE1729-3,CREC-2016-12-20,2016-12-20,,2152,SPEAKING,H,114,W000815,"Wenstrup, Brad R.",OH,R,,"Wenstrup, Brad R.",Mr. Brad Wenstrup,Mr. WENSTRUP,Brad R. Wenstrup
CREC-2016-12-20-pt1-PgE1730,CREC-2016-12-20,2016-12-20,,,SPEAKING,H,114,,,,,,,,Mrs. McMORRIS RODGERS,
CREC-2016-12-20-pt1-PgE1729-4,CREC-2016-12-20,2016-12-20,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-20-pt1-PgE1730-2,CREC-2016-12-20,2016-12-20,,2145,SPEAKING,H,114,K000382,"Kuster, Ann M.",NH,D,,"Kuster, Ann M.",Ms. Ann Kuster,Ms. KUSTER,Ann M. Kuster
CREC-2016-12-20-pt1-PgE1730-3,CREC-2016-12-20,2016-12-20,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-20-pt1-PgE1730-4,CREC-2016-12-20,2016-12-20,,2152,SPEAKING,H,114,W000815,"Wenstrup, Brad R.",OH,R,,"Wenstrup, Brad R.",Mr. Brad Wenstrup,Mr. WENSTRUP,Brad R. Wenstrup
CREC-2016-12-20-pt1-PgE1731,CREC-2016-12-20,2016-12-20,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-20-pt1-PgE1731-2,CREC-2016-12-20,2016-12-20,,2251,SPEAKING,H,114,D000624,"Dingell, Debbie",MI,D,,"Dingell, Debbie",,Mrs. DINGELL,Debbie Dingell
CREC-2016-12-20-pt1-PgE1731-3,CREC-2016-12-20,2016-12-20,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-20-pt1-PgE1732,CREC-2016-12-20,2016-12-20,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-20-pt1-PgE1731-4,CREC-2016-12-20,2016-12-20,,511,SPEAKING,H,114,H000324,"Hastings, Alcee L.",FL,D,7895,"Hastings, Alcee L.",Alcee Hastings,Mr. HASTINGS,Alcee L. Hastings
CREC-2016-12-20-pt1-PgE1732-3,CREC-2016-12-20,2016-12-20,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-20-pt1-PgD1141,CREC-2016-12-20,2016-12-20,,,,,,,,,,,,,,
CREC-2016-12-20-pt1-PgE1732-2,CREC-2016-12-20,2016-12-20,,2152,SPEAKING,H,114,W000815,"Wenstrup, Brad R.",OH,R,,"Wenstrup, Brad R.",Mr. Brad Wenstrup,Mr. WENSTRUP,Brad R. Wenstrup
CREC-2016-12-20-pt1-PgD1141-2,CREC-2016-12-20,2016-12-20,,,,,,,,,,,,,,
CREC-2016-12-20-pt1-PgD1141-3,CREC-2016-12-20,2016-12-20,,,,,,,,,,,,,,
CREC-2016-12-20-pt1-PgD1141-4,CREC-2016-12-20,2016-12-20,,,,,,,,,,,,,,
CREC-2016-12-20-pt1-PgD1141-6,CREC-2016-12-20,2016-12-20,,,,,,,,,,,,,,
CREC-2016-12-20-pt1-PgD1141-5,CREC-2016-12-20,2016-12-20,,,,,,,,,,,,,,
