granuleId,packageId,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-06-23-pt1-PgH4551,CREC-2015-06-23,,887,SPEAKING,H,114,P000034,"Pallone, Frank, Jr.",NJ,D,8048,"Pallone, Frank, Jr.",Mr. PALLONE,"Frank Pallone, Jr.",Frank Pallone
CREC-2015-06-23-pt1-PgH4551,CREC-2015-06-23,,2018,SPEAKING,H,114,B001275,"Bucshon, Larry",IN,R,7947,"Bucshon, Larry",Mr. BUCSHON,Larry Bucshon,
CREC-2015-06-23-pt1-PgH4551,CREC-2015-06-23,,1942,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,8082,"Tonko, Paul",Mr. TONKO,Paul Tonko,
CREC-2015-06-23-pt1-PgH4551,CREC-2015-06-23,,462,SPEAKING,H,114,G000410,"Green, Gene",TX,D,8185,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2015-06-23-pt1-PgH4551,CREC-2015-06-23,,1471,SPEAKING,H,114,C001036,"Capps, Lois",CA,D,7828,"Capps, Lois",Mrs. CAPPS,Lois Capps,
CREC-2015-06-23-pt1-PgH4551,CREC-2015-06-23,,1479,SPEAKING,H,114,D000197,"DeGette, Diana",CO,D,7859,"DeGette, Diana",Ms. DeGETTE,Diana DeGette,
CREC-2015-06-23-pt1-PgH4551,CREC-2015-06-23,,355,SPEAKING,H,114,E000215,"Eshoo, Anna G.",CA,D,7819,"Eshoo, Anna G.",Ms. ESHOO,Anna G. Eshoo,Anna Eshoo
CREC-2015-06-23-pt1-PgH4551,CREC-2015-06-23,,1177,SPEAKING,H,114,U000031,"Upton, Fred",MI,R,7991,"Upton, Fred",Mr. UPTON,Fred Upton,
CREC-2015-06-23-pt1-PgH4560,CREC-2015-06-23,,2028,SPEAKING,H,114,H001058,"Huizenga, Bill",MI,R,7987,"Huizenga, Bill",Mr. HUIZENGA of Michigan,Bill Huizenga,
CREC-2015-06-23-pt1-PgH4560,CREC-2015-06-23,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney,Carolyn Maloney
CREC-2015-06-23-pt1-PgH4560,CREC-2015-06-23,,1793,SPEAKING,H,114,F000449,"Fortenberry, Jeff",NE,R,8038,"Fortenberry, Jeff",Mr. FORTENBERRY,Jeff Fortenberry,
CREC-2015-06-23-pt1-PgH4560,CREC-2015-06-23,,2257,SPEAKING,H,114,A000373,"Ashford, Brad",NE,D,,"Ashford, Brad",Mr. ASHFORD,Brad Ashford,
CREC-2015-06-23-pt1-PgH4562,CREC-2015-06-23,,2028,SPEAKING,H,114,H001058,"Huizenga, Bill",MI,R,7987,"Huizenga, Bill",Mr. HUIZENGA of Michigan,Bill Huizenga,
CREC-2015-06-23-pt1-PgH4562,CREC-2015-06-23,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney,Carolyn Maloney
CREC-2015-06-23-pt1-PgH4563,CREC-2015-06-23,,2009,SPEAKING,H,114,S001189,"Scott, Austin",GA,R,7905,"Scott, Austin",Mr. AUSTIN SCOTT of Georgia,Austin Scott,
CREC-2015-06-23-pt1-PgH4563,CREC-2015-06-23,,1722,SPEAKING,H,114,S001157,"Scott, David",GA,D,7910,"Scott, David",Mr. DAVID SCOTT of Georgia,David Scott,
CREC-2015-06-23-pt1-PgH4564,CREC-2015-06-23,,2255,SPEAKING,H,114,W000819,"Walker, Mark",NC,R,,"Walker, Mark",Mr. WALKER,Mark Walker,
CREC-2015-06-23-pt1-PgH4564,CREC-2015-06-23,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,,"Watson Coleman, Bonnie",Mrs. WATSON COLEMAN,Bonnie Watson Coleman,
CREC-2015-06-23-pt1-PgH4564,CREC-2015-06-23,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-06-23-pt1-PgH4569,CREC-2015-06-23,,2238,SPEAKING,H,114,L000583,"Loudermilk, Barry",GA,R,,"Loudermilk, Barry",Mr. LOUDERMILK,Barry Loudermilk,
CREC-2015-06-23-pt1-PgH4569,CREC-2015-06-23,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,,"Watson Coleman, Bonnie",Mrs. WATSON COLEMAN,Bonnie Watson Coleman,
CREC-2015-06-23-pt1-PgH4569,CREC-2015-06-23,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-06-23-pt1-PgH4570,CREC-2015-06-23,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Mr. Earl Carter
CREC-2015-06-23-pt1-PgH4570,CREC-2015-06-23,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,,"Watson Coleman, Bonnie",Mrs. WATSON COLEMAN,Bonnie Watson Coleman,
CREC-2015-06-23-pt1-PgH4570,CREC-2015-06-23,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-06-23-pt1-PgH4566,CREC-2015-06-23,,2238,SPEAKING,H,114,L000583,"Loudermilk, Barry",GA,R,,"Loudermilk, Barry",Mr. LOUDERMILK,Barry Loudermilk,
CREC-2015-06-23-pt1-PgH4566,CREC-2015-06-23,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,,"Watson Coleman, Bonnie",Mrs. WATSON COLEMAN,Bonnie Watson Coleman,
CREC-2015-06-23-pt1-PgH4566,CREC-2015-06-23,,2009,SPEAKING,H,114,S001189,"Scott, Austin",GA,R,7905,"Scott, Austin",Mr. AUSTIN SCOTT of Georgia,Austin Scott,
CREC-2015-06-23-pt1-PgH4566,CREC-2015-06-23,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Mr. Earl Carter
CREC-2015-06-23-pt1-PgH4566,CREC-2015-06-23,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-06-23-pt1-PgH4572,CREC-2015-06-23,,2269,SPEAKING,H,114,H001073,"Hurd, Will",TX,R,,"Hurd, Will",Mr. HURD of Texas,Will Hurd,
CREC-2015-06-23-pt1-PgH4572,CREC-2015-06-23,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,,"Watson Coleman, Bonnie",Mrs. WATSON COLEMAN,Bonnie Watson Coleman,
CREC-2015-06-23-pt1-PgH4572-2,CREC-2015-06-23,,2268,SPEAKING,H,114,R000601,"Ratcliffe, John",TX,R,,"Ratcliffe, John",Mr. RATCLIFFE,John Ratcliffe,
CREC-2015-06-23-pt1-PgH4572-2,CREC-2015-06-23,,1151,SPEAKING,H,114,T000193,"Thompson, Bennie G.",MS,D,8020,"Thompson, Bennie G.",Mr. THOMPSON of Mississippi,Bennie G. Thompson,Bennie Thompson
CREC-2015-06-23-pt1-PgH4572-2,CREC-2015-06-23,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-06-23-pt1-PgH4574,CREC-2015-06-23,,2268,SPEAKING,H,114,R000601,"Ratcliffe, John",TX,R,,"Ratcliffe, John",Mr. RATCLIFFE,John Ratcliffe,
CREC-2015-06-23-pt1-PgH4574,CREC-2015-06-23,,1151,SPEAKING,H,114,T000193,"Thompson, Bennie G.",MS,D,8020,"Thompson, Bennie G.",Mr. THOMPSON of Mississippi,Bennie G. Thompson,Bennie Thompson
CREC-2015-06-23-pt1-PgH4574,CREC-2015-06-23,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-06-23-pt1-PgH4576,CREC-2015-06-23,,2225,SPEAKING,H,114,M001197,"McSally, Martha",AZ,R,,"McSally, Martha",Ms. McSALLY,Martha McSally,
CREC-2015-06-23-pt1-PgH4576,CREC-2015-06-23,,1151,SPEAKING,H,114,T000193,"Thompson, Bennie G.",MS,D,8020,"Thompson, Bennie G.",Mr. THOMPSON of Mississippi,Bennie G. Thompson,Bennie Thompson
CREC-2015-06-23-pt1-PgH4576,CREC-2015-06-23,,1794,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,8088,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2015-06-23-pt1-PgH4576,CREC-2015-06-23,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-06-23-pt1-PgH4578,CREC-2015-06-23,,2225,SPEAKING,H,114,M001197,"McSally, Martha",AZ,R,,"McSally, Martha",Ms. McSALLY,Martha McSally,
CREC-2015-06-23-pt1-PgH4578,CREC-2015-06-23,,1151,SPEAKING,H,114,T000193,"Thompson, Bennie G.",MS,D,8020,"Thompson, Bennie G.",Mr. THOMPSON of Mississippi,Bennie G. Thompson,Bennie Thompson
CREC-2015-06-23-pt1-PgH4579,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4579-2,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4579-3,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4579-4,CREC-2015-06-23,,979,SPEAKING,H,114,R000409,"Rohrabacher, Dana",CA,R,7851,"Rohrabacher, Dana",Mr. ROHRABACHER,Dana Rohrabacher,
CREC-2015-06-23-pt1-PgH4579-4,CREC-2015-06-23,,1888,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,7355,"Foster, Bill",Mr. FOSTER,Bill Foster,
CREC-2015-06-23-pt1-PgH4579-4,CREC-2015-06-23,,1914,SPEAKING,H,114,G000556,"Grayson, Alan",FL,D,7302,"Grayson, Alan",Mr. GRAYSON,Alan Grayson,
CREC-2015-06-23-pt1-PgH4579-4,CREC-2015-06-23,,2004,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,7889,"Wilson, Frederica S.",Ms. WILSON of Florida,Frederica S. Wilson,Frederica Wilson
CREC-2015-06-23-pt1-PgH4580,CREC-2015-06-23,,1012,SPEAKING,H,114,S000051,"Sanford, Mark",SC,R,,"Sanford, Mark",Mr. SANFORD,Mark Sanford,
CREC-2015-06-23-pt1-PgH4581,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4581-2,CREC-2015-06-23,,478,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,7924,"Gutierrez, Luis V.",Mr. GUTIERREZ,Luis V. Gutierrez,Luis Gutierrez
CREC-2015-06-23-pt1-PgH4582-2,CREC-2015-06-23,,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,8003,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2015-06-23-pt1-PgH4582,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4582-4,CREC-2015-06-23,,2019,SPEAKING,H,114,Y000064,"Young, Todd",IN,R,7948,"Young, Todd",Mr. YOUNG of Indiana,Todd Young,Mr. Todd C. Young
CREC-2015-06-23-pt1-PgH4582-3,CREC-2015-06-23,,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,7901,"Johnson, Henry C. ""Hank,"" Jr.",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr.","Mr. Henry C. ""Hank"" Johnson"
CREC-2015-06-23-pt1-PgH4583,CREC-2015-06-23,,1942,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,8082,"Tonko, Paul",Mr. TONKO,Paul Tonko,
CREC-2015-06-23-pt1-PgH4583-2,CREC-2015-06-23,,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,8158,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2015-06-23-pt1-PgH4583-3,CREC-2015-06-23,,2105,SPEAKING,H,114,V000129,"Valadao, David G.",CA,R,,"Valadao, David G.",Mr. VALADAO,David G. Valadao,Mr. David Valadao
CREC-2015-06-23-pt1-PgH4583-4,CREC-2015-06-23,,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,8028,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-06-23-pt1-PgH4583-5,CREC-2015-06-23,,2141,SPEAKING,H,114,P000606,"Pittenger, Robert",NC,R,,"Pittenger, Robert",Mr. PITTENGER,Robert Pittenger,
CREC-2015-06-23-pt1-PgH4583-6,CREC-2015-06-23,,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,8123,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-06-23-pt1-PgH4584,CREC-2015-06-23,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-06-23-pt1-PgH4588,CREC-2015-06-23,,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,8157,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2015-06-23-pt1-PgH4584-2,CREC-2015-06-23,,1973,SPEAKING,H,114,G000559,"Garamendi, John",CA,D,7815,"Garamendi, John",Mr. GARAMENDI,John Garamendi,
CREC-2015-06-23-pt1-PgH4589,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4589-2,CREC-2015-06-23,,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,8157,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2015-06-23-pt1-PgH4590,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4591,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4590-3,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4591-2,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-2,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-3,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-4,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-5,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-6,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-7,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-8,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-10,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-9,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-11,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-12,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4592-13,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4593,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4593-2,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4593-3,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4593-4,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4593-5,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4593-6,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4593-8,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4593-7,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4593-9,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4593-10,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4593-11,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4594,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgH4594-2,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgS-FrontMatter-2,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgS4523,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgS4523-2,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgS4523-4,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgS4523-3,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgS4523-5,CREC-2015-06-23,,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,8254,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-06-23-pt1-PgS4523-6,CREC-2015-06-23,,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,8254,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-06-23-pt1-PgS4523-6,CREC-2015-06-23,,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,8271,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-06-23-pt1-PgS4525,CREC-2015-06-23,,1351,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,8314,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-06-23-pt1-PgS4525,CREC-2015-06-23,,1247,SPEAKING,S,114,W000779,"Wyden, Ron",OR,D,8265,"Wyden, Ron",Mr. WYDEN,Ron Wyden,
CREC-2015-06-23-pt1-PgS4525,CREC-2015-06-23,,136,SPEAKING,S,114,B000944,"Brown, Sherrod",OH,D,8309,"Brown, Sherrod",Mr. BROWN,Sherrod Brown,
CREC-2015-06-23-pt1-PgS4525,CREC-2015-06-23,,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,8295,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-06-23-pt1-PgS4525,CREC-2015-06-23,,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,8326,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Mr. Richard Durbin
CREC-2015-06-23-pt1-PgS4525,CREC-2015-06-23,,791,SPEAKING,S,114,M000639,"Menendez, Robert",NJ,D,8239,"Menendez, Robert",Mr. MENENDEZ,Robert Menendez,
CREC-2015-06-23-pt1-PgS4533,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgS4529,CREC-2015-06-23,,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,8254,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-06-23-pt1-PgS4529,CREC-2015-06-23,,136,SPEAKING,S,114,B000944,"Brown, Sherrod",OH,D,8309,"Brown, Sherrod",Mr. BROWN,Sherrod Brown,
CREC-2015-06-23-pt1-PgS4529,CREC-2015-06-23,,1010,SPEAKING,S,114,S000033,"Sanders, Bernard",VT,I,8270,"Sanders, Bernard",Mr. SANDERS,Bernard Sanders,
CREC-2015-06-23-pt1-PgS4529,CREC-2015-06-23,,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,8295,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-06-23-pt1-PgS4529,CREC-2015-06-23,,179,SPEAKING,S,114,C000174,"Carper, Thomas R.",DE,D,8283,"Carper, Thomas R.",Mr. CARPER,Thomas R. Carper,Mr. Thomas Carper
CREC-2015-06-23-pt1-PgS4529,CREC-2015-06-23,,1983,SPEAKING,S,114,M001183,"Manchin, Joe, III",WV,D,8256,"Manchin, Joe, III",Mr. MANCHIN,Joe Manchin III,Mr. Joseph Manchin III
CREC-2015-06-23-pt1-PgS4529,CREC-2015-06-23,,1633,SPEAKING,S,114,F000444,"Flake, Jeff",AZ,R,7803,"Flake, Jeff",Mr. FLAKE,Jeff Flake,
CREC-2015-06-23-pt1-PgS4533-2,CREC-2015-06-23,,2075,SPEAKING,S,114,A000368,"Ayotte, Kelly",NH,R,8315,"Ayotte, Kelly",Ms. AYOTTE,Kelly Ayotte,
CREC-2015-06-23-pt1-PgS4533-2,CREC-2015-06-23,,1850,SPEAKING,S,114,D000607,"Donnelly, Joe",IN,D,7941,"Donnelly, Joe",Mr. DONNELLY,Joe Donnelly,
CREC-2015-06-23-pt1-PgS4533-2,CREC-2015-06-23,,1998,SPEAKING,S,114,G000562,"Gardner, Cory",CO,R,7862,"Gardner, Cory",Mr. GARDNER,Cory Gardner,
CREC-2015-06-23-pt1-PgS4533-2,CREC-2015-06-23,,1534,SPEAKING,S,114,T000250,"Thune, John",SD,R,8257,"Thune, John",Mr. THUNE,John Thune,Mr. John R. Thune
CREC-2015-06-23-pt1-PgS4533-2,CREC-2015-06-23,,1351,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,8314,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-06-23-pt1-PgS4533-2,CREC-2015-06-23,,457,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,8316,"Grassley, Chuck",Mr. GRASSLEY,Chuck Grassley,Mr. Charles Grassley
CREC-2015-06-23-pt1-PgS4539,CREC-2015-06-23,,,,,,,,,,,,,,
CREC-2015-06-23-pt1-PgS4539-2,CREC-2015-06-23,,1558,SPEAKING,S,114,B001230,"Baldwin, Tammy",WI,D,8215,"Baldwin, Tammy",Ms. BALDWIN,Tammy Baldwin,
CREC-2015-06-23-pt1-PgS4539-2,CREC-2015-06-23,,1676,SPEAKING,S,114,C001047,"Capito, Shelley Moore",WV,R,8223,"Capito, Shelley Moore",Mrs. CAPITO,Shelley Moore Capito,Mrs. Shelley Capito
CREC-2015-06-23-pt1-PgS4539-2,CREC-2015-06-23,,1507,SPEAKING,S,114,M000934,"Moran, Jerry",KS,R,8307,"Moran, Jerry",Mr. MORAN,Jerry Moran,
CREC-2015-06-23-pt1-PgS4539-2,CREC-2015-06-23,,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,8254,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-06-23-pt1-PgS4541,CREC-2015-06-23,,1351,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,8314,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Grant Hatch
