granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-07-15-pt1-PgE1141-3,CREC-2016-07-15,2016-07-14,,7975,2025,SPEAKING,H,114,K000375,"Keating, William R.",MA,D,"Keating, William R.",Mr. William Keating,Mr. KEATING,William R. Keating
CREC-2016-07-15-pt1-PgE1147-4,CREC-2016-07-15,2016-07-14,,7880,2002,SPEAKING,H,114,W000806,"Webster, Daniel",FL,R,"Webster, Daniel",,Mr. WEBSTER of Florida,Daniel Webster
CREC-2016-07-15-pt1-PgE1147-3,CREC-2016-07-15,2016-07-14,,7806,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,"Thompson, Mike",,Mr. THOMPSON of California,Mike Thompson
CREC-2016-07-15-pt1-PgE1147-5,CREC-2016-07-15,2016-07-14,,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,"Johnson, Eddie Bernice",Eddie Johnson,Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson
CREC-2016-07-15-pt1-PgE1148-2,CREC-2016-07-15,2016-07-14,,7875,132,SPEAKING,H,114,B000911,"Brown, Corrine",FL,D,"Brown, Corrine",,Ms. BROWN of Florida,Corrine Brown
CREC-2016-07-15-pt1-PgE1145,CREC-2016-07-15,2016-07-14,,,2251,SPEAKING,H,114,D000624,"Dingell, Debbie",MI,D,"Dingell, Debbie",,Mrs. DINGELL,Debbie Dingell
CREC-2016-07-15-pt1-PgE1148,CREC-2016-07-15,2016-07-14,,7983,1729,SPEAKING,H,114,V000128,"Van Hollen, Chris",MD,D,"Van Hollen, Chris",,Mr. VAN HOLLEN,Chris Van Hollen
CREC-2016-07-15-pt1-PgE1148-3,CREC-2016-07-15,2016-07-14,,,2263,SPEAKING,H,114,S001196,"Stefanik, Elise M.",NY,R,"Stefanik, Elise M.",Ms. Elise Stefanik,Ms. STEFANIK,Elise M. Stefanik
CREC-2016-07-15-pt1-PgE1149,CREC-2016-07-15,2016-07-14,,7888,1916,SPEAKING,H,114,R000583,"Rooney, Thomas J.",FL,R,"Rooney, Thomas J.",Mr. Thomas Rooney,Mr. ROONEY of Florida,Thomas J. Rooney
CREC-2016-07-15-pt1-PgE1149-2,CREC-2016-07-15,2016-07-14,,8009,1654,SPEAKING,H,114,C001049,"Clay, Wm. Lacy",MO,D,"Clay, Wm. Lacy",William Lacy Clay,Mr. CLAY,Wm. Lacy Clay
CREC-2016-07-15-pt1-PgE1149-3,CREC-2016-07-15,2016-07-14,,7876,1643,SPEAKING,H,114,C001045,"Crenshaw, Ander",FL,R,"Crenshaw, Ander",,Mr. CRENSHAW,Ander Crenshaw
CREC-2016-07-15-pt1-PgD829-2,CREC-2016-07-15,2016-07-15,,,,,,,,,,,,,,
CREC-2016-07-15-pt1-PgD829-3,CREC-2016-07-15,2016-07-15,,,,,,,,,,,,,,
CREC-2016-07-15-pt1-PgD829-4,CREC-2016-07-15,2016-07-15,,,,,,,,,,,,,,
CREC-2016-07-15-pt1-PgD829-5,CREC-2016-07-15,2016-07-15,,,,,,,,,,,,,,
CREC-2016-07-15-pt1-PgD829-6,CREC-2016-07-15,2016-07-15,,,,,,,,,,,,,,
CREC-2016-07-15-pt1-PgE1149-4,CREC-2016-07-15,2016-07-14,,7792,1988,SPEAKING,H,114,S001185,"Sewell, Terri A.",AL,D,"Sewell, Terri A.",Ms. Terri Sewell,Ms. SEWELL of Alabama,Terri A. Sewell
CREC-2016-07-15-pt1-PgD829,CREC-2016-07-15,2016-07-15,,,,,,,,,,,,,,
