granuleId,packageId,date,members,role,chamber,congress,gpoId,authorityId,bioGuideId,memberName,state,party,name__parsed,name__authority-lnf,name__authority-fnf,name__authority-other
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7836,70,B000287,"Becerra, Xavier",CA,D,Mr. BECERRA,"Becerra, Xavier",Xavier Becerra,
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7997,683,L000263,"Levin, Sander M.",MI,D,Mr. LEVIN,"Levin, Sander M.",Sander M. Levin,Sander Levin
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7813,905,P000197,"Pelosi, Nancy",CA,D,Ms. PELOSI,"Pelosi, Nancy",Nancy Pelosi,
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8063,1663,I000057,"Israel, Steve",NY,D,Mr. ISRAEL,"Israel, Steve",Steve Israel,
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8197,446,G000289,"Goodlatte, Bob",VA,R,Mr. GOODLATTE,"Goodlatte, Bob",Bob Goodlatte,Robert Goodlatte
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7903,1778,P000591,"Price, Tom",GA,R,Mr. TOM PRICE of Georgia,"Price, Tom",Tom Price,
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8373,2097,P000604,"Payne, Donald M., Jr.",NJ,D,Mr. PAYNE,"Payne, Donald M., Jr.","Donald M. Payne, Jr.",Mr. Donald Payne Jr.
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7891,1976,D000610,"Deutch, Theodore E.",FL,D,Mr. DEUTCH,"Deutch, Theodore E.",Theodore E. Deutch,Mr. Theodore Deutch
CREC-2015-01-06-pt1-PgH28-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7836,70,B000287,"Becerra, Xavier",CA,D,Mr. BECERRA,"Becerra, Xavier",Xavier Becerra,
CREC-2015-01-06-pt1-PgH28-5,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8188,1525,S000250,"Sessions, Pete",TX,R,Mr. SESSIONS,"Sessions, Pete",Pete Sessions,
CREC-2015-01-06-pt1-PgH32,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8188,1525,S000250,"Sessions, Pete",TX,R,Mr. SESSIONS,"Sessions, Pete",Pete Sessions,
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8214,1560,R000570,"Ryan, Paul D.",WI,R,Mr. RYAN of Wisconsin,"Ryan, Paul D.",Paul D. Ryan,Paul Ryan
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7997,683,L000263,"Levin, Sander M.",MI,D,Mr. LEVIN,"Levin, Sander M.",Sander M. Levin,Sander Levin
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7950,1921,J000290,"Jenkins, Lynn",KS,R,Ms. JENKINS of Kansas,"Jenkins, Lynn",Lynn Jenkins,
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,,2122,G000571,"Gabbard, Tulsi",HI,D,Ms. GABBARD,"Gabbard, Tulsi",Tulsi Gabbard,
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,,2128,W000813,"Walorski, Jackie",IN,R,Mrs. WALORSKI,"Walorski, Jackie",Jackie Walorski,
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,,2126,D000619,"Davis, Rodney",IL,R,Mr. RODNEY DAVIS of Illinois,"Davis, Rodney",Rodney Davis,
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8091,186,C000266,"Chabot, Steve",OH,R,Mr. CHABOT,"Chabot, Steve",Steve Chabot,
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8153,2063,B001273,"Black, Diane",TN,R,Mrs. BLACK,"Black, Diane",Diane Black,
CREC-2015-01-06-pt1-PgH32-2,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7827,1833,M001165,"McCarthy, Kevin",CA,R,Mr. McCARTHY,"McCarthy, Kevin",Kevin McCarthy,
CREC-2015-01-06-pt1-PgH32-3,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7827,1833,M001165,"McCarthy, Kevin",CA,R,Mr. McCARTHY,"McCarthy, Kevin",Kevin McCarthy,
CREC-2015-01-06-pt1-PgH32-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7827,1833,M001165,"McCarthy, Kevin",CA,R,Mr. McCARTHY,"McCarthy, Kevin",Kevin McCarthy,
CREC-2015-01-06-pt1-PgH33,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7827,1833,M001165,"McCarthy, Kevin",CA,R,Mr. McCARTHY,"McCarthy, Kevin",Kevin McCarthy,
CREC-2015-01-06-pt1-PgH35,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH33-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH35-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH35-5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH35-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH35-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH35-7,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH35-8,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH35-9,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7943,2017,R000592,"Rokita, Todd",IN,R,Mr. ROKITA,"Rokita, Todd",Todd Rokita,
CREC-2015-01-06-pt1-PgH35-10,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH35-6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH43-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH35-11,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH43-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH43,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH43-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH43-6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH43-5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-7,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-8,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-9,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-10,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-11,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-12,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-13,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-14,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-16,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-15,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-17,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-19,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-18,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-20,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-22,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-21,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-23,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-26,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-24,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-25,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-27,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-28,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-29,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-30,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-31,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH44-32,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-8,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-7,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-9,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-10,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-11,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-12,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-13,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-14,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-15,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-16,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-17,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-18,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-19,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-20,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-21,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-22,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-23,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-25,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-26,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-24,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-29,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-27,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-28,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-32,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-31,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH45-30,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-8,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-7,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-9,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-10,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-13,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-14,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-15,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-16,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-12,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-11,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-17,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-19,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-18,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-20,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-22,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-21,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-23,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-25,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-24,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-27,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-26,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-28,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH46-29,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-7,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-8,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-9,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-10,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-11,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-14,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-15,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-13,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-12,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-16,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-18,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-17,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-20,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
