granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-06-15-pt1-PgH3825,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2016-06-15-pt1-PgH3825,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,,,,,,,Mr. WALSH,
CREC-2016-06-15-pt1-PgH3825,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,,,,,,,Ms. KENNELLY,
CREC-2016-06-15-pt1-PgH3825,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,,,,,,,Mr. STEARNS,
CREC-2016-06-15-pt1-PgH3833-4,CREC-2016-06-15,2016-06-15,,,,,,,,,,,,
CREC-2016-06-15-pt1-PgH3833-5,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,T000475,"Trott, David A.",MI,R,"Trott, David A.",David Trott,Mr. TROTT,David A. Trott
CREC-2016-06-15-pt1-PgH3833-6,CREC-2016-06-15,2016-06-15,,,,,,,,,,,,
CREC-2016-06-15-pt1-PgH3833-7,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2016-06-15-pt1-PgH3833-8,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,B001285,"Brownley, Julia",CA,D,"Brownley, Julia",,Ms. BROWNLEY of California,Julia Brownley
CREC-2016-06-15-pt1-PgH3834,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,K000388,"Kelly, Trent",MS,R,"Kelly, Trent",,Mr. KELLY of Mississippi,Trent Kelly
CREC-2016-06-15-pt1-PgH3834-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,"Lowenthal, Alan S.",Alan Lowenthal,Mr. LOWENTHAL,Alan S. Lowenthal
CREC-2016-06-15-pt1-PgH3834-3,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2016-06-15-pt1-PgH3834-5,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,Y000065,"Yoho, Ted S.",FL,R,"Yoho, Ted S.",Ted Yoho,Mr. YOHO,Ted S. Yoho
CREC-2016-06-15-pt1-PgH3834-4,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2016-06-15-pt1-PgH3834-6,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,J000294,"Jeffries, Hakeem S.",NY,D,"Jeffries, Hakeem S.",Hakeem Jeffries,Mr. JEFFRIES,Hakeem S. Jeffries
CREC-2016-06-15-pt1-PgH3835-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,F000462,"Frankel, Lois",FL,D,"Frankel, Lois",,Ms. FRANKEL of Florida,Lois Frankel
CREC-2016-06-15-pt1-PgH3835-3,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,W000804,"Wittman, Robert J.",VA,R,"Wittman, Robert J.",Robert Wittman,Mr. WITTMAN,Robert J. Wittman
CREC-2016-06-15-pt1-PgH3835,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,"Olson, Pete",,Mr. OLSON,Pete Olson
CREC-2016-06-15-pt1-PgH3835-6,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,"Hahn, Janice",,Ms. HAHN,Janice Hahn
CREC-2016-06-15-pt1-PgH3835-4,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-06-15-pt1-PgH3835-5,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-06-15-pt1-PgH3836,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,"Blackburn, Marsha",,Mrs. BLACKBURN,Marsha Blackburn
CREC-2016-06-15-pt1-PgH3836-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,C001080,"Chu, Judy",CA,D,"Chu, Judy",,Ms. JUDY CHU of California,Judy Chu
CREC-2016-06-15-pt1-PgH3836-3,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,H001047,"Himes, James A.",CT,D,"Himes, James A.",James Himes,Mr. HIMES,James A. Himes
CREC-2016-06-15-pt1-PgH3836-4,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,D000598,"Davis, Susan A.",CA,D,"Davis, Susan A.",Susan Davis,Mrs. DAVIS of California,Susan A. Davis
CREC-2016-06-15-pt1-PgH3836-5,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,S001145,"Schakowsky, Janice D.",IL,D,"Schakowsky, Janice D.",Janice Schakowsky,Ms. SCHAKOWSKY,Janice D. Schakowsky
CREC-2016-06-15-pt1-PgH3836-6,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,C000537,"Clyburn, James E.",SC,D,"Clyburn, James E.",James Clyburn,Mr. CLYBURN,James E. Clyburn
CREC-2016-06-15-pt1-PgH3837,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,"Byrne, Bradley",,Mr. BYRNE,Bradley Byrne
CREC-2016-06-15-pt1-PgH3842,CREC-2016-06-15,2016-06-15,,,,,,,,,,,,
CREC-2016-06-15-pt1-PgH3837-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,"Byrne, Bradley",,Mr. BYRNE,Bradley Byrne
CREC-2016-06-15-pt1-PgH3837-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,"Slaughter, Louise McIntosh",Louise Slaughter,Ms. SLAUGHTER,Louise McIntosh Slaughter
CREC-2016-06-15-pt1-PgH3837-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,"Slaughter, Louise McIntosh",Louise M. Slaughter,Ms. SLAUGHTER,Louise McIntosh Slaughter
CREC-2016-06-15-pt1-PgH3837-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2016-06-15-pt1-PgH3837-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",James McGovern,Mr. McGOVERN,James P. McGovern
CREC-2016-06-15-pt1-PgH3842-2,CREC-2016-06-15,2016-06-15,,,,,,,,,,,,
CREC-2016-06-15-pt1-PgH3842-3,CREC-2016-06-15,2016-06-15,,,,,,,,,,,,
CREC-2016-06-15-pt1-PgH3842-4,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,W000797,"Wasserman Schultz, Debbie",FL,D,"Wasserman Schultz, Debbie",,Ms. WASSERMAN SCHULTZ,Debbie Wasserman Schultz
CREC-2016-06-15-pt1-PgH3842-4,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,R000591,"Roby, Martha",AL,R,"Roby, Martha",,Mrs. ROBY,Martha Roby
CREC-2016-06-15-pt1-PgH3842-4,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,"Slaughter, Louise McIntosh",Louise Slaughter,Ms. SLAUGHTER,Louise McIntosh Slaughter
CREC-2016-06-15-pt1-PgH3842-4,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,"Slaughter, Louise McIntosh",Louise M. Slaughter,Ms. SLAUGHTER,Louise McIntosh Slaughter
CREC-2016-06-15-pt1-PgH3842-4,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,B001290,"Brat, Dave",VA,R,"Brat, Dave",,Mr. BRAT,Dave Brat
CREC-2016-06-15-pt1-PgH3892,CREC-2016-06-15,2016-06-15,,,,,,,,,,,,
CREC-2016-06-15-pt1-PgH3904,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,"Kaptur, Marcy",,Ms. KAPTUR,Marcy Kaptur
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,M001184,"Massie, Thomas",KY,R,"Massie, Thomas",,Mr. MASSIE,Thomas Massie
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,F000372,"Frelinghuysen, Rodney P.",NJ,R,"Frelinghuysen, Rodney P.",Rodney Frelinghuysen,Mr. FRELINGHUYSEN,Rodney P. Frelinghuysen
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,V000108,"Visclosky, Peter J.",IN,D,"Visclosky, Peter J.",Peter Visclosky,Mr. VISCLOSKY,Peter J. Visclosky
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,L000397,"Lofgren, Zoe",CA,D,"Lofgren, Zoe",,Ms. LOFGREN,Zoe Lofgren
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,S001192,"Stewart, Chris",UT,R,"Stewart, Chris",,Mr. STEWART,Chris Stewart
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",,Mr. POE of Texas,Ted Poe
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,G000289,"Goodlatte, Bob",VA,R,"Goodlatte, Bob",Robert Goodlatte,Mr. GOODLATTE,Bob Goodlatte
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,G000289,"Goodlatte, Bob",VA,R,"Goodlatte, Bob",Robert W. Goodlatte,Mr. GOODLATTE,Bob Goodlatte
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,M001177,"McClintock, Tom",CA,R,"McClintock, Tom",,Mr. McCLINTOCK,Tom McClintock
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,M001182,"Mulvaney, Mick",SC,R,"Mulvaney, Mick",,Mr. MULVANEY,Mick Mulvaney
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,G000564,"Gibson, Christopher P.",NY,R,"Gibson, Christopher P.",Christopher Gibson,Mr. GIBSON,Christopher P. Gibson
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,D000621,"DeSantis, Ron",FL,R,"DeSantis, Ron",,Mr. DeSANTIS,Ron DeSantis
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,"Nadler, Jerrold",,Mr. NADLER,Jerrold Nadler
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,R000578,"Reichert, David G.",WA,R,"Reichert, David G.",David Reichert,Mr. REICHERT,David G. Reichert
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,R000409,"Rohrabacher, Dana",CA,R,"Rohrabacher, Dana",,Mr. ROHRABACHER,Dana Rohrabacher
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,W000798,"Walberg, Tim",MI,R,"Walberg, Tim",,Mr. WALBERG,Tim Walberg
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,C001090,"Cartwright, Matt",PA,D,"Cartwright, Matt",,Mr. CARTWRIGHT,Matt Cartwright
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,B001292,"Beyer, Donald S.",VA,D,"Beyer, Donald S.",Donald Beyer,Mr. BEYER,"Donald S. Beyer, Jr."
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,B001292,"Beyer, Donald S.",VA,D,"Beyer, Donald S.",Donald S. Beyer,Mr. BEYER,"Donald S. Beyer, Jr."
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,"Conyers, John, Jr.",John Conyers,Mr. CONYERS,"John Conyers, Jr."
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank""",GA,D,"Johnson, Henry C. ""Hank""",Henry Johnson,Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr."
CREC-2016-06-15-pt1-PgH3892-2,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank""",GA,D,"Johnson, Henry C. ""Hank""","Henry C. ""Hank"" Johnson",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr."
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,F000372,"Frelinghuysen, Rodney P.",NJ,R,"Frelinghuysen, Rodney P.",Rodney Frelinghuysen,Mr. FRELINGHUYSEN,Rodney P. Frelinghuysen
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,S001154,"Shuster, Bill",PA,R,"Shuster, Bill",,Mr. SHUSTER,Bill Shuster
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,V000108,"Visclosky, Peter J.",IN,D,"Visclosky, Peter J.",Peter Visclosky,Mr. VISCLOSKY,Peter J. Visclosky
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,L000580,"Lujan Grisham, Michelle",NM,D,"Lujan Grisham, Michelle",,Ms. MICHELLE LUJAN GRISHAM of New Mexico,Michelle Lujan Grisham
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,H001053,"Hartzler, Vicky",MO,R,"Hartzler, Vicky",,Mrs. HARTZLER,Vicky Hartzler
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,M001181,"Meehan, Patrick",PA,R,"Meehan, Patrick",,Mr. MEEHAN,Patrick Meehan
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,B001296,"Boyle, Brendan F.",PA,D,"Boyle, Brendan F.",Brendan Boyle,Mr. BRENDAN F. BOYLE of Pennsylvania,Brendan F. Boyle
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,"Fitzpatrick, Michael G.",Michael Fitzpatrick,Mr. FITZPATRICK,Michael G. Fitzpatrick
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,N000127,"Nolan, Richard M.",MN,D,"Nolan, Richard M.",Richard Nolan,Mr. NOLAN,Richard M. Nolan
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,A000371,"Aguilar, Pete",CA,D,"Aguilar, Pete",,Mr. AGUILAR,Pete Aguilar
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,"Smith, Christopher H.",Christopher Smith,Mr. SMITH of New Jersey,Christopher H. Smith
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,"Coffman, Mike",,Mr. COFFMAN,Mike Coffman
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,M001188,"Meng, Grace",NY,D,"Meng, Grace",,Ms. MENG,Grace Meng
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,"Paulsen, Erik",,Mr. PAULSEN,Erik Paulsen
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,Z000018,"Zinke, Ryan K.",MT,R,"Zinke, Ryan K.",Ryan Zinke,Mr. ZINKE,Ryan K. Zinke
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,"Ellison, Keith",,Mr. ELLISON,Keith Ellison
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,G000564,"Gibson, Christopher P.",NY,R,"Gibson, Christopher P.",Christopher Gibson,Mr. GIBSON,Christopher P. Gibson
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,"Tonko, Paul",,Mr. TONKO,Paul Tonko
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,"Langevin, James R.",James Langevin,Mr. LANGEVIN,James R. Langevin
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,"Conaway, K. Michael",K. Conaway,Mr. CONAWAY,K. Michael Conaway
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,L000564,"Lamborn, Doug",CO,R,"Lamborn, Doug",,Mr. LAMBORN,Doug Lamborn
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,R000575,"Rogers, Mike D.",AL,R,"Rogers, Mike D.",,Mr. ROGERS of Alabama,Mike Rogers
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,"Polis, Jared",,Mr. POLIS,Jared Polis
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,W000804,"Wittman, Robert J.",VA,R,"Wittman, Robert J.",Robert Wittman,Mr. WITTMAN,Robert J. Wittman
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,O000170,"O'Rourke, Beto",TX,D,"O'Rourke, Beto",,Mr. O'ROURKE,Beto O'Rourke
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,"Jolly, David W.",David Jolly,Mr. JOLLY,David W. Jolly
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,H001068,"Huffman, Jared",CA,D,"Huffman, Jared",,Mr. HUFFMAN,Jared Huffman
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,M001177,"McClintock, Tom",CA,R,"McClintock, Tom",,Mr. McCLINTOCK,Tom McClintock
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,B001269,"Barletta, Lou",PA,R,"Barletta, Lou",,Mr. BARLETTA,Lou Barletta
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,D000604,"Dent, Charles W.",PA,R,"Dent, Charles W.",Charles Dent,Mr. DENT,Charles W. Dent
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,"Peters, Scott H.",Scott Peters,Mr. PETERS,Scott H. Peters
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",,Mr. POE of Texas,Ted Poe
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,"Duncan, John J., Jr.",John Duncan,Mr. DUNCAN of Tennessee,"John J. Duncan, Jr."
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,"Duncan, John J., Jr.",John J. Duncan,Mr. DUNCAN of Tennessee,"John J. Duncan, Jr."
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,S000051,"Sanford, Mark",SC,R,"Sanford, Mark",,Mr. SANFORD,Mark Sanford
CREC-2016-06-15-pt1-PgH3843,CREC-2016-06-15,2016-06-15,,SPEAKING,H,114,T000465,"Tsongas, Niki",MA,D,"Tsongas, Niki",,Ms. TSONGAS,Niki Tsongas
