granuleId,packageId,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-11-30-pt1-PgH6370-2,CREC-2016-11-30,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Mr. Ryan Costello
CREC-2016-11-30-pt1-PgH6371-2,CREC-2016-11-30,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Mr. Earl Carter
CREC-2016-11-30-pt1-PgH6372-3,CREC-2016-11-30,,2116,SPEAKING,H,114,D000621,"DeSantis, Ron",FL,R,,"DeSantis, Ron",Mr. DeSANTIS,Ron DeSantis,
CREC-2016-11-30-pt1-PgH6372-2,CREC-2016-11-30,8153,2063,SPEAKING,H,114,B001273,"Black, Diane",TN,R,,"Black, Diane",Mrs. BLACK,Diane Black,
CREC-2016-11-30-pt1-PgH6373,CREC-2016-11-30,,,,,,,,,,,,,,
CREC-2016-11-30-pt1-PgH6373-2,CREC-2016-11-30,,,,,,,,,,,,,,
CREC-2016-11-30-pt1-PgH6373-3,CREC-2016-11-30,,,,,,,,,,,,,,
CREC-2016-11-30-pt1-PgH6373-6,CREC-2016-11-30,8081,2043,SPEAKING,H,114,G000564,"Gibson, Christopher P.",NY,R,,"Gibson, Christopher P.",Mr. GIBSON,Christopher P. Gibson,Mr. Christopher Gibson
CREC-2016-11-30-pt1-PgH6373-5,CREC-2016-11-30,,,,,,,,,,,,,,
CREC-2016-11-30-pt1-PgH6373-4,CREC-2016-11-30,,,,,,,,,,,,,,
CREC-2016-11-30-pt1-PgH6373-7,CREC-2016-11-30,,,,,,,,,,,,,,
CREC-2016-11-30-pt1-PgH6373-8,CREC-2016-11-30,8142,1688,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2016-11-30-pt1-PgH6373-9,CREC-2016-11-30,8088,1794,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2016-11-30-pt1-PgH6374,CREC-2016-11-30,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-11-30-pt1-PgH6374-2,CREC-2016-11-30,,2234,SPEAKING,H,114,G000575,"Graham, Gwen",FL,D,,"Graham, Gwen",Ms. GRAHAM,Gwen Graham,
CREC-2016-11-30-pt1-PgH6374-3,CREC-2016-11-30,,2128,SPEAKING,H,114,W000813,"Walorski, Jackie",IN,R,,"Walorski, Jackie",Mrs. WALORSKI,Jackie Walorski,
CREC-2016-11-30-pt1-PgH6375,CREC-2016-11-30,,2239,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,,"Allen, Rick W.",Mr. ALLEN,Rick W. Allen,Mr. Rick Allen
CREC-2016-11-30-pt1-PgH6375-2,CREC-2016-11-30,8102,1664,SPEAKING,H,114,T000462,"Tiberi, Patrick J.",OH,R,,"Tiberi, Patrick J.",Mr. TIBERI,Patrick J. Tiberi,Patrick Tiberi
CREC-2016-11-30-pt1-PgH6374-6,CREC-2016-11-30,,2224,SPEAKING,H,114,W000821,"Westerman, Bruce",AR,R,,"Westerman, Bruce",Mr. WESTERMAN,Bruce Westerman,
CREC-2016-11-30-pt1-PgH6374-4,CREC-2016-11-30,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-11-30-pt1-PgH6374-5,CREC-2016-11-30,,2158,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,,"Rothfus, Keith J.",Mr. ROTHFUS,Keith J. Rothfus,Mr. Keith Rothfus
CREC-2016-11-30-pt1-PgH6375-3,CREC-2016-11-30,,2249,SPEAKING,H,114,B001293,"Bishop, Mike",MI,R,,"Bishop, Mike",Mr. BISHOP of Michigan,Mike Bishop,
CREC-2016-11-30-pt1-PgH6375-4,CREC-2016-11-30,7951,2021,SPEAKING,H,114,Y000063,"Yoder, Kevin",KS,R,,"Yoder, Kevin",Mr. YODER,Kevin Yoder,
CREC-2016-11-30-pt1-PgH6375-5,CREC-2016-11-30,,,,,,,,,,,,,,
CREC-2016-11-30-pt1-PgH6376,CREC-2016-11-30,,,,,,,,,,,,,,
CREC-2016-11-30-pt2-PgH6893,CREC-2016-11-30,8106,2048,SPEAKING,H,114,R000586,"Renacci, James B.",OH,R,,"Renacci, James B.",Mr. RENACCI,James B. Renacci,Mr. James Renacci
CREC-2016-11-30-pt2-PgH-FrontMatter,CREC-2016-11-30,,,,,,,,,,,,,,
CREC-2016-11-30-pt2-PgH6887,CREC-2016-11-30,8182,1751,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,,"Burgess, Michael C.",Mr. BURGESS,Michael C. Burgess,Mr. Michael Burgess
CREC-2016-11-30-pt2-PgH6887,CREC-2016-11-30,7860,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-11-30-pt2-PgH6887,CREC-2016-11-30,8367,2092,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,,"Bonamici, Suzanne",Ms. BONAMICI,Suzanne Bonamici,
CREC-2016-11-30-pt2-PgH6887,CREC-2016-11-30,8723,1744,SPEAKING,H,114,M001151,"Murphy, Tim",PA,R,,"Murphy, Tim",Mr. MURPHY of Pennsylvania,Tim Murphy,
CREC-2016-11-30-pt2-PgH6887,CREC-2016-11-30,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-11-30-pt2-PgH6887,CREC-2016-11-30,8112,1742,SPEAKING,H,114,C001053,"Cole, Tom",OK,R,,"Cole, Tom",Mr. COLE,Tom Cole,
CREC-2016-11-30-pt2-PgH6887,CREC-2016-11-30,8134,1514,SPEAKING,H,114,P000373,"Pitts, Joseph R.",PA,R,,"Pitts, Joseph R.",Mr. PITTS,Joseph R. Pitts,Joseph Pitts
CREC-2016-11-30-pt2-PgH6887,CREC-2016-11-30,7992,1855,SPEAKING,H,114,W000798,"Walberg, Tim",MI,R,,"Walberg, Tim",Mr. WALBERG,Tim Walberg,
CREC-2016-11-30-pt2-PgH6887,CREC-2016-11-30,8115,1596,SPEAKING,H,114,W000791,"Walden, Greg",OR,R,,"Walden, Greg",Mr. WALDEN,Greg Walden,
CREC-2016-11-30-pt2-PgH6894,CREC-2016-11-30,7991,1177,SPEAKING,H,114,U000031,"Upton, Fred",MI,R,,"Upton, Fred",Mr. UPTON,Fred Upton,
CREC-2016-11-30-pt2-PgH7006,CREC-2016-11-30,,,,,,,,,,,,,,
CREC-2016-11-30-pt2-PgH7006-2,CREC-2016-11-30,8191,1956,SPEAKING,H,114,C001076,"Chaffetz, Jason",UT,R,,"Chaffetz, Jason",Mr. CHAFFETZ,Jason Chaffetz,
CREC-2016-11-30-pt2-PgH7006-2,CREC-2016-11-30,7974,1686,SPEAKING,H,114,L000562,"Lynch, Stephen F.",MA,D,,"Lynch, Stephen F.",Mr. LYNCH,Stephen F. Lynch,Mr. Stephen Lynch
CREC-2016-11-30-pt2-PgH7006-2,CREC-2016-11-30,7798,1992,SPEAKING,H,114,G000565,"Gosar, Paul A.",AZ,R,,"Gosar, Paul A.",Mr. GOSAR,Paul A. Gosar,Mr. Paul Gosar
CREC-2016-11-30-pt2-PgH7006-2,CREC-2016-11-30,7982,256,SPEAKING,H,114,C000984,"Cummings, Elijah E.",MD,D,,"Cummings, Elijah E.",Mr. CUMMINGS,Elijah E. Cummings,Elijah Cummings
CREC-2016-11-30-pt2-PgH7008,CREC-2016-11-30,7798,1992,SPEAKING,H,114,G000565,"Gosar, Paul A.",AZ,R,,"Gosar, Paul A.",Mr. GOSAR,Paul A. Gosar,Mr. Paul Gosar
CREC-2016-11-30-pt2-PgH7008,CREC-2016-11-30,7974,1686,SPEAKING,H,114,L000562,"Lynch, Stephen F.",MA,D,,"Lynch, Stephen F.",Mr. LYNCH,Stephen F. Lynch,Mr. Stephen Lynch
CREC-2016-11-30-pt2-PgH7008,CREC-2016-11-30,,2261,SPEAKING,H,114,Z000017,"Zeldin, Lee M.",NY,R,,"Zeldin, Lee M.",Mr. ZELDIN,Lee M. Zeldin,Mr. Lee Zeldin
CREC-2016-11-30-pt2-PgH7008,CREC-2016-11-30,,2148,SPEAKING,H,114,M001188,"Meng, Grace",NY,D,,"Meng, Grace",Ms. MENG,Grace Meng,
CREC-2016-11-30-pt2-PgH7008,CREC-2016-11-30,8366,2090,SPEAKING,H,114,A000369,"Amodei, Mark E.",NV,R,,"Amodei, Mark E.",Mr. AMODEI,Mark E. Amodei,Mr. Mark Amodei
CREC-2016-11-30-pt2-PgH7008,CREC-2016-11-30,7893,1717,SPEAKING,H,114,D000600,"Diaz-Balart, Mario",FL,R,,"Diaz-Balart, Mario",Mr. DIAZ-BALART,Mario Diaz-Balart,
CREC-2016-11-30-pt2-PgH7011,CREC-2016-11-30,7798,1992,SPEAKING,H,114,G000565,"Gosar, Paul A.",AZ,R,,"Gosar, Paul A.",Mr. GOSAR,Paul A. Gosar,Mr. Paul Gosar
CREC-2016-11-30-pt2-PgH7011,CREC-2016-11-30,7974,1686,SPEAKING,H,114,L000562,"Lynch, Stephen F.",MA,D,,"Lynch, Stephen F.",Mr. LYNCH,Stephen F. Lynch,Mr. Stephen Lynch
CREC-2016-11-30-pt2-PgH7010,CREC-2016-11-30,7798,1992,SPEAKING,H,114,G000565,"Gosar, Paul A.",AZ,R,,"Gosar, Paul A.",Mr. GOSAR,Paul A. Gosar,Mr. Paul Gosar
CREC-2016-11-30-pt2-PgH7010,CREC-2016-11-30,7974,1686,SPEAKING,H,114,L000562,"Lynch, Stephen F.",MA,D,,"Lynch, Stephen F.",Mr. LYNCH,Stephen F. Lynch,Mr. Stephen Lynch
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,7991,1177,SPEAKING,H,114,U000031,"Upton, Fred",MI,R,,"Upton, Fred",Mr. UPTON,Fred Upton,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8048,887,SPEAKING,H,114,P000034,"Pallone, Frank, Jr.",NJ,D,,"Pallone, Frank, Jr.",Mr. PALLONE,"Frank Pallone, Jr.",Frank Pallone
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,7859,1479,SPEAKING,H,114,D000197,"DeGette, Diana",CO,D,,"DeGette, Diana",Ms. DeGETTE,Diana DeGette,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8162,62,SPEAKING,H,114,B000213,"Barton, Joe",TX,R,,"Barton, Joe",Mr. BARTON,Joe Barton,Joe L. Barton
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,7939,1527,SPEAKING,H,114,S000364,"Shimkus, John",IL,R,,"Shimkus, John",Mr. SHIMKUS,John Shimkus,John M. Shimkus
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8185,462,SPEAKING,H,114,G000410,"Green, Gene",TX,D,,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8723,1744,SPEAKING,H,114,M001151,"Murphy, Tim",PA,R,,"Murphy, Tim",Mr. MURPHY of Pennsylvania,Tim Murphy,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,7883,1839,SPEAKING,H,114,C001066,"Castor, Kathy",FL,D,,"Castor, Kathy",Ms. CASTOR of Florida,Kathy Castor,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8154,1748,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8118,1950,SPEAKING,H,114,S001180,"Schrader, Kurt",OR,D,,"Schrader, Kurt",Mr. SCHRADER,Kurt Schrader,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,7954,1922,SPEAKING,H,114,G000558,"Guthrie, Brett",KY,R,,"Guthrie, Brett",Mr. GUTHRIE,Brett Guthrie,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8156,1878,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,,"Cohen, Steve",Mr. COHEN,Steve Cohen,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,7881,1838,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,,"Bilirakis, Gus M.",Mr. BILIRAKIS,Gus M. Bilirakis,Mr. Gus Bilirakis
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8096,2046,SPEAKING,H,114,J000292,"Johnson, Bill",OH,R,,"Johnson, Bill",Mr. JOHNSON of Ohio,Bill Johnson,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8025,2036,SPEAKING,H,114,E000291,"Ellmers, Renee L.",NC,R,,"Ellmers, Renee L.",Mrs. ELLMERS of North Carolina,Renee L. Ellmers,Mrs. Renee Ellmers
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,,2172,SPEAKING,H,114,K000379,"Kennedy, Joseph P., III",MA,D,,"Kennedy, Joseph P., III",Mr. KENNEDY,Joseph P. Kennedy III,Joseph Kennedy III
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8049,1936,SPEAKING,H,114,L000567,"Lance, Leonard",NJ,R,,"Lance, Leonard",Mr. LANCE,Leonard Lance,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8099,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,,"Kaptur, Marcy",Ms. KAPTUR,Marcy Kaptur,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,7947,2018,SPEAKING,H,114,B001275,"Bucshon, Larry",IN,R,,"Bucshon, Larry",Mr. BUCSHON,Larry Bucshon,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,7868,281,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,,"DeLauro, Rosa L.",Ms. DeLAURO,Rosa L. DeLauro,Rosa Delauro
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,,2151,SPEAKING,H,114,C001092,"Collins, Chris",NY,R,,"Collins, Chris",Mr. COLLINS of New York,Chris Collins,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8058,1939,SPEAKING,H,114,L000570,"Lujan, Ben Ray",NM,D,,"Lujan, Ben Ray",Mr. BEN RAY LUJAN of New Mexico,Ben Ray Lujan,Mr. Ben Lujan
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,,2232,SPEAKING,H,114,W000820,"Walters, Mimi",CA,R,,"Walters, Mimi",Mrs. MIMI WALTERS of California,Mimi Walters,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Mr. Earl Carter
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,,2158,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,,"Rothfus, Keith J.",Mr. ROTHFUS,Keith J. Rothfus,Mr. Keith Rothfus
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8046,1071,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,,"Smith, Christopher H.",Mr. SMITH of New Jersey,Christopher H. Smith,Christopher Smith
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8207,2071,SPEAKING,H,114,H001056,"Herrera Beutler, Jaime",WA,R,,"Herrera Beutler, Jaime",Ms. HERRERA BEUTLER,Jaime Herrera Beutler,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Mr. Ryan Costello
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8081,2043,SPEAKING,H,114,G000564,"Gibson, Christopher P.",NY,R,,"Gibson, Christopher P.",Mr. GIBSON,Christopher P. Gibson,Mr. Christopher Gibson
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,,2225,SPEAKING,H,114,M001197,"McSally, Martha",AZ,R,,"McSally, Martha",Ms. McSALLY,Martha McSally,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8164,1468,SPEAKING,H,114,B000755,"Brady, Kevin",TX,R,,"Brady, Kevin",Mr. BRADY of Texas,Kevin Brady,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8211,766,SPEAKING,H,114,M000404,"McDermott, Jim",WA,D,,"McDermott, Jim",Mr. McDERMOTT,Jim McDermott,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8102,1664,SPEAKING,H,114,T000462,"Tiberi, Patrick J.",OH,R,,"Tiberi, Patrick J.",Mr. TIBERI,Patrick J. Tiberi,Patrick Tiberi
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8181,303,SPEAKING,H,114,D000399,"Doggett, Lloyd",TX,D,,"Doggett, Lloyd",Mr. DOGGETT,Lloyd Doggett,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,7950,1921,SPEAKING,H,114,J000290,"Jenkins, Lynn",KS,R,,"Jenkins, Lynn",Ms. JENKINS of Kansas,Lynn Jenkins,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8003,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8106,2048,SPEAKING,H,114,R000586,"Renacci, James B.",OH,R,,"Renacci, James B.",Mr. RENACCI,James B. Renacci,Mr. James Renacci
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8125,2052,SPEAKING,H,114,M001181,"Meehan, Patrick",PA,R,,"Meehan, Patrick",Mr. MEEHAN,Patrick Meehan,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,7930,2013,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Mr. Robert Dold
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,7806,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2016-11-30-pt2-PgH6894-2,CREC-2016-11-30,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-11-30-pt2-PgH7012,CREC-2016-11-30,7798,1992,SPEAKING,H,114,G000565,"Gosar, Paul A.",AZ,R,,"Gosar, Paul A.",Mr. GOSAR,Paul A. Gosar,Mr. Paul Gosar
CREC-2016-11-30-pt2-PgH7012,CREC-2016-11-30,7974,1686,SPEAKING,H,114,L000562,"Lynch, Stephen F.",MA,D,,"Lynch, Stephen F.",Mr. LYNCH,Stephen F. Lynch,Mr. Stephen Lynch
CREC-2016-11-30-pt2-PgH7012,CREC-2016-11-30,8220,2072,SPEAKING,H,114,D000614,"Duffy, Sean P.",WI,R,,"Duffy, Sean P.",Mr. DUFFY,Sean P. Duffy,Mr. Sean Duffy
CREC-2016-11-30-pt2-PgH7012,CREC-2016-11-30,8202,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,,"Connolly, Gerald E.",Mr. CONNOLLY,Gerald E. Connolly,Mr. Gerald Connolly
CREC-2016-11-30-pt2-PgH7014,CREC-2016-11-30,7798,1992,SPEAKING,H,114,G000565,"Gosar, Paul A.",AZ,R,,"Gosar, Paul A.",Mr. GOSAR,Paul A. Gosar,Mr. Paul Gosar
CREC-2016-11-30-pt2-PgH7014,CREC-2016-11-30,,2274,SPEAKING,H,114,P000610,"Plaskett, Stacey E.",VI,D,,"Plaskett, Stacey E.",Ms. PLASKETT,Stacey E. Plaskett,Ms. Stacey Plaskett
CREC-2016-11-30-pt1-PgH6376-2,CREC-2016-11-30,,,,,,,,,,,,,,
CREC-2016-11-30-pt2-PgH7015,CREC-2016-11-30,7798,1992,SPEAKING,H,114,G000565,"Gosar, Paul A.",AZ,R,,"Gosar, Paul A.",Mr. GOSAR,Paul A. Gosar,Mr. Paul Gosar
CREC-2016-11-30-pt2-PgH7015,CREC-2016-11-30,,2274,SPEAKING,H,114,P000610,"Plaskett, Stacey E.",VI,D,,"Plaskett, Stacey E.",Ms. PLASKETT,Stacey E. Plaskett,Ms. Stacey Plaskett
CREC-2016-11-30-pt2-PgH7015,CREC-2016-11-30,7858,1641,SPEAKING,H,114,D000598,"Davis, Susan A.",CA,D,,"Davis, Susan A.",Mrs. DAVIS of California,Susan A. Davis,Susan Davis
CREC-2016-11-30-pt2-PgH7015,CREC-2016-11-30,,2112,SPEAKING,H,114,V000130,"Vargas, Juan",CA,D,,"Vargas, Juan",Mr. VARGAS,Juan Vargas,
CREC-2016-11-30-pt2-PgH7016,CREC-2016-11-30,7798,1992,SPEAKING,H,114,G000565,"Gosar, Paul A.",AZ,R,,"Gosar, Paul A.",Mr. GOSAR,Paul A. Gosar,Mr. Paul Gosar
CREC-2016-11-30-pt2-PgH7016,CREC-2016-11-30,,2274,SPEAKING,H,114,P000610,"Plaskett, Stacey E.",VI,D,,"Plaskett, Stacey E.",Ms. PLASKETT,Stacey E. Plaskett,Ms. Stacey Plaskett
CREC-2016-11-30-pt2-PgH7016,CREC-2016-11-30,,2106,SPEAKING,H,114,B001285,"Brownley, Julia",CA,D,,"Brownley, Julia",Ms. BROWNLEY of California,Julia Brownley,
CREC-2016-11-30-pt2-PgH7017,CREC-2016-11-30,7798,1992,SPEAKING,H,114,G000565,"Gosar, Paul A.",AZ,R,,"Gosar, Paul A.",Mr. GOSAR,Paul A. Gosar,Mr. Paul Gosar
CREC-2016-11-30-pt2-PgH7017,CREC-2016-11-30,,2274,SPEAKING,H,114,P000610,"Plaskett, Stacey E.",VI,D,,"Plaskett, Stacey E.",Ms. PLASKETT,Stacey E. Plaskett,Ms. Stacey Plaskett
CREC-2016-11-30-pt2-PgH7017,CREC-2016-11-30,8077,1042,SPEAKING,H,114,S000248,"Serrano, Jose E.",NY,D,,"Serrano, Jose E.",Mr. SERRANO,Jose E. Serrano,Jose Serrano
CREC-2016-11-30-pt2-PgH7018,CREC-2016-11-30,7987,2028,SPEAKING,H,114,H001058,"Huizenga, Bill",MI,R,,"Huizenga, Bill",Mr. HUIZENGA of Michigan,Bill Huizenga,
CREC-2016-11-30-pt2-PgH7018,CREC-2016-11-30,7355,1888,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,,"Foster, Bill",Mr. FOSTER,Bill Foster,
CREC-2016-11-30-pt2-PgH7018,CREC-2016-11-30,,2129,SPEAKING,H,114,B001284,"Brooks, Susan W.",IN,R,,"Brooks, Susan W.",Mrs. BROOKS of Indiana,Susan W. Brooks,Mrs. Susan Brooks
CREC-2016-11-30-pt2-PgH7024,CREC-2016-11-30,7987,2028,SPEAKING,H,114,H001058,"Huizenga, Bill",MI,R,,"Huizenga, Bill",Mr. HUIZENGA of Michigan,Bill Huizenga,
CREC-2016-11-30-pt2-PgH7024,CREC-2016-11-30,7355,1888,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,,"Foster, Bill",Mr. FOSTER,Bill Foster,
CREC-2016-11-30-pt2-PgH7024,CREC-2016-11-30,8095,1885,SPEAKING,H,114,L000566,"Latta, Robert E.",OH,R,,"Latta, Robert E.",Mr. LATTA,Robert E. Latta,Mr. Robert Latta
CREC-2016-11-30-pt2-PgH7024,CREC-2016-11-30,8099,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,,"Kaptur, Marcy",Ms. KAPTUR,Marcy Kaptur,
CREC-2016-11-30-pt2-PgH7024,CREC-2016-11-30,,2158,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,,"Rothfus, Keith J.",Mr. ROTHFUS,Keith J. Rothfus,Mr. Keith Rothfus
CREC-2016-11-30-pt2-PgH7020,CREC-2016-11-30,7987,2028,SPEAKING,H,114,H001058,"Huizenga, Bill",MI,R,,"Huizenga, Bill",Mr. HUIZENGA of Michigan,Bill Huizenga,
CREC-2016-11-30-pt2-PgH7020,CREC-2016-11-30,7355,1888,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,,"Foster, Bill",Mr. FOSTER,Bill Foster,
CREC-2016-11-30-pt2-PgH7020,CREC-2016-11-30,7845,998,SPEAKING,H,114,R000487,"Royce, Edward R.",CA,R,,"Royce, Edward R.",Mr. ROYCE,Edward R. Royce,Ed Royce
