granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-05-25-pt1-PgH3103-10,CREC-2016-05-25,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2016-05-25-pt1-PgH3104-2,CREC-2016-05-25,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2016-05-25-pt1-PgH3104-3,CREC-2016-05-25,SPEAKING,H,114,V000130,"Vargas, Juan",CA,D,,"Vargas, Juan",Mr. VARGAS,Juan Vargas,
CREC-2016-05-25-pt1-PgH3104-5,CREC-2016-05-25,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,,"Wilson, Frederica S.",Ms. WILSON of Florida,Frederica S. Wilson,Frederica Wilson
CREC-2016-05-25-pt1-PgH3104-4,CREC-2016-05-25,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-05-25-pt1-PgH3104-6,CREC-2016-05-25,SPEAKING,H,114,L000584,"Love, Mia B.",UT,R,,"Love, Mia B.",Mrs. LOVE,Mia B. Love,Mia Love
CREC-2016-05-25-pt1-PgH3105-2,CREC-2016-05-25,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,,"Rothfus, Keith J.",Mr. ROTHFUS,Keith J. Rothfus,Keith Rothfus
CREC-2016-05-25-pt1-PgH3105,CREC-2016-05-25,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Robert Dold
CREC-2016-05-25-pt1-PgH3105-4,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3105-3,CREC-2016-05-25,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,,"Duncan, John J., Jr.",Mr. DUNCAN of Tennessee,"John J. Duncan, Jr.",John Duncan
CREC-2016-05-25-pt1-PgH3105-3,CREC-2016-05-25,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,,"Duncan, John J., Jr.",Mr. DUNCAN of Tennessee,"John J. Duncan, Jr.",John J. Duncan
CREC-2016-05-25-pt1-PgH3105-5,CREC-2016-05-25,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,,"Burgess, Michael C.",Mr. BURGESS,Michael C. Burgess,Michael Burgess
CREC-2016-05-25-pt1-PgH3105-5,CREC-2016-05-25,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise Slaughter
CREC-2016-05-25-pt1-PgH3105-5,CREC-2016-05-25,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise M. Slaughter
CREC-2016-05-25-pt1-PgH3105-5,CREC-2016-05-25,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,,"Norton, Eleanor Holmes",Ms. NORTON,Eleanor Holmes Norton,Eleanor Norton
CREC-2016-05-25-pt1-PgH3105-5,CREC-2016-05-25,SPEAKING,H,114,M001187,"Meadows, Mark",NC,R,,"Meadows, Mark",Mr. MEADOWS,Mark Meadows,
CREC-2016-05-25-pt1-PgH3105-5,CREC-2016-05-25,SPEAKING,H,114,W000810,"Woodall, Rob",GA,R,,"Woodall, Rob",Mr. WOODALL,Rob Woodall,
CREC-2016-05-25-pt1-PgH3105-5,CREC-2016-05-25,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James McGovern
CREC-2016-05-25-pt1-PgH3105-5,CREC-2016-05-25,SPEAKING,H,114,M001144,"Miller, Jeff",FL,R,,"Miller, Jeff",Mr. MILLER of Florida,Jeff Miller,
CREC-2016-05-25-pt1-PgH3105-5,CREC-2016-05-25,SPEAKING,H,114,G000410,"Green, Gene",TX,D,,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2016-05-25-pt1-PgH3105-5,CREC-2016-05-25,SPEAKING,H,114,H000636,"Hinojosa, Ruben",TX,D,,"Hinojosa, Ruben",Mr. HINOJOSA,Ruben Hinojosa,
CREC-2016-05-25-pt1-PgH3113,CREC-2016-05-25,SPEAKING,H,114,M001144,"Miller, Jeff",FL,R,,"Miller, Jeff",Mr. MILLER of Florida,Jeff Miller,
CREC-2016-05-25-pt1-PgH3113,CREC-2016-05-25,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,,"Peters, Scott H.",Mr. PETERS,Scott H. Peters,Scott Peters
CREC-2016-05-25-pt1-PgH3113,CREC-2016-05-25,SPEAKING,H,114,S001148,"Simpson, Michael K.",ID,R,,"Simpson, Michael K.",Mr. SIMPSON,Michael K. Simpson,Michael Simpson
CREC-2016-05-25-pt1-PgH3117,CREC-2016-05-25,SPEAKING,H,114,W000413,"Whitfield, Ed",KY,R,,"Whitfield, Ed",Mr. WHITFIELD,Ed Whitfield,Edward Whitfield
CREC-2016-05-25-pt1-PgH3217,CREC-2016-05-25,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James McGovern
CREC-2016-05-25-pt1-PgH3217,CREC-2016-05-25,SPEAKING,H,114,R000515,"Rush, Bobby L.",IL,D,,"Rush, Bobby L.",Mr. RUSH,Bobby L. Rush,Bobby Rush
CREC-2016-05-25-pt1-PgH3208,CREC-2016-05-25,SPEAKING,H,114,C001076,"Chaffetz, Jason",UT,R,,"Chaffetz, Jason",Mr. CHAFFETZ,Jason Chaffetz,
CREC-2016-05-25-pt1-PgH3208,CREC-2016-05-25,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,,"Norton, Eleanor Holmes",Ms. NORTON,Eleanor Holmes Norton,Eleanor Norton
CREC-2016-05-25-pt1-PgH3208,CREC-2016-05-25,SPEAKING,H,114,M001187,"Meadows, Mark",NC,R,,"Meadows, Mark",Mr. MEADOWS,Mark Meadows,
CREC-2016-05-25-pt1-PgH3208,CREC-2016-05-25,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2016-05-25-pt1-PgH3208,CREC-2016-05-25,SPEAKING,H,114,P000610,"Plaskett, Stacey E.",VI,D,,"Plaskett, Stacey E.",Ms. PLASKETT,Stacey E. Plaskett,Stacey Plaskett
CREC-2016-05-25-pt1-PgH3208,CREC-2016-05-25,SPEAKING,H,114,C000984,"Cummings, Elijah E.",MD,D,,"Cummings, Elijah E.",Mr. CUMMINGS,Elijah E. Cummings,Elijah Cummings
CREC-2016-05-25-pt1-PgH3208,CREC-2016-05-25,SPEAKING,H,114,H000324,"Hastings, Alcee L.",FL,D,,"Hastings, Alcee L.",Mr. HASTINGS,Alcee L. Hastings,Alcee Hastings
CREC-2016-05-25-pt1-PgH3208,CREC-2016-05-25,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,,"Connolly, Gerald E.",Mr. CONNOLLY,Gerald E. Connolly,Gerald Connolly
CREC-2016-05-25-pt1-PgH3208,CREC-2016-05-25,SPEAKING,H,114,B001286,"Bustos, Cheri",IL,D,,"Bustos, Cheri",Ms. BUSTOS,Cheri Bustos,
CREC-2016-05-25-pt1-PgH3208,CREC-2016-05-25,SPEAKING,H,114,G000576,"Grothman, Glenn",WI,R,,"Grothman, Glenn",Mr. GROTHMAN,Glenn Grothman,
CREC-2016-05-25-pt1-PgH3218-2,CREC-2016-05-25,SPEAKING,H,114,B000213,"Barton, Joe",TX,R,,"Barton, Joe",Mr. BARTON,Joe Barton,Joe L. Barton
CREC-2016-05-25-pt1-PgH3218-2,CREC-2016-05-25,SPEAKING,H,114,G000551,"Grijalva, Raul M.",AZ,D,,"Grijalva, Raul M.",Mr. GRIJALVA,Raul M. Grijalva,Raul Grijalva
CREC-2016-05-25-pt1-PgH3218-2,CREC-2016-05-25,SPEAKING,H,114,B001250,"Bishop, Rob",UT,R,,"Bishop, Rob",Mr. BISHOP of Utah,Rob Bishop,
CREC-2016-05-25-pt1-PgH3218,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,W000413,"Whitfield, Ed",KY,R,,"Whitfield, Ed",Mr. WHITFIELD,Ed Whitfield,Edward Whitfield
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,U000031,"Upton, Fred",MI,R,,"Upton, Fred",Mr. UPTON,Fred Upton,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,R000515,"Rush, Bobby L.",IL,D,,"Rush, Bobby L.",Mr. RUSH,Bobby L. Rush,Bobby Rush
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,W000791,"Walden, Greg",OR,R,,"Walden, Greg",Mr. WALDEN,Greg Walden,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,P000034,"Pallone, Frank",NJ,D,,"Pallone, Frank",Mr. PALLONE,"Frank Pallone, Jr.",Frank Pallone
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,C001066,"Castor, Kathy",FL,D,,"Castor, Kathy",Ms. CASTOR of Florida,Kathy Castor,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,V000129,"Valadao, David G.",CA,R,,"Valadao, David G.",Mr. VALADAO,David G. Valadao,David Valadao
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,M001166,"McNerney, Jerry",CA,D,,"McNerney, Jerry",Mr. McNERNEY,Jerry McNerney,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,G000559,"Garamendi, John",CA,D,,"Garamendi, John",Mr. GARAMENDI,John Garamendi,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,W000821,"Westerman, Bruce",AR,R,,"Westerman, Bruce",Mr. WESTERMAN,Bruce Westerman,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,H001068,"Huffman, Jared",CA,D,,"Huffman, Jared",Mr. HUFFMAN,Jared Huffman,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,L000571,"Lummis, Cynthia M.",WY,R,,"Lummis, Cynthia M.",Mrs. LUMMIS,Cynthia M. Lummis,Cynthia Lummis
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,W000804,"Wittman, Robert J.",VA,R,,"Wittman, Robert J.",Mr. WITTMAN,Robert J. Wittman,Robert Wittman
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,C001059,"Costa, Jim",CA,D,,"Costa, Jim",Mr. COSTA,Jim Costa,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,M001163,"Matsui, Doris O.",CA,D,,"Matsui, Doris O.",Ms. MATSUI,Doris O. Matsui,Doris Matsui
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,D000623,"DeSaulnier, Mark",CA,D,,"DeSaulnier, Mark",Mr. DeSAULNIER,Mark DeSaulnier,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,,"Sanchez, Loretta",Ms. LORETTA SANCHEZ of California,Loretta Sanchez,
CREC-2016-05-25-pt1-PgH3117-2,CREC-2016-05-25,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,,"Peters, Scott H.",Mr. PETERS,Scott H. Peters,Scott Peters
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,S001148,"Simpson, Michael K.",ID,R,,"Simpson, Michael K.",Mr. SIMPSON,Michael K. Simpson,Michael Simpson
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,,"Kaptur, Marcy",Ms. KAPTUR,Marcy Kaptur,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,P000606,"Pittenger, Robert",NC,R,,"Pittenger, Robert",Mr. PITTENGER,Robert Pittenger,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,W000819,"Walker, Mark",NC,R,,"Walker, Mark",Mr. WALKER,Mark Walker,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,G000559,"Garamendi, John",CA,D,,"Garamendi, John",Mr. GARAMENDI,John Garamendi,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,V000129,"Valadao, David G.",CA,R,,"Valadao, David G.",Mr. VALADAO,David G. Valadao,David Valadao
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,C000059,"Calvert, Ken",CA,R,,"Calvert, Ken",Mr. CALVERT,Ken Calvert,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,G000565,"Gosar, Paul A.",AZ,R,,"Gosar, Paul A.",Mr. GOSAR,Paul A. Gosar,Paul Gosar
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,G000553,"Green, Al",TX,D,,"Green, Al",Mr. AL GREEN of Texas,Al Green,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,G000410,"Green, Gene",TX,D,,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,Y000065,"Yoho, Ted S.",FL,R,,"Yoho, Ted S.",Mr. YOHO,Ted S. Yoho,Ted Yoho
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,,"Foster, Bill",Mr. FOSTER,Bill Foster,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,David Cicilline
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,B001273,"Black, Diane",TN,R,,"Black, Diane",Mrs. BLACK,Diane Black,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,M001166,"McNerney, Jerry",CA,D,,"McNerney, Jerry",Mr. McNERNEY,Jerry McNerney,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,,"Byrne, Bradley",Mr. BYRNE,Bradley Byrne,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,M001185,"Maloney, Sean Patrick",NY,D,,"Maloney, Sean Patrick",Mr. SEAN PATRICK MALONEY of New York,Sean Patrick Maloney,Sean Maloney
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,P000373,"Pitts, Joseph R.",PA,R,,"Pitts, Joseph R.",Mr. PITTS,Joseph R. Pitts,Joseph Pitts
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,M001185,"Maloney, Sean Patrick",NY,D,,"Maloney, Sean Patrick",Mr SEAN PATRICK MALONEY of New York,Sean Patrick Maloney,Sean Maloney
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,G000556,"Grayson, Alan",FL,D,,"Grayson, Alan",Mr. GRAYSON,Alan Grayson,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,B001291,"Babin, Brian",TX,R,,"Babin, Brian",Mr. BABIN,Brian Babin,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,,"Lowenthal, Alan S.",Mr. LOWENTHAL,Alan S. Lowenthal,Alan Lowenthal
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,M001187,"Meadows, Mark",NC,R,,"Meadows, Mark",Mr. MEADOWS,Mark Meadows,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,S001187,"Stivers, Steve",OH,R,,"Stivers, Steve",Mr. STIVERS,Steve Stivers,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,M001190,"Mullin, Markwayne",OK,R,,"Mullin, Markwayne",Mr. MULLIN,Markwayne Mullin,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,,"Engel, Eliot L.",Mr. ENGEL,Eliot L. Engel,Eliot Engel
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,S000051,"Sanford, Mark",SC,R,,"Sanford, Mark",Mr. SANFORD,Mark Sanford,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,B001297,"Buck, Ken",CO,R,,"Buck, Ken",Mr. BUCK,Ken Buck,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,S001195,"Smith, Jason",MO,R,,"Smith, Jason",Mr. SMITH of Missouri,Jason Smith,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,B001295,"Bost, Mike",IL,R,,"Bost, Mike",Mr. BOST,Mike Bost,
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,L000571,"Lummis, Cynthia M.",WY,R,,"Lummis, Cynthia M.",Mrs. LUMMIS,Cynthia M. Lummis,Cynthia Lummis
CREC-2016-05-25-pt1-PgH3220,CREC-2016-05-25,SPEAKING,H,114,D000621,"DeSantis, Ron",FL,R,,"DeSantis, Ron",Mr. DeSANTIS,Ron DeSantis,
CREC-2016-05-25-pt1-PgH3261,CREC-2016-05-25,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-05-25-pt1-PgH3260,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3261-4,CREC-2016-05-25,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Earl Carter
CREC-2016-05-25-pt1-PgH3261-3,CREC-2016-05-25,SPEAKING,H,114,C001053,"Cole, Tom",OK,R,,"Cole, Tom",Mr. COLE,Tom Cole,
CREC-2016-05-25-pt1-PgH3261-2,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3261-5,CREC-2016-05-25,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-05-25-pt1-PgH3262,CREC-2016-05-25,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-05-25-pt1-PgH3262-2,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3262-3,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3262-4,CREC-2016-05-25,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-05-25-pt1-PgH3262-5,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3264-3,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3264-2,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3264-4,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-2,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-3,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-4,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-5,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-6,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-7,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-8,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-9,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-10,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-11,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-12,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-14,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-13,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3265-15,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3266,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3266-2,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3266-3,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3266-5,CREC-2016-05-25,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,,"Lowenthal, Alan S.",Mr. Lowenthal,Alan S. Lowenthal,Alan Lowenthal
CREC-2016-05-25-pt1-PgH3266-4,CREC-2016-05-25,,,,,,,,,,,,
CREC-2016-05-25-pt1-PgH3267,CREC-2016-05-25,SPEAKING,H,114,W000819,"Walker, Mark",NC,R,,"Walker, Mark",Mr. Walker,Mark Walker,
CREC-2016-05-25-pt1-PgH3267-2,CREC-2016-05-25,SPEAKING,H,114,M001166,"McNerney, Jerry",CA,D,,"McNerney, Jerry",Mr. McNerney,Jerry McNerney,
CREC-2016-05-25-pt1-PgH3267-3,CREC-2016-05-25,SPEAKING,H,114,M001166,"McNerney, Jerry",CA,D,,"McNerney, Jerry",Mr. McNerney,Jerry McNerney,
CREC-2016-05-25-pt1-PgH3267-4,CREC-2016-05-25,SPEAKING,H,114,B001290,"Brat, Dave",VA,R,,"Brat, Dave",Mr. Brat,Dave Brat,
