granuleId,packageId,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-07-11-pt1-PgH4582,CREC-2016-07-11,8126,1797,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Mr. Michael Fitzpatrick
CREC-2016-07-11-pt1-PgH4582,CREC-2016-07-11,8073,1184,SPEAKING,H,114,V000081,"Velazquez, Nydia M.",NY,D,,"Velazquez, Nydia M.",Ms. VELAZQUEZ,Nydia M. Velazquez,Nydia Velazquez
CREC-2016-07-11-pt1-PgH4582,CREC-2016-07-11,8057,1738,SPEAKING,H,114,P000588,"Pearce, Stevan",NM,R,,"Pearce, Stevan",Mr. PEARCE,Stevan Pearce,
CREC-2016-07-11-pt1-PgH4583,CREC-2016-07-11,8126,1797,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Mr. Michael Fitzpatrick
CREC-2016-07-11-pt1-PgH4583,CREC-2016-07-11,7974,1686,SPEAKING,H,114,L000562,"Lynch, Stephen F.",MA,D,,"Lynch, Stephen F.",Mr. LYNCH,Stephen F. Lynch,Mr. Stephen Lynch
CREC-2016-07-11-pt1-PgH4583,CREC-2016-07-11,,2223,SPEAKING,H,114,H001072,"Hill, J. French",AR,R,,"Hill, J. French",Mr. HILL,J. French Hill,
CREC-2016-07-11-pt1-PgH4583,CREC-2016-07-11,,2099,SPEAKING,H,114,S001191,"Sinema, Kyrsten",AZ,D,,"Sinema, Kyrsten",Ms. SINEMA,Kyrsten Sinema,
CREC-2016-07-11-pt1-PgH4583,CREC-2016-07-11,,2137,SPEAKING,H,114,W000812,"Wagner, Ann",MO,R,,"Wagner, Ann",Mrs. WAGNER,Ann Wagner,
CREC-2016-07-11-pt1-PgH4586,CREC-2016-07-11,8126,1797,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Mr. Michael Fitzpatrick
CREC-2016-07-11-pt1-PgH4586,CREC-2016-07-11,7974,1686,SPEAKING,H,114,L000562,"Lynch, Stephen F.",MA,D,,"Lynch, Stephen F.",Mr. LYNCH,Stephen F. Lynch,Mr. Stephen Lynch
CREC-2016-07-11-pt1-PgH4586,CREC-2016-07-11,,2141,SPEAKING,H,114,P000606,"Pittenger, Robert",NC,R,,"Pittenger, Robert",Mr. PITTENGER,Robert Pittenger,
CREC-2016-07-11-pt1-PgH4586,CREC-2016-07-11,7988,2029,SPEAKING,H,114,A000367,"Amash, Justin",MI,R,,"Amash, Justin",Mr. AMASH,Justin Amash,
CREC-2016-07-11-pt1-PgH4588,CREC-2016-07-11,8126,1797,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Mr. Michael Fitzpatrick
CREC-2016-07-11-pt1-PgH4588,CREC-2016-07-11,7974,1686,SPEAKING,H,114,L000562,"Lynch, Stephen F.",MA,D,,"Lynch, Stephen F.",Mr. LYNCH,Stephen F. Lynch,Mr. Stephen Lynch
CREC-2016-07-11-pt1-PgH4588,CREC-2016-07-11,,2141,SPEAKING,H,114,P000606,"Pittenger, Robert",NC,R,,"Pittenger, Robert",Mr. PITTENGER,Robert Pittenger,
CREC-2016-07-11-pt1-PgH4588,CREC-2016-07-11,7988,2029,SPEAKING,H,114,A000367,"Amash, Justin",MI,R,,"Amash, Justin",Mr. AMASH,Justin Amash,
CREC-2016-07-11-pt1-PgH4591,CREC-2016-07-11,,2157,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,,"Perry, Scott",Mr. PERRY,Scott Perry,
CREC-2016-07-11-pt1-PgH4591,CREC-2016-07-11,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,,"Watson Coleman, Bonnie",Mrs. WATSON COLEMAN,Bonnie Watson Coleman,
CREC-2016-07-11-pt1-PgH4591,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4590,CREC-2016-07-11,8126,1797,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Mr. Michael Fitzpatrick
CREC-2016-07-11-pt1-PgH4590,CREC-2016-07-11,7974,1686,SPEAKING,H,114,L000562,"Lynch, Stephen F.",MA,D,,"Lynch, Stephen F.",Mr. LYNCH,Stephen F. Lynch,Mr. Stephen Lynch
CREC-2016-07-11-pt1-PgH4590,CREC-2016-07-11,7988,2029,SPEAKING,H,114,A000367,"Amash, Justin",MI,R,,"Amash, Justin",Mr. AMASH,Justin Amash,
CREC-2016-07-11-pt1-PgH4594,CREC-2016-07-11,,2157,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,,"Perry, Scott",Mr. PERRY,Scott Perry,
CREC-2016-07-11-pt1-PgH4594,CREC-2016-07-11,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,,"Watson Coleman, Bonnie",Mrs. WATSON COLEMAN,Bonnie Watson Coleman,
CREC-2016-07-11-pt1-PgH4594,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4595,CREC-2016-07-11,,2157,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,,"Perry, Scott",Mr. PERRY,Scott Perry,
CREC-2016-07-11-pt1-PgH4595,CREC-2016-07-11,7975,2025,SPEAKING,H,114,K000375,"Keating, William R.",MA,D,,"Keating, William R.",Mr. KEATING,William R. Keating,Mr. William Keating
CREC-2016-07-11-pt1-PgH4595,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4597,CREC-2016-07-11,,2225,SPEAKING,H,114,M001197,"McSally, Martha",AZ,R,,"McSally, Martha",Ms. McSALLY,Martha McSally,
CREC-2016-07-11-pt1-PgH4597,CREC-2016-07-11,7975,2025,SPEAKING,H,114,K000375,"Keating, William R.",MA,D,,"Keating, William R.",Mr. KEATING,William R. Keating,Mr. William Keating
CREC-2016-07-11-pt1-PgH4597,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4597,CREC-2016-07-11,8117,279,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,,"DeFazio, Peter A.",Mr. DeFAZIO,Peter A. DeFazio,Peter Defazio
CREC-2016-07-11-pt1-PgH4600,CREC-2016-07-11,,2244,SPEAKING,H,114,A000374,"Abraham, Ralph Lee",LA,R,,"Abraham, Ralph Lee",Mr. ABRAHAM,Ralph Lee Abraham,Mr. Ralph Abraham
CREC-2016-07-11-pt1-PgH4600,CREC-2016-07-11,,2110,SPEAKING,H,114,T000472,"Takano, Mark",CA,D,,"Takano, Mark",Mr. TAKANO,Mark Takano,
CREC-2016-07-11-pt1-PgH4600,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4601,CREC-2016-07-11,8159,603,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,,"Johnson, Sam",Mr. SAM JOHNSON of Texas,Sam Johnson,
CREC-2016-07-11-pt1-PgH4601,CREC-2016-07-11,7997,683,SPEAKING,H,114,L000263,"Levin, Sander M.",MI,D,,"Levin, Sander M.",Mr. LEVIN,Sander M. Levin,Sander Levin
CREC-2016-07-11-pt1-PgH4601,CREC-2016-07-11,,2269,SPEAKING,H,114,H001073,"Hurd, Will",TX,R,,"Hurd, Will",Mr. HURD of Texas,Will Hurd,
CREC-2016-07-11-pt1-PgH4601-2,CREC-2016-07-11,,2203,SPEAKING,H,114,B001290,"Brat, Dave",VA,R,,"Brat, Dave",Mr. BRAT,Dave Brat,
CREC-2016-07-11-pt1-PgH4601-2,CREC-2016-07-11,8194,1037,SPEAKING,H,114,S000185,"Scott, Robert C. ""Bobby""",VA,D,,"Scott, Robert C. ""Bobby""",Mr. SCOTT of Virginia,"Robert C. ""Bobby"" Scott",Robert Scott
CREC-2016-07-11-pt1-PgH4601-2,CREC-2016-07-11,8197,446,SPEAKING,H,114,G000289,"Goodlatte, Bob",VA,R,,"Goodlatte, Bob",Mr. GOODLATTE,Bob Goodlatte,Robert Goodlatte
CREC-2016-07-11-pt1-PgH4603,CREC-2016-07-11,,2130,SPEAKING,H,114,M001189,"Messer, Luke",IN,R,,"Messer, Luke",Mr. MESSER,Luke Messer,
CREC-2016-07-11-pt1-PgH4603,CREC-2016-07-11,8018,1962,SPEAKING,H,114,S001177,"Sablan, Gregorio Kilili Camacho",MP,D,,"Sablan, Gregorio Kilili Camacho",Mr. SABLAN,Gregorio Kilili Camacho Sablan,Gregorio Sablan
CREC-2016-07-11-pt1-PgH4603,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4606,CREC-2016-07-11,,2197,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,,"Byrne, Bradley",Mr. BYRNE,Bradley Byrne,
CREC-2016-07-11-pt1-PgH4606,CREC-2016-07-11,,2201,SPEAKING,H,114,A000370,"Adams, Alma S.",NC,D,,"Adams, Alma S.",Ms. ADAMS,Alma S. Adams,Ms. Alma Adams
CREC-2016-07-11-pt1-PgH4606,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4607,CREC-2016-07-11,7954,1922,SPEAKING,H,114,G000558,"Guthrie, Brett",KY,R,,"Guthrie, Brett",Mr. GUTHRIE,Brett Guthrie,
CREC-2016-07-11-pt1-PgH4607,CREC-2016-07-11,,2171,SPEAKING,H,114,P000607,"Pocan, Mark",WI,D,,"Pocan, Mark",Mr. POCAN,Mark Pocan,
CREC-2016-07-11-pt1-PgH4607,CREC-2016-07-11,8002,1733,SPEAKING,H,114,K000363,"Kline, John",MN,R,,"Kline, John",Mr. KLINE,John Kline,
CREC-2016-07-11-pt1-PgH4607,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4611,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4611-2,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4611-3,CREC-2016-07-11,8061,2040,SPEAKING,H,114,H001055,"Heck, Joseph J.",NV,R,,"Heck, Joseph J.",Mr. HECK of Nevada,Joseph J. Heck,Mr. Joseph Heck
CREC-2016-07-11-pt1-PgH4611-3,CREC-2016-07-11,,2171,SPEAKING,H,114,P000607,"Pocan, Mark",WI,D,,"Pocan, Mark",Mr. POCAN,Mark Pocan,
CREC-2016-07-11-pt1-PgH4611-3,CREC-2016-07-11,8194,1037,SPEAKING,H,114,S000185,"Scott, Robert C. ""Bobby""",VA,D,,"Scott, Robert C. ""Bobby""",Mr. SCOTT of Virginia,"Robert C. ""Bobby"" Scott",Robert Scott
CREC-2016-07-11-pt1-PgH4611-3,CREC-2016-07-11,7860,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-07-11-pt1-PgH4611-3,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4613,CREC-2016-07-11,8061,2040,SPEAKING,H,114,H001055,"Heck, Joseph J.",NV,R,,"Heck, Joseph J.",Mr. HECK of Nevada,Joseph J. Heck,Mr. Joseph Heck
CREC-2016-07-11-pt1-PgH4613,CREC-2016-07-11,,2110,SPEAKING,H,114,T000472,"Takano, Mark",CA,D,,"Takano, Mark",Mr. TAKANO,Mark Takano,
CREC-2016-07-11-pt1-PgH4613,CREC-2016-07-11,8194,1037,SPEAKING,H,114,S000185,"Scott, Robert C. ""Bobby""",VA,D,,"Scott, Robert C. ""Bobby""",Mr. SCOTT of Virginia,"Robert C. ""Bobby"" Scott",Robert Scott
CREC-2016-07-11-pt1-PgH4613,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4615,CREC-2016-07-11,8197,446,SPEAKING,H,114,G000289,"Goodlatte, Bob",VA,R,,"Goodlatte, Bob",Mr. GOODLATTE,Bob Goodlatte,Robert Goodlatte
CREC-2016-07-11-pt1-PgH4615,CREC-2016-07-11,7901,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,,"Johnson, Henry C. ""Hank,"" Jr.",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr.","Mr. Henry C. ""Hank"" Johnson"
CREC-2016-07-11-pt1-PgH4615,CREC-2016-07-11,,2268,SPEAKING,H,114,R000601,"Ratcliffe, John",TX,R,,"Ratcliffe, John",Mr. RATCLIFFE,John Ratcliffe,
CREC-2016-07-11-pt1-PgH4615,CREC-2016-07-11,7999,229,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,,"Conyers, John, Jr.",Mr. CONYERS,"John Conyers, Jr.",John Conyers Jr.
CREC-2016-07-11-pt1-PgH4615,CREC-2016-07-11,,2239,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,,"Allen, Rick W.",Mr. ALLEN,Rick W. Allen,Mr. Rick Allen
CREC-2016-07-11-pt1-PgH4615,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4622,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4622-2,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4622-3,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4622-4,CREC-2016-07-11,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Mr. Earl Carter
CREC-2016-07-11-pt1-PgH4623,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4624,CREC-2016-07-11,7873,1685,SPEAKING,H,114,M001144,"Miller, Jeff",FL,R,,"Miller, Jeff",Mr. MILLER of Florida,Jeff Miller,
CREC-2016-07-11-pt1-PgH4624-2,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4641,CREC-2016-07-11,,2248,SPEAKING,H,114,M001194,"Moolenaar, John R.",MI,R,,"Moolenaar, John R.",Mr. MOOLENAAR,John R. Moolenaar,Mr. John Moolenaar
CREC-2016-07-11-pt1-PgH4641,CREC-2016-07-11,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2016-07-11-pt1-PgH4641,CREC-2016-07-11,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-07-11-pt1-PgH4624-3,CREC-2016-07-11,8127,1681,SPEAKING,H,114,S001154,"Shuster, Bill",PA,R,,"Shuster, Bill",Mr. SHUSTER,Bill Shuster,
CREC-2016-07-11-pt1-PgH4624-3,CREC-2016-07-11,8117,279,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,,"DeFazio, Peter A.",Mr. DeFAZIO,Peter A. DeFazio,Peter Defazio
CREC-2016-07-11-pt1-PgH4624-3,CREC-2016-07-11,8044,699,SPEAKING,H,114,L000554,"LoBiondo, Frank A.",NJ,R,,"LoBiondo, Frank A.",Mr. LoBIONDO,Frank A. LoBiondo,Frank Lobiondo
CREC-2016-07-11-pt1-PgH4624-3,CREC-2016-07-11,8020,1151,SPEAKING,H,114,T000193,"Thompson, Bennie G.",MS,D,,"Thompson, Bennie G.",Mr. THOMPSON of Mississippi,Bennie G. Thompson,Bennie Thompson
CREC-2016-07-11-pt1-PgH4624-3,CREC-2016-07-11,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-07-11-pt1-PgH4624-3,CREC-2016-07-11,7865,1835,SPEAKING,H,114,P000593,"Perlmutter, Ed",CO,D,,"Perlmutter, Ed",Mr. PERLMUTTER,Ed Perlmutter,
CREC-2016-07-11-pt1-PgH4624-3,CREC-2016-07-11,7943,2017,SPEAKING,H,114,R000592,"Rokita, Todd",IN,R,,"Rokita, Todd",Mr. ROKITA,Todd Rokita,
CREC-2016-07-11-pt1-PgH4624-3,CREC-2016-07-11,7860,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-07-11-pt1-PgH4624-3,CREC-2016-07-11,,2235,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2016-07-11-pt1-PgH4624-3,CREC-2016-07-11,,2228,SPEAKING,H,114,K000387,"Knight, Stephen",CA,R,,"Knight, Stephen",Mr. KNIGHT,Stephen Knight,
CREC-2016-07-11-pt1-PgH4645,CREC-2016-07-11,,2238,SPEAKING,H,114,L000583,"Loudermilk, Barry",GA,R,,"Loudermilk, Barry",Mr. LOUDERMILK,Barry Loudermilk,
CREC-2016-07-11-pt1-PgH4645,CREC-2016-07-11,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2016-07-11-pt1-PgH4645,CREC-2016-07-11,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-07-11-pt1-PgH4649,CREC-2016-07-11,,2228,SPEAKING,H,114,K000387,"Knight, Stephen",CA,R,,"Knight, Stephen",Mr. KNIGHT,Stephen Knight,
CREC-2016-07-11-pt1-PgH4649,CREC-2016-07-11,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2016-07-11-pt1-PgH4649,CREC-2016-07-11,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-07-11-pt1-PgH4649,CREC-2016-07-11,,2161,SPEAKING,H,114,W000814,"Weber, Randy K., Sr.",TX,R,,"Weber, Randy K., Sr.",Mr. WEBER of Texas,"Randy K. Weber, Sr.",Mr. Randy Weber Sr.
CREC-2016-07-11-pt1-PgH4649,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4651,CREC-2016-07-11,7901,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,,"Johnson, Henry C. ""Hank,"" Jr.",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr.","Mr. Henry C. ""Hank"" Johnson"
CREC-2016-07-11-pt1-PgH4651,CREC-2016-07-11,,2268,SPEAKING,H,114,R000601,"Ratcliffe, John",TX,R,,"Ratcliffe, John",Mr. RATCLIFFE,John Ratcliffe,
CREC-2016-07-11-pt1-PgH4651,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4651,CREC-2016-07-11,8067,1506,SPEAKING,H,114,M001137,"Meeks, Gregory W.",NY,D,,"Meeks, Gregory W.",Mr. MEEKS,Gregory W. Meeks,Gregory Meeks
CREC-2016-07-11-pt1-PgH4647,CREC-2016-07-11,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-07-11-pt1-PgH4647,CREC-2016-07-11,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2016-07-11-pt1-PgH4647,CREC-2016-07-11,,2161,SPEAKING,H,114,W000814,"Weber, Randy K., Sr.",TX,R,,"Weber, Randy K., Sr.",Mr. WEBER of Texas,"Randy K. Weber, Sr.",Mr. Randy Weber Sr.
CREC-2016-07-11-pt1-PgH4647,CREC-2016-07-11,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-07-11-pt1-PgH4657,CREC-2016-07-11,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-07-11-pt1-PgH4657-2,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4657-3,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4657-4,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4657-5,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4658,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4657-6,CREC-2016-07-11,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-07-11-pt1-PgH4658-2,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4658-3,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4658-4,CREC-2016-07-11,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-07-11-pt1-PgH4658-5,CREC-2016-07-11,,,,,,,,,,,,,,
CREC-2016-07-11-pt1-PgH4658-6,CREC-2016-07-11,,,,,,,,,,,,,,
