granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-04-29-pt1-PgH2114-3,CREC-2016-04-29,2016-04-29,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",,Mr. LaMALFA,Doug LaMalfa
CREC-2016-04-29-pt1-PgH2114-5,CREC-2016-04-29,2016-04-29,,2260,SPEAKING,H,114,H001070,"Hardy, Cresent",NV,R,,"Hardy, Cresent",,Mr. HARDY,Cresent Hardy
CREC-2016-04-29-pt1-PgH2114-6,CREC-2016-04-29,2016-04-29,,1888,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,7355,"Foster, Bill",,Mr. FOSTER,Bill Foster
CREC-2016-04-29-pt1-PgH2114-4,CREC-2016-04-29,2016-04-29,,1976,SPEAKING,H,114,D000610,"Deutch, Theodore E.",FL,D,7891,"Deutch, Theodore E.",Mr. Theodore Deutch,Mr. DEUTCH,Theodore E. Deutch
CREC-2016-04-29-pt1-PgH2115,CREC-2016-04-29,2016-04-29,,1514,SPEAKING,H,114,P000373,"Pitts, Joseph R.",PA,R,8134,"Pitts, Joseph R.",Joseph Pitts,Mr. PITTS,Joseph R. Pitts
CREC-2016-04-29-pt1-PgH2115-2,CREC-2016-04-29,2016-04-29,,1996,SPEAKING,H,114,B001270,"Bass, Karen",CA,D,7838,"Bass, Karen",,Ms. BASS,Karen Bass
CREC-2016-04-29-pt1-PgH2128,CREC-2016-04-29,2016-04-29,,2224,SPEAKING,H,114,W000821,"Westerman, Bruce",AR,R,,"Westerman, Bruce",,Mr. WESTERMAN,Bruce Westerman
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,1956,SPEAKING,H,114,C001076,"Chaffetz, Jason",UT,R,8191,"Chaffetz, Jason",,Mr. CHAFFETZ,Jason Chaffetz
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,868,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,7871,"Norton, Eleanor Holmes",Eleanor Norton,Ms. NORTON,Eleanor Holmes Norton
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,2130,SPEAKING,H,114,M001189,"Messer, Luke",IN,R,,"Messer, Luke",,Mr. MESSER,Luke Messer
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,8202,"Connolly, Gerald E.",Mr. Gerald Connolly,Mr. CONNOLLY,Gerald E. Connolly
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,1733,SPEAKING,H,114,K000363,"Kline, John",MN,R,8002,"Kline, John",,Mr. KLINE,John Kline
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,1037,SPEAKING,H,114,S000185,"Scott, Robert C. ""Bobby""",VA,D,8194,"Scott, Robert C. ""Bobby""",Robert Scott,Mr. SCOTT of Virginia,"Robert C. ""Bobby"" Scott"
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,2255,SPEAKING,H,114,W000819,"Walker, Mark",NC,R,,"Walker, Mark",,Mr. WALKER,Mark Walker
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,2110,SPEAKING,H,114,T000472,"Takano, Mark",CA,D,,"Takano, Mark",,Mr. TAKANO,Mark Takano
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,2116,SPEAKING,H,114,D000621,"DeSantis, Ron",FL,R,,"DeSantis, Ron",,Mr. DeSANTIS,Ron DeSantis
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,1855,SPEAKING,H,114,W000798,"Walberg, Tim",MI,R,7992,"Walberg, Tim",,Mr. WALBERG,Tim Walberg
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. Earl Carter,Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter"
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,1012,SPEAKING,H,114,S000051,"Sanford, Mark",SC,R,,"Sanford, Mark",,Mr. SANFORD,Mark Sanford
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,2239,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,,"Allen, Rick W.",Mr. Rick Allen,Mr. ALLEN,Rick W. Allen
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,2171,SPEAKING,H,114,P000607,"Pocan, Mark",WI,D,,"Pocan, Mark",,Mr. POCAN,Mark Pocan
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,414,SPEAKING,H,114,F000372,"Frelinghuysen, Rodney P.",NJ,R,8053,"Frelinghuysen, Rodney P.",Rodney Frelinghuysen,Mr. FRELINGHUYSEN,Rodney P. Frelinghuysen
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,256,SPEAKING,H,114,C000984,"Cummings, Elijah E.",MD,D,7982,"Cummings, Elijah E.",Elijah Cummings,Mr. CUMMINGS,Elijah E. Cummings
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,1501,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,7814,"Lee, Barbara",,Ms. LEE,Barbara Lee
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,2230,SPEAKING,H,114,L000582,"Lieu, Ted",CA,D,,"Lieu, Ted",,Mr. TED LIEU of California,Ted Lieu
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,8177,"Smith, Lamar",,Mr. SMITH of Texas,Lamar Smith
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,2044,SPEAKING,H,114,H001051,"Hanna, Richard L.",NY,R,8085,"Hanna, Richard L.",Mr. Richard Hanna,Mr. HANNA,Richard L. Hanna
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,1884,SPEAKING,H,114,T000465,"Tsongas, Niki",MA,D,7970,"Tsongas, Niki",,Ms. TSONGAS,Niki Tsongas
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,279,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,8117,"DeFazio, Peter A.",Peter Defazio,Mr. DeFAZIO,Peter A. DeFazio
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,478,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,7924,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIERREZ,Luis V. Gutierrez
CREC-2016-04-29-pt1-PgH2115-3,CREC-2016-04-29,2016-04-29,,1889,SPEAKING,H,114,C001072,"Carson, Andre",IN,D,7946,"Carson, Andre",,Mr. CARSON of Indiana,Andre Carson
CREC-2016-04-29-pt1-PgH2128-2,CREC-2016-04-29,2016-04-29,,2237,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,,"Hice, Jody B.",Mr. Jody Hice,Mr. JODY B. HICE of Georgia,Jody B. Hice
CREC-2016-04-29-pt1-PgH2128-3,CREC-2016-04-29,2016-04-29,,1710,SPEAKING,H,114,N000181,"Nunes, Devin",CA,R,7826,"Nunes, Devin",,Mr. NUNES,Devin Nunes
CREC-2016-04-29-pt1-PgH2128-4,CREC-2016-04-29,2016-04-29,,2143,SPEAKING,H,114,H001065,"Holding, George",NC,R,,"Holding, George",,Mr. HOLDING,George Holding
CREC-2016-04-29-pt1-PgH2129,CREC-2016-04-29,2016-04-29,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2016-04-29-pt1-PgH2129-2,CREC-2016-04-29,2016-04-29,,1986,SPEAKING,H,114,R000591,"Roby, Martha",AL,R,7787,"Roby, Martha",,Mrs. ROBY,Martha Roby
CREC-2016-04-29-pt1-PgH2129-3,CREC-2016-04-29,2016-04-29,,2113,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,,"Peters, Scott H.",Mr. Scott Peters,Mr. PETERS,Scott H. Peters
CREC-2016-04-29-pt1-PgH2130,CREC-2016-04-29,2016-04-29,,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,8123,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-04-29-pt1-PgH2129-5,CREC-2016-04-29,2016-04-29,,1940,SPEAKING,H,114,T000468,"Titus, Dina",NV,D,7493,"Titus, Dina",,Ms. TITUS,Dina Titus
CREC-2016-04-29-pt1-PgH2129-4,CREC-2016-04-29,2016-04-29,,1936,SPEAKING,H,114,L000567,"Lance, Leonard",NJ,R,8049,"Lance, Leonard",,Mr. LANCE,Leonard Lance
CREC-2016-04-29-pt1-PgH2130-3,CREC-2016-04-29,2016-04-29,,2197,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,,"Byrne, Bradley",,Mr. BYRNE,Bradley Byrne
CREC-2016-04-29-pt1-PgH2130-2,CREC-2016-04-29,2016-04-29,,1728,SPEAKING,H,114,R000576,"Ruppersberger, C. A. Dutch",MD,D,7977,"Ruppersberger, C. A. Dutch",Mr. C. A. Ruppersberger,Mr. RUPPERSBERGER,C. A. Dutch Ruppersberger
CREC-2016-04-29-pt1-PgH2130-4,CREC-2016-04-29,2016-04-29,,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,7968,"McGovern, James P.",James Mcgovern,Mr. McGOVERN,James P. McGovern
CREC-2016-04-29-pt1-PgH2131,CREC-2016-04-29,2016-04-29,,2144,SPEAKING,H,114,C001096,"Cramer, Kevin",ND,R,,"Cramer, Kevin",,Mr. CRAMER,Kevin Cramer
CREC-2016-04-29-pt1-PgH2130-5,CREC-2016-04-29,2016-04-29,,2223,SPEAKING,H,114,H001072,"Hill, J. French",AR,R,,"Hill, J. French",,Mr. HILL,J. French Hill
CREC-2016-04-29-pt1-PgH2130-6,CREC-2016-04-29,2016-04-29,,281,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,7868,"DeLauro, Rosa L.",Rosa Delauro,Ms. DeLAURO,Rosa L. DeLauro
CREC-2016-04-29-pt1-PgH2131-2,CREC-2016-04-29,2016-04-29,,368,SPEAKING,H,114,F000030,"Farr, Sam",CA,D,7822,"Farr, Sam",,Mr. FARR,Sam Farr
CREC-2016-04-29-pt1-PgH2131-3,CREC-2016-04-29,2016-04-29,,1753,SPEAKING,H,114,B001250,"Bishop, Rob",UT,R,8189,"Bishop, Rob",,Mr. BISHOP of Utah,Rob Bishop
CREC-2016-04-29-pt1-PgH2131-4,CREC-2016-04-29,2016-04-29,,1878,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,8156,"Cohen, Steve",,Mr. COHEN,Steve Cohen
CREC-2016-04-29-pt1-PgH2131-5,CREC-2016-04-29,2016-04-29,,2270,SPEAKING,H,114,B001291,"Babin, Brian",TX,R,,"Babin, Brian",,Mr. BABIN,Brian Babin
CREC-2016-04-29-pt1-PgH2131-6,CREC-2016-04-29,2016-04-29,,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,7901,"Johnson, Henry C. ""Hank,"" Jr.","Mr. Henry C. ""Hank"" Johnson",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr."
CREC-2016-04-29-pt1-PgH2132,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2132-2,CREC-2016-04-29,2016-04-29,,2065,SPEAKING,H,114,F000461,"Flores, Bill",TX,R,8173,"Flores, Bill",,Mr. FLORES,Bill Flores
CREC-2016-04-29-pt1-PgH2132-3,CREC-2016-04-29,2016-04-29,,2008,SPEAKING,H,114,W000810,"Woodall, Rob",GA,R,7904,"Woodall, Rob",,Mr. WOODALL,Rob Woodall
CREC-2016-04-29-pt1-PgH2136,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2136-2,CREC-2016-04-29,2016-04-29,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2016-04-29-pt1-PgH2142,CREC-2016-04-29,2016-04-29,,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,8157,"Gohmert, Louie",,Mr. GOHMERT,Louie Gohmert
CREC-2016-04-29-pt1-PgH2145,CREC-2016-04-29,2016-04-29,,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,7968,"McGovern, James P.",James Mcgovern,Mr. McGOVERN,James P. McGovern
CREC-2016-04-29-pt1-PgH2146,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2146-2,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2147,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2146-3,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2147-2,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2147-4,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2147-3,CREC-2016-04-29,2016-04-29,,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,7968,"McGovern, James P.",James Mcgovern,Mr. McGOVERN,James P. McGovern
CREC-2016-04-29-pt1-PgH2148,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-2,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-3,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-4,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-5,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-6,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-7,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-8,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-9,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-10,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-11,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-12,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-13,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-14,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-15,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-16,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-18,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-17,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-19,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2150-20,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-2,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-3,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-4,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-5,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-6,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-7,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-8,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-9,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-10,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-11,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-12,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-13,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-14,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-15,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-16,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-17,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-18,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-19,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-20,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-21,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-22,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-24,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-23,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2151-25,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgH2152,CREC-2016-04-29,2016-04-29,,,,,,,,,,,,,,
CREC-2016-04-29-pt1-PgE627-2,CREC-2016-04-29,2016-04-26,,1653,SPEAKING,H,114,M001143,"McCollum, Betty",MN,D,8004,"McCollum, Betty",,Ms. McCOLLUM,Betty McCollum
CREC-2016-04-29-pt1-PgE627-3,CREC-2016-04-29,2016-04-28,,1688,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,8142,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2016-04-29-pt1-PgE627-4,CREC-2016-04-29,2016-04-28,,462,SPEAKING,H,114,G000410,"Green, Gene",TX,D,8185,"Green, Gene",,Mr. GENE GREEN of Texas,Gene Green
CREC-2016-04-29-pt1-PgE627-5,CREC-2016-04-29,2016-04-29,,2052,SPEAKING,H,114,M001181,"Meehan, Patrick",PA,R,8125,"Meehan, Patrick",,Mr. MEEHAN,Patrick Meehan
CREC-2016-04-29-pt1-PgE628,CREC-2016-04-29,2016-04-29,,2269,SPEAKING,H,114,H001073,"Hurd, Will",TX,R,,"Hurd, Will",,Mr. HURD of Texas,Will Hurd
CREC-2016-04-29-pt1-PgE628-2,CREC-2016-04-29,2016-04-29,,1988,SPEAKING,H,114,S001185,"Sewell, Terri A.",AL,D,7792,"Sewell, Terri A.",Ms. Terri Sewell,Ms. SEWELL of Alabama,Terri A. Sewell
CREC-2016-04-29-pt1-PgE628-3,CREC-2016-04-29,2016-04-29,,2263,SPEAKING,H,114,S001196,"Stefanik, Elise M.",NY,R,,"Stefanik, Elise M.",Ms. Elise Stefanik,Ms. STEFANIK,Elise M. Stefanik
CREC-2016-04-29-pt1-PgE628-4,CREC-2016-04-29,2016-04-29,,930,SPEAKING,H,114,P000523,"Price, David E.",NC,D,8027,"Price, David E.",David Price,Mr. PRICE of North Carolina,David E. Price
CREC-2016-04-29-pt1-PgE629,CREC-2016-04-29,2016-04-29,,2230,SPEAKING,H,114,L000582,"Lieu, Ted",CA,D,,"Lieu, Ted",,Mr. TED LIEU of California,Ted Lieu
CREC-2016-04-29-pt1-PgE629-2,CREC-2016-04-29,2016-04-29,,867,SPEAKING,H,114,N000127,"Nolan, Richard M.",MN,D,,"Nolan, Richard M.",Richard Nolan,Mr. NOLAN,Richard M. Nolan
CREC-2016-04-29-pt1-PgE629-3,CREC-2016-04-29,2016-04-29,,1913,SPEAKING,H,114,H001047,"Himes, James A.",CT,D,7869,"Himes, James A.",Mr. James Himes,Mr. HIMES,James A. Himes
CREC-2016-04-29-pt1-PgE629-4,CREC-2016-04-29,2016-04-29,,1909,SPEAKING,H,114,H001048,"Hunter, Duncan D.",CA,R,7857,"Hunter, Duncan D.",Mr. Duncan D. Hunter,Mr. HUNTER,Duncan Hunter
CREC-2016-04-29-pt1-PgE630,CREC-2016-04-29,2016-04-29,,1471,SPEAKING,H,114,C001036,"Capps, Lois",CA,D,7828,"Capps, Lois",,Mrs. CAPPS,Lois Capps
CREC-2016-04-29-pt1-PgE630-2,CREC-2016-04-29,2016-04-29,,368,SPEAKING,H,114,F000030,"Farr, Sam",CA,D,7822,"Farr, Sam",,Mr. FARR,Sam Farr
CREC-2016-04-29-pt1-PgE630-3,CREC-2016-04-29,2016-04-29,,1806,SPEAKING,H,114,M001158,"Marchant, Kenny",TX,R,8766,"Marchant, Kenny",,Mr. MARCHANT,Kenny Marchant
CREC-2016-04-29-pt1-PgE630-4,CREC-2016-04-29,2016-04-29,,1814,SPEAKING,H,114,M001163,"Matsui, Doris O.",CA,D,7810,"Matsui, Doris O.",Ms. Doris Matsui,Ms. MATSUI,Doris O. Matsui
CREC-2016-04-29-pt1-PgE631,CREC-2016-04-29,2016-04-29,,2153,SPEAKING,H,114,B001281,"Beatty, Joyce",OH,D,,"Beatty, Joyce",,Mrs. BEATTY,Joyce Beatty
CREC-2016-04-29-pt1-PgE631-2,CREC-2016-04-29,2016-04-29,,368,SPEAKING,H,114,F000030,"Farr, Sam",CA,D,7822,"Farr, Sam",,Mr. FARR,Sam Farr
CREC-2016-04-29-pt1-PgE631-3,CREC-2016-04-29,2016-04-29,,1799,SPEAKING,H,114,D000604,"Dent, Charles W.",PA,R,8133,"Dent, Charles W.",Mr. Charles Dent,Mr. DENT,Charles W. Dent
CREC-2016-04-29-pt1-PgE631-4,CREC-2016-04-29,2016-04-29,,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,7806,"Thompson, Mike",,Mr. THOMPSON of California,Mike Thompson
CREC-2016-04-29-pt1-PgE631-5,CREC-2016-04-29,2016-04-29,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",,Mr. YOUNG of Iowa,David Young
CREC-2016-04-29-pt1-PgE632,CREC-2016-04-29,2016-04-29,,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,8202,"Connolly, Gerald E.",Mr. Gerald Connolly,Mr. CONNOLLY,Gerald E. Connolly
CREC-2016-04-29-pt1-PgE632-2,CREC-2016-04-29,2016-04-29,,2119,SPEAKING,H,114,F000462,"Frankel, Lois",FL,D,,"Frankel, Lois",,Ms. FRANKEL of Florida,Lois Frankel
CREC-2016-04-29-pt1-PgE632-3,CREC-2016-04-29,2016-04-29,,368,SPEAKING,H,114,F000030,"Farr, Sam",CA,D,7822,"Farr, Sam",,Mr. FARR,Sam Farr
CREC-2016-04-29-pt1-PgE632-4,CREC-2016-04-29,2016-04-29,,1967,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,7925,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2016-04-29-pt1-PgE632-5,CREC-2016-04-29,2016-04-29,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",,Mr. YOUNG of Iowa,David Young
CREC-2016-04-29-pt1-PgE633,CREC-2016-04-29,2016-04-29,,2153,SPEAKING,H,114,B001281,"Beatty, Joyce",OH,D,,"Beatty, Joyce",,Mrs. BEATTY,Joyce Beatty
CREC-2016-04-29-pt1-PgE633-2,CREC-2016-04-29,2016-04-29,,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,8202,"Connolly, Gerald E.",Mr. Gerald Connolly,Mr. CONNOLLY,Gerald E. Connolly
