granuleId,packageId,authorityId,chamber,committeeName,type,committees
CREC-2016-04-25-pt1-PgH1943-2,CREC-2016-04-25,hsgo00,H,Committee on Oversight and Government Reform,S,
CREC-2016-04-25-pt1-PgH1943-2,CREC-2016-04-25,hsii00,H,Committee on Natural Resources,S,
CREC-2016-04-25-pt1-PgH1944-7,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgH1944-5,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgH1944-4,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgH1944-6,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgH1945,CREC-2016-04-25,hsju00,H,Committee on the Judiciary,S,
CREC-2016-04-25-pt1-PgH1944-8,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgH1944-9,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS-FrontMatter-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2401-3,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2401,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2401-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2401-4,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2401-5,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2401-8,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2401-7,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2401-6,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2402,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2401-9,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2402-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2402-3,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2403,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2405,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2404,CREC-2016-04-25,ssap00,S,Committee on Appropriations,S,
CREC-2016-04-25-pt1-PgS2412,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2412-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2405-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2415,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2413,CREC-2016-04-25,ssfr00,S,Committee on Foreign Relations,S,
CREC-2016-04-25-pt1-PgS2415-2,CREC-2016-04-25,slia00,S,Committee on Indian Affairs,O,
CREC-2016-04-25-pt1-PgS2415-3,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2416,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2416-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2416-3,CREC-2016-04-25,slia00,S,Committee on Indian Affairs,O,
CREC-2016-04-25-pt1-PgS2416-5,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2416-4,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2416-6,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2416-7,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2416-8,CREC-2016-04-25,ssfi00,S,Committee on Finance,S,
CREC-2016-04-25-pt1-PgS2416-10,CREC-2016-04-25,ssas00,S,Committee on Armed Services,S,
CREC-2016-04-25-pt1-PgS2416-10,CREC-2016-04-25,sseg00,S,Committee on Energy and Natural Resources,S,
CREC-2016-04-25-pt1-PgS2416-10,CREC-2016-04-25,ssev00,S,Committee on Environment and Public Works,S,
CREC-2016-04-25-pt1-PgS2416-10,CREC-2016-04-25,ssfi00,S,Committee on Finance,S,
CREC-2016-04-25-pt1-PgS2416-10,CREC-2016-04-25,ssfr00,S,Committee on Foreign Relations,S,
CREC-2016-04-25-pt1-PgS2416-10,CREC-2016-04-25,sscm00,S,"Committee on Commerce, Science, and Transportation",S,
CREC-2016-04-25-pt1-PgS2416-10,CREC-2016-04-25,ssbk00,S,"Committee on Banking, Housing, and Urban Affairs",S,
CREC-2016-04-25-pt1-PgS2416-10,CREC-2016-04-25,slia00,S,Committee on Indian Affairs,O,
CREC-2016-04-25-pt1-PgS2416-10,CREC-2016-04-25,sshr00,S,"Committee on Health, Education, Labor, and Pensions",S,
CREC-2016-04-25-pt1-PgS2416-10,CREC-2016-04-25,ssga00,S,Committee on Homeland Security and Governmental Affairs,S,
CREC-2016-04-25-pt1-PgS2416-9,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2418,CREC-2016-04-25,ssas00,S,Committee on Armed Services,S,
CREC-2016-04-25-pt1-PgS2418,CREC-2016-04-25,ssju00,S,Committee on the Judiciary,S,
CREC-2016-04-25-pt1-PgS2419,CREC-2016-04-25,sscm00,S,"Committee on Commerce, Science, and Transportation",S,
CREC-2016-04-25-pt1-PgS2419-2,CREC-2016-04-25,ssga00,S,Committee on Homeland Security and Governmental Affairs,S,
CREC-2016-04-25-pt1-PgS2419-3,CREC-2016-04-25,ssfr00,S,Committee on Foreign Relations,S,
CREC-2016-04-25-pt1-PgS2419-3,CREC-2016-04-25,sssb00,S,Committee on Small Business and Entrepreneurship,S,
CREC-2016-04-25-pt1-PgS2419-3,CREC-2016-04-25,ssev00,S,Committee on Environment and Public Works,S,
CREC-2016-04-25-pt1-PgS2419-3,CREC-2016-04-25,ssga00,S,Committee on Homeland Security and Governmental Affairs,S,
CREC-2016-04-25-pt1-PgS2419-4,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2419-5,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2421-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2421-3,CREC-2016-04-25,slia00,S,Committee on Indian Affairs,O,
CREC-2016-04-25-pt1-PgS2421-3,CREC-2016-04-25,hsii00,H,Committee on Natural Resources,S,
CREC-2016-04-25-pt1-PgS2421,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2421-4,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2421-5,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2421-6,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2421-7,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2421-8,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2422,CREC-2016-04-25,slia00,S,Committee on Indian Affairs,O,
CREC-2016-04-25-pt1-PgS2422,CREC-2016-04-25,hsii00,H,Committee on Natural Resources,S,
CREC-2016-04-25-pt1-PgS2423,CREC-2016-04-25,ssga00,S,Committee on Homeland Security and Governmental Affairs,S,
CREC-2016-04-25-pt1-PgS2423-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2423-4,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2423-3,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2423-5,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2424,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgS2424-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE575-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE575-3,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE575-4,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE575-5,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE576-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE576,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE576-3,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE576-4,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE576-6,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE576-5,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE577,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE578,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE578-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE577-2,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE578-3,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgE578-4,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgD419,CREC-2016-04-25,ssju00,S,Committee on the Judiciary,S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,sscm00,S,"Committee on Commerce, Science, and Transportation",S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,ssga00,S,Committee on Homeland Security and Governmental Affairs,S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,ssju00,S,Committee on the Judiciary,S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,sssb00,S,Committee on Small Business and Entrepreneurship,S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,ssap00,S,Committee on Appropriations,S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,ssbu00,S,Committee on the Budget,S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,ssfr00,S,Committee on Foreign Relations,S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,slin00,S,Select Committee on Intelligence,L,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,slia00,S,Committee on Indian Affairs,O,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,spag00,S,Special Committee on Aging,P,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,ssev00,S,Committee on Environment and Public Works,S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,ssas00,S,Committee on Armed Services,S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,ssfi00,S,Committee on Finance,S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,sseg00,S,Committee on Energy and Natural Resources,S,
CREC-2016-04-25-pt1-PgE578-5,CREC-2016-04-25,sseg00,S,Committee on Public Lands,S,
CREC-2016-04-25-pt1-PgD420,CREC-2016-04-25,ssga00,S,Committee on Homeland Security and Governmental Affairs,S,
CREC-2016-04-25-pt1-PgD420-2,CREC-2016-04-25,hspw00,H,Committee on Transportation and Infrastructure,S,
CREC-2016-04-25-pt1-PgD421,CREC-2016-04-25,,,,,
CREC-2016-04-25-pt1-PgD421-2,CREC-2016-04-25,ssas00,S,Committee on Armed Services,S,
CREC-2016-04-25-pt1-PgD421-2,CREC-2016-04-25,sseg00,S,Committee on Energy and Natural Resources,S,
CREC-2016-04-25-pt1-PgD421-2,CREC-2016-04-25,ssfi00,S,Committee on Finance,S,
CREC-2016-04-25-pt1-PgD421-2,CREC-2016-04-25,ssfr00,S,Committee on Foreign Relations,S,
CREC-2016-04-25-pt1-PgD421-2,CREC-2016-04-25,ssju00,S,Committee on the Judiciary,S,
CREC-2016-04-25-pt1-PgD421-2,CREC-2016-04-25,slin00,S,Select Committee on Intelligence,L,
CREC-2016-04-25-pt1-PgD421-2,CREC-2016-04-25,hsif00,H,Committee on Energy and Commerce,S,
CREC-2016-04-25-pt1-PgD421-2,CREC-2016-04-25,hsru00,H,Committee on Rules,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,ssap00,S,Committee on Appropriations,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,ssas00,S,Committee on Armed Services,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,ssbu00,S,Committee on the Budget,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,sscm00,S,"Committee on Commerce, Science, and Transportation",S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,sseg00,S,Committee on Energy and Natural Resources,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,ssev00,S,Committee on Environment and Public Works,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,ssfi00,S,Committee on Finance,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,ssfr00,S,Committee on Foreign Relations,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,ssga00,S,Committee on Homeland Security and Governmental Affairs,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,slia00,S,Committee on Indian Affairs,O,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,ssju00,S,Committee on the Judiciary,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,sssb00,S,Committee on Small Business and Entrepreneurship,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,slin00,S,Select Committee on Intelligence,L,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,spag00,S,Special Committee on Aging,P,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,ssaf00,S,Committee on Agriculture,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,sshr00,S,Committee on Education,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,sssb00,S,Committee on Small Business,S,
CREC-2016-04-25-pt1-PgD422,CREC-2016-04-25,ssva00,S,Committee on Veterans' Affairs,S,
CREC-2016-04-25-pt1-PgD425,CREC-2016-04-25,jspr00,J,Joint Committee on Printing,J,
