granuleId,packageId,authorityId,chamber,committeeName,type,committees
CREC-2015-12-16-pt1-PgH9358-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9358-5,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9359,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9358-6,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9359-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9359-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9359-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9359-5,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9360,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9360-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9360-4,CREC-2015-12-16,hsas00,H,Committee on Armed Services,S,
CREC-2015-12-16-pt1-PgH9360-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9364,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9367,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9369,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9372,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9372-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9372-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9372-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9372-5,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9372-6,CREC-2015-12-16,hsru00,H,Committee on Rules,S,
CREC-2015-12-16-pt1-PgH9372-7,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9372-8,CREC-2015-12-16,hsju00,H,Committee on the Judiciary,S,
CREC-2015-12-16-pt1-PgH9372-8,CREC-2015-12-16,hspw00,H,Committee on Transportation and Infrastructure,S,
CREC-2015-12-16-pt1-PgH9372-9,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9373,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9373-2,CREC-2015-12-16,hsas00,H,Committee on Armed Services,S,
CREC-2015-12-16-pt1-PgH9373-2,CREC-2015-12-16,hsba00,H,Committee on Financial Services,S,
CREC-2015-12-16-pt1-PgH9373-2,CREC-2015-12-16,hsif00,H,Committee on Energy and Commerce,S,
CREC-2015-12-16-pt1-PgH9373-2,CREC-2015-12-16,hsfa00,H,Committee on Foreign Affairs,S,
CREC-2015-12-16-pt1-PgH9373-2,CREC-2015-12-16,hsgo00,H,Committee on Oversight and Government Reform,S,
CREC-2015-12-16-pt1-PgH9373-2,CREC-2015-12-16,hsha00,H,Committee on House Administration,S,
CREC-2015-12-16-pt1-PgH9373-2,CREC-2015-12-16,hsju00,H,Committee on the Judiciary,S,
CREC-2015-12-16-pt1-PgH9373-2,CREC-2015-12-16,hsvr00,H,Committee on Veterans' Affairs,S,
CREC-2015-12-16-pt1-PgH9373-2,CREC-2015-12-16,hswm00,H,Committee on Ways and Means,S,
CREC-2015-12-16-pt1-PgH9373-3,CREC-2015-12-16,hsru00,H,Committee on Rules,S,
CREC-2015-12-16-pt1-PgH9375,CREC-2015-12-16,hsas00,H,Committee on Armed Services,S,
CREC-2015-12-16-pt1-PgH9373-4,CREC-2015-12-16,hsif00,H,Committee on Energy and Commerce,S,
CREC-2015-12-16-pt1-PgH9373-4,CREC-2015-12-16,hsed00,H,Committee on Education and the Workforce,S,
CREC-2015-12-16-pt1-PgH9373-4,CREC-2015-12-16,hsfa00,H,Committee on Foreign Affairs,S,
CREC-2015-12-16-pt1-PgH9373-4,CREC-2015-12-16,hsju00,H,Committee on the Judiciary,S,
CREC-2015-12-16-pt1-PgH9373-4,CREC-2015-12-16,hsii00,H,Committee on Natural Resources,S,
CREC-2015-12-16-pt1-PgH9373-4,CREC-2015-12-16,hsas00,H,Committee on Armed Services,S,
CREC-2015-12-16-pt1-PgH9373-4,CREC-2015-12-16,hlig00,H,House Permanent Select Committee on Intelligence,L,
CREC-2015-12-16-pt1-PgH9373-4,CREC-2015-12-16,hsgo00,H,Committee on Oversight and Government Reform,S,
CREC-2015-12-16-pt1-PgH9373-4,CREC-2015-12-16,hswm00,H,Committee on Ways and Means,S,
CREC-2015-12-16-pt1-PgH9373-4,CREC-2015-12-16,hsvr00,H,Committee on Veterans' Affairs,S,
CREC-2015-12-16-pt1-PgH9373-4,CREC-2015-12-16,hsap00,H,Committee on Appropriations,S,
CREC-2015-12-16-pt1-PgH9375-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-5,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-6,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-7,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-8,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-9,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-10,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-11,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-12,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-13,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-14,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-15,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-17,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-16,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-18,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-19,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-20,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-21,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-22,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-23,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9376,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgH9375-24,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS-FrontMatter,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8689,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8689-2,CREC-2015-12-16,jspr00,J,Joint Committee on Printing,J,
CREC-2015-12-16-pt1-PgS8690,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8690-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8690-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8690-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8690-5,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8690-6,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8690-7,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8691,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8691-2,CREC-2015-12-16,jstx00,J,Joint Committee on Taxation,J,
CREC-2015-12-16-pt1-PgS8693,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8694,CREC-2015-12-16,ssas00,S,Committee on Armed Services,S,
CREC-2015-12-16-pt1-PgS8694,CREC-2015-12-16,ssap00,S,Committee on Appropriations,S,
CREC-2015-12-16-pt1-PgS8697,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8698,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8701,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8699,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8702,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8703,CREC-2015-12-16,ssju00,S,Committee on the Judiciary,S,
CREC-2015-12-16-pt1-PgS8704,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8707,CREC-2015-12-16,sshr00,S,"Committee on Health, Education, Labor, and Pensions",S,
CREC-2015-12-16-pt1-PgS8709,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8711,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8712,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8712-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8713,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8715,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8716,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8717,CREC-2015-12-16,hshm00,H,Committee on Homeland Security,S,
CREC-2015-12-16-pt1-PgS8715-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8720,CREC-2015-12-16,ssap00,S,Committee on Appropriations,S,
CREC-2015-12-16-pt1-PgS8723-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8723,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8723-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8723-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8723-5,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8724,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8724-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8724-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8724-3,CREC-2015-12-16,ssju00,S,Committee on the Judiciary,S,
CREC-2015-12-16-pt1-PgS8724-5,CREC-2015-12-16,sseg00,S,Committee on Energy and Natural Resources,S,
CREC-2015-12-16-pt1-PgS8725,CREC-2015-12-16,sscm00,S,"Committee on Commerce, Science, and Transportation",S,
CREC-2015-12-16-pt1-PgS8725,CREC-2015-12-16,ssbk00,S,"Committee on Banking, Housing, and Urban Affairs",S,
CREC-2015-12-16-pt1-PgS8725,CREC-2015-12-16,sshr00,S,"Committee on Health, Education, Labor, and Pensions",S,
CREC-2015-12-16-pt1-PgS8725,CREC-2015-12-16,ssfi00,S,Committee on Finance,S,
CREC-2015-12-16-pt1-PgS8725-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8725-3,CREC-2015-12-16,ssbk00,S,"Committee on Banking, Housing, and Urban Affairs",S,
CREC-2015-12-16-pt1-PgS8725-4,CREC-2015-12-16,ssbk00,S,"Committee on Banking, Housing, and Urban Affairs",S,
CREC-2015-12-16-pt1-PgS8726,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8726-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8727,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8726-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8727-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8728,CREC-2015-12-16,ssfr00,S,Committee on Foreign Relations,S,
CREC-2015-12-16-pt1-PgS8728-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8728-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8728-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8728-6,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8728-5,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8728-7,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8729,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8729-2,CREC-2015-12-16,ssfr00,S,Committee on Foreign Relations,S,
CREC-2015-12-16-pt1-PgS8730,CREC-2015-12-16,ssfr00,S,Committee on Foreign Relations,S,
CREC-2015-12-16-pt1-PgS8732,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8730-2,CREC-2015-12-16,hsfa00,H,Committee on Foreign Affairs,S,
CREC-2015-12-16-pt1-PgS8732-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8732-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgS8732-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1801-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1801-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1801-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1801-5,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1802-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1802,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1802-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1802-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1803,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1803-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1803-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1803-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1804,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1804-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1804-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1804-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1805,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1805-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1805-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1805-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1805-5,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1806,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1806-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1805-6,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1806-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1806-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1806-6,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1806-5,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1806-7,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1807,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1807-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1807-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1807-4,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1808,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1808-2,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1808-3,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1809,CREC-2015-12-16,,,,,
CREC-2015-12-16-pt1-PgE1809-2,CREC-2015-12-16,ssas00,S,Committee on Armed Services,S,
CREC-2015-12-16-pt1-PgD1326,CREC-2015-12-16,ssfr00,S,Committee on Foreign Relations,S,
CREC-2015-12-16-pt1-PgD1325,CREC-2015-12-16,ssju00,S,Committee on the Judiciary,S,
CREC-2015-12-16-pt1-PgD1327,CREC-2015-12-16,hspw00,H,Committee on Transportation and Infrastructure,S,
CREC-2015-12-16-pt1-PgD1327,CREC-2015-12-16,hsju00,H,Committee on the Judiciary,S,
CREC-2015-12-16-pt1-PgD1328,CREC-2015-12-16,hsba00,H,Committee on Financial Services,S,
CREC-2015-12-16-pt1-PgD1328,CREC-2015-12-16,hsfa00,H,Committee on Foreign Affairs,S,
CREC-2015-12-16-pt1-PgD1328,CREC-2015-12-16,hsgo00,H,Committee on Oversight and Government Reform,S,
CREC-2015-12-16-pt1-PgD1328,CREC-2015-12-16,hsru00,H,Committee on Rules,S,
CREC-2015-12-16-pt1-PgD1328,CREC-2015-12-16,hsap00,H,Committee on Appropriations,S,
CREC-2015-12-16-pt1-PgD1328,CREC-2015-12-16,hswm00,H,Committee on Ways and Means,S,
CREC-2015-12-16-pt1-PgD1329,CREC-2015-12-16,ssfr00,S,Committee on Foreign Relations,S,
CREC-2015-12-16-pt1-PgD1329,CREC-2015-12-16,slin00,S,Select Committee on Intelligence,L,
CREC-2015-12-16-pt1-PgD1329,CREC-2015-12-16,hsgo00,H,Committee on Oversight and Government Reform,S,
CREC-2015-12-16-pt1-PgD1330,CREC-2015-12-16,jspr00,J,Joint Committee on Printing,J,
