granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-11-04-pt1-PgH7633,CREC-2015-11-04,,8126,1797,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,"Fitzpatrick, Michael G.",Mr. Michael Fitzpatrick,Mr. FITZPATRICK,Michael G. Fitzpatrick
CREC-2015-11-04-pt1-PgH7634-2,CREC-2015-11-04,,8022,2035,SPEAKING,H,114,P000601,"Palazzo, Steven M.",MS,R,"Palazzo, Steven M.",Mr. Steven Palazzo,Mr. PALAZZO,Steven M. Palazzo
CREC-2015-11-04-pt1-PgH7635-2,CREC-2015-11-04,,,,,,,,,,,,,,
CREC-2015-11-04-pt1-PgH7634,CREC-2015-11-04,,7930,2013,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Mr. Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2015-11-04-pt1-PgH7636-2,CREC-2015-11-04,,,,,,,,,,,,,,
CREC-2015-11-04-pt1-PgH7636,CREC-2015-11-04,,,,,,,,,,,,,,
CREC-2015-11-04-pt1-PgH7635,CREC-2015-11-04,,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2015-11-04-pt1-PgH7636-4,CREC-2015-11-04,,,,,,,,,,,,,,
CREC-2015-11-04-pt1-PgH7636-3,CREC-2015-11-04,,,,,,,,,,,,,,
CREC-2015-11-04-pt1-PgH7636-5,CREC-2015-11-04,,,,,,,,,,,,,,
CREC-2015-11-04-pt1-PgH7636-7,CREC-2015-11-04,,7837,1970,SPEAKING,H,114,C001080,"Chu, Judy",CA,D,"Chu, Judy",,Ms. JUDY CHU of California,Judy Chu
CREC-2015-11-04-pt1-PgH7636-6,CREC-2015-11-04,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2015-11-04-pt1-PgH7636-9,CREC-2015-11-04,,,2145,SPEAKING,H,114,K000382,"Kuster, Ann M.",NH,D,"Kuster, Ann M.",Ms. Ann Kuster,Ms. KUSTER,Ann M. Kuster
CREC-2015-11-04-pt1-PgH7636-8,CREC-2015-11-04,,,2128,SPEAKING,H,114,W000813,"Walorski, Jackie",IN,R,"Walorski, Jackie",,Mrs. WALORSKI,Jackie Walorski
CREC-2015-11-04-pt1-PgH7636-10,CREC-2015-11-04,,,2255,SPEAKING,H,114,W000819,"Walker, Mark",NC,R,"Walker, Mark",,Mr. WALKER,Mark Walker
CREC-2015-11-04-pt1-PgH7637,CREC-2015-11-04,,8088,1794,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",,Mr. HIGGINS,Brian Higgins
CREC-2015-11-04-pt1-PgH7637-3,CREC-2015-11-04,,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2015-11-04-pt1-PgH7637-4,CREC-2015-11-04,,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",,Mr. LaMALFA,Doug LaMalfa
CREC-2015-11-04-pt1-PgH7637-2,CREC-2015-11-04,,8142,1688,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2015-11-04-pt1-PgH7637-5,CREC-2015-11-04,,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,"Johnson, Eddie Bernice",Eddie Johnson,Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson
CREC-2015-11-04-pt1-PgH7637-6,CREC-2015-11-04,,8150,2061,SPEAKING,H,114,F000459,"Fleischmann, Charles J. ""Chuck""",TN,R,"Fleischmann, Charles J. ""Chuck""",Mr. Charles Fleischmann,Mr. FLEISCHMANN,"Charles J. ""Chuck"" Fleischmann"
CREC-2015-11-04-pt1-PgH7638,CREC-2015-11-04,,,2122,SPEAKING,H,114,G000571,"Gabbard, Tulsi",HI,D,"Gabbard, Tulsi",,Ms. GABBARD,Tulsi Gabbard
CREC-2015-11-04-pt1-PgH7638-2,CREC-2015-11-04,,7992,1855,SPEAKING,H,114,W000798,"Walberg, Tim",MI,R,"Walberg, Tim",,Mr. WALBERG,Tim Walberg
CREC-2015-11-04-pt1-PgH7638-3,CREC-2015-11-04,,,2252,SPEAKING,H,114,L000581,"Lawrence, Brenda L.",MI,D,"Lawrence, Brenda L.",Mrs. Brenda Lawrence,Mrs. LAWRENCE,Brenda L. Lawrence
CREC-2015-11-04-pt1-PgH7638-6,CREC-2015-11-04,,,2293,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Mr. Daniel Donovan Jr.,Mr. DONOVAN,"Daniel M. Donovan, Jr."
CREC-2015-11-04-pt1-PgH7638-4,CREC-2015-11-04,,,2156,SPEAKING,H,114,M001190,"Mullin, Markwayne",OK,R,"Mullin, Markwayne",,Mr. MULLIN,Markwayne Mullin
CREC-2015-11-04-pt1-PgH7638-5,CREC-2015-11-04,,,2110,SPEAKING,H,114,T000472,"Takano, Mark",CA,D,"Takano, Mark",,Mr. TAKANO,Mark Takano
CREC-2015-11-04-pt1-PgH7639,CREC-2015-11-04,,8139,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",Mr. David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2015-11-04-pt1-PgH7639-2,CREC-2015-11-04,,8153,2063,SPEAKING,H,114,B001273,"Black, Diane",TN,R,"Black, Diane",,Mrs. BLACK,Diane Black
CREC-2015-11-04-pt1-PgH7639-4,CREC-2015-11-04,,,2168,SPEAKING,H,114,S001192,"Stewart, Chris",UT,R,"Stewart, Chris",,Mr. STEWART,Chris Stewart
CREC-2015-11-04-pt1-PgH7639-3,CREC-2015-11-04,,,2234,SPEAKING,H,114,G000575,"Graham, Gwen",FL,D,"Graham, Gwen",,Ms. GRAHAM,Gwen Graham
CREC-2015-11-04-pt1-PgH7639-5,CREC-2015-11-04,,,2201,SPEAKING,H,114,A000370,"Adams, Alma S.",NC,D,"Adams, Alma S.",Ms. Alma Adams,Ms. ADAMS,Alma S. Adams
CREC-2015-11-04-pt1-PgH7639-6,CREC-2015-11-04,,8022,2035,SPEAKING,H,114,P000601,"Palazzo, Steven M.",MS,R,"Palazzo, Steven M.",Mr. Steven Palazzo,Mr. PALAZZO,Steven M. Palazzo
CREC-2015-11-04-pt1-PgH7640,CREC-2015-11-04,,8027,930,SPEAKING,H,114,P000523,"Price, David E.",NC,D,"Price, David E.",David Price,Mr. PRICE of North Carolina,David E. Price
CREC-2015-11-04-pt1-PgH7640-3,CREC-2015-11-04,,,2274,SPEAKING,H,114,P000610,"Plaskett, Stacey E.",VI,D,"Plaskett, Stacey E.",Ms. Stacey Plaskett,Ms. PLASKETT,Stacey E. Plaskett
CREC-2015-11-04-pt1-PgH7640-4,CREC-2015-11-04,,,2225,SPEAKING,H,114,M001197,"McSally, Martha",AZ,R,"McSally, Martha",,Ms. McSALLY,Martha McSally
CREC-2015-11-04-pt1-PgH7640-2,CREC-2015-11-04,,8041,2038,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,"Guinta, Frank C.",Mr. Frank Guinta,Mr. GUINTA,Frank C. Guinta
CREC-2015-11-04-pt1-PgH7640-5,CREC-2015-11-04,,,2109,SPEAKING,H,114,R000599,"Ruiz, Raul",CA,D,"Ruiz, Raul",,Mr. RUIZ,Raul Ruiz
CREC-2015-11-04-pt1-PgH7641,CREC-2015-11-04,,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2015-11-04-pt1-PgH7641-2,CREC-2015-11-04,,7865,1835,SPEAKING,H,114,P000593,"Perlmutter, Ed",CO,D,"Perlmutter, Ed",,Mr. PERLMUTTER,Ed Perlmutter
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,7904,2008,SPEAKING,H,114,W000810,"Woodall, Rob",GA,R,"Woodall, Rob",,Mr. WOODALL,Rob Woodall
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,7860,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,"Polis, Jared",,Mr. POLIS,Jared Polis
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,8117,279,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Peter Defazio,Mr. DeFAZIO,Peter A. DeFazio
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,7980,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,8050,1510,SPEAKING,H,114,P000096,"Pascrell, Bill, Jr.",NJ,D,"Pascrell, Bill, Jr.",William Pascrell,Mr. PASCRELL,"Bill Pascrell, Jr."
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,7493,1940,SPEAKING,H,114,T000468,"Titus, Dina",NV,D,"Titus, Dina",,Ms. TITUS,Dina Titus
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,,2133,SPEAKING,H,114,D000620,"Delaney, John K.",MD,D,"Delaney, John K.",Mr. John Delaney,Mr. DELANEY,John K. Delaney
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,8149,322,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,"Duncan, John J., Jr.",John Duncan Jr.,Mr. DUNCAN of Tennessee,"John J. Duncan, Jr."
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,7868,281,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,"DeLauro, Rosa L.",Rosa Delauro,Ms. DeLAURO,Rosa L. DeLauro
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,7967,854,SPEAKING,H,114,N000015,"Neal, Richard E.",MA,D,"Neal, Richard E.",Richard Neal,Mr. NEAL,Richard E. Neal
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,8204,1879,SPEAKING,H,114,W000800,"Welch, Peter",VT,D,"Welch, Peter",,Mr. WELCH,Peter Welch
CREC-2015-11-04-pt1-PgH7641-3,CREC-2015-11-04,,7979,1894,SPEAKING,H,114,E000290,"Edwards, Donna F.",MD,D,"Edwards, Donna F.",Ms. Donna Edwards,Ms. EDWARDS,Donna F. Edwards
CREC-2015-11-04-pt1-PgH7650,CREC-2015-11-04,,8163,1670,SPEAKING,H,114,C001048,"Culberson, John Abney",TX,R,"Culberson, John Abney",John Culberson,Mr. CULBERSON,John Abney Culberson
CREC-2015-11-04-pt1-PgH7653,CREC-2015-11-04,,7904,2008,SPEAKING,H,114,W000810,"Woodall, Rob",GA,R,"Woodall, Rob",,Mr. WOODALL,Rob Woodall
CREC-2015-11-04-pt1-PgH7652,CREC-2015-11-04,,,2099,SPEAKING,H,114,S001191,"Sinema, Kyrsten",AZ,D,"Sinema, Kyrsten",,Ms. SINEMA,Kyrsten Sinema
CREC-2015-11-04-pt1-PgH7652,CREC-2015-11-04,,7860,1910,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,"Polis, Jared",,Mr. POLIS,Jared Polis
CREC-2015-11-04-pt1-PgH7653-2,CREC-2015-11-04,,8127,1681,SPEAKING,H,114,S001154,"Shuster, Bill",PA,R,"Shuster, Bill",,Mr. SHUSTER,Bill Shuster
CREC-2015-11-04-pt1-PgH7654,CREC-2015-11-04,,8127,1681,SPEAKING,H,114,S001154,"Shuster, Bill",PA,R,"Shuster, Bill",,Mr. SHUSTER,Bill Shuster
CREC-2015-11-04-pt1-PgH7650-2,CREC-2015-11-04,,,2158,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,"Rothfus, Keith J.",Mr. Keith Rothfus,Mr. ROTHFUS,Keith J. Rothfus
CREC-2015-11-04-pt1-PgH7650-2,CREC-2015-11-04,,8211,766,SPEAKING,H,114,M000404,"McDermott, Jim",WA,D,"McDermott, Jim",,Mr. McDERMOTT,Jim McDermott
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8107,1756,SPEAKING,H,114,R000577,"Ryan, Tim",OH,D,"Ryan, Tim",,Mr. RYAN of Ohio,Tim Ryan
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,7843,1602,SPEAKING,H,114,N000179,"Napolitano, Grace F.",CA,D,"Napolitano, Grace F.",Grace Napolitano,Mrs. NAPOLITANO,Grace F. Napolitano
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8127,1681,SPEAKING,H,114,S001154,"Shuster, Bill",PA,R,"Shuster, Bill",,Mr. SHUSTER,Bill Shuster
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,7857,1909,SPEAKING,H,114,H001048,"Hunter, Duncan D.",CA,R,"Hunter, Duncan D.",Mr. Duncan D. Hunter,Mr. HUNTER,Duncan Hunter
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8117,279,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Peter Defazio,Mr. DeFAZIO,Peter A. DeFazio
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,7976,2026,SPEAKING,H,114,H001052,"Harris, Andy",MD,R,"Harris, Andy",,Mr. HARRIS,Andy Harris
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2227,SPEAKING,H,114,D000623,"DeSaulnier, Mark",CA,D,"DeSaulnier, Mark",,Mr. DeSAULNIER,Mark DeSaulnier
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2159,SPEAKING,H,114,C001090,"Cartwright, Matt",PA,D,"Cartwright, Matt",,Mr. CARTWRIGHT,Matt Cartwright
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2235,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,"Curbelo, Carlos",,Mr. CURBELO of Florida,Carlos Curbelo
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,7875,132,SPEAKING,H,114,B000911,"Brown, Corrine",FL,D,"Brown, Corrine",,Ms. BROWN of Florida,Corrine Brown
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,7824,1995,SPEAKING,H,114,D000612,"Denham, Jeff",CA,R,"Denham, Jeff",,Mr. DENHAM,Jeff Denham
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,"Costello, Ryan A.",Mr. Ryan Costello,Mr. COSTELLO of Pennsylvania,Ryan A. Costello
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2110,SPEAKING,H,114,T000472,"Takano, Mark",CA,D,"Takano, Mark",,Mr. TAKANO,Mark Takano
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2257,SPEAKING,H,114,A000373,"Ashford, Brad",NE,D,"Ashford, Brad",,Mr. ASHFORD,Brad Ashford
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2255,SPEAKING,H,114,W000819,"Walker, Mark",NC,R,"Walker, Mark",,Mr. WALKER,Mark Walker
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2168,SPEAKING,H,114,S001192,"Stewart, Chris",UT,R,"Stewart, Chris",,Mr. STEWART,Chris Stewart
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2229,SPEAKING,H,114,A000371,"Aguilar, Pete",CA,D,"Aguilar, Pete",,Mr. AGUILAR,Pete Aguilar
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8360,2089,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,"Hahn, Janice",,Ms. HAHN,Janice Hahn
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8139,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",Mr. David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2170,SPEAKING,H,114,H001064,"Heck, Denny",WA,D,"Heck, Denny",,Mr. HECK of Washington,Denny Heck
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2169,SPEAKING,H,114,K000381,"Kilmer, Derek",WA,D,"Kilmer, Derek",,Mr. KILMER,Derek Kilmer
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,7918,1724,SPEAKING,H,114,K000362,"King, Steve",IA,R,"King, Steve",,Mr. KING of Iowa,Steve King
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8194,1037,SPEAKING,H,114,S000185,"Scott, Robert C. ""Bobby""",VA,D,"Scott, Robert C. ""Bobby""",Robert Scott,Mr. SCOTT of Virginia,"Robert C. ""Bobby"" Scott"
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8206,1675,SPEAKING,H,114,L000560,"Larsen, Rick",WA,D,"Larsen, Rick",,Mr. LARSEN of Washington,Rick Larsen
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8163,1670,SPEAKING,H,114,C001048,"Culberson, John Abney",TX,R,"Culberson, John Abney",John Culberson,Mr. CULBERSON,John Abney Culberson
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2148,SPEAKING,H,114,M001188,"Meng, Grace",NY,D,"Meng, Grace",,Ms. MENG,Grace Meng
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2265,SPEAKING,H,114,R000604,"Russell, Steve",OK,R,"Russell, Steve",,Mr. RUSSELL,Steve Russell
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,7979,1894,SPEAKING,H,114,E000290,"Edwards, Donna F.",MD,D,"Edwards, Donna F.",Ms. Donna Edwards,Ms. EDWARDS,Donna F. Edwards
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8014,1656,SPEAKING,H,114,G000546,"Graves, Sam",MO,R,"Graves, Sam",,Mr. GRAVES of Missouri,Sam Graves
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2119,SPEAKING,H,114,F000462,"Frankel, Lois",FL,D,"Frankel, Lois",,Ms. FRANKEL of Florida,Lois Frankel
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8149,322,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,"Duncan, John J., Jr.",John Duncan Jr.,Mr. DUNCAN of Tennessee,"John J. Duncan, Jr."
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,7902,688,SPEAKING,H,114,L000287,"Lewis, John",GA,D,"Lewis, John",,Mr. LEWIS,John Lewis
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,7901,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,"Johnson, Henry C. ""Hank,"" Jr.","Mr. Henry C. ""Hank"" Johnson",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr."
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8221,2073,SPEAKING,H,114,R000587,"Ribble, Reid J.",WI,R,"Ribble, Reid J.",Mr. Reid Ribble,Mr. RIBBLE,Reid J. Ribble
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,7923,1781,SPEAKING,H,114,L000563,"Lipinski, Daniel",IL,D,"Lipinski, Daniel",Mr. Daniel William Lipinski,Mr. LIPINSKI,Daniel Lipinski
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,7802,1994,SPEAKING,H,114,S001183,"Schweikert, David",AZ,R,"Schweikert, David",,Mr. SCHWEIKERT,David Schweikert
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8212,1810,SPEAKING,H,114,R000578,"Reichert, David G.",WA,R,"Reichert, David G.",Mr. David Reichert,Mr. REICHERT,David G. Reichert
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2222,SPEAKING,H,114,R000600,"Radewagen, Aumua Amata Coleman",AS,R,"Radewagen, Aumua Amata Coleman",Mrs. Aumua Amata Radewagen,Mrs. RADEWAGEN,Aumua Amata Coleman Radewagen
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8118,1950,SPEAKING,H,114,S001180,"Schrader, Kurt",OR,D,"Schrader, Kurt",,Mr. SCHRADER,Kurt Schrader
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2275,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,"Newhouse, Dan",,Mr. NEWHOUSE,Dan Newhouse
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2116,SPEAKING,H,114,D000621,"DeSantis, Ron",FL,R,"DeSantis, Ron",,Mr. DeSANTIS,Ron DeSantis
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,867,SPEAKING,H,114,N000127,"Nolan, Richard M.",MN,D,"Nolan, Richard M.",Richard Nolan,Mr. NOLAN,Richard M. Nolan
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8217,1811,SPEAKING,H,114,M001160,"Moore, Gwen",WI,D,"Moore, Gwen",,Ms. MOORE,Gwen Moore
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2201,SPEAKING,H,114,A000370,"Adams, Alma S.",NC,D,"Adams, Alma S.",Ms. Alma Adams,Ms. ADAMS,Alma S. Adams
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,,2245,SPEAKING,H,114,G000577,"Graves, Garret",LA,R,"Graves, Garret",,Mr. GRAVES of Louisiana,Garret Graves
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8367,2092,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,"Bonamici, Suzanne",,Ms. BONAMICI,Suzanne Bonamici
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8207,2071,SPEAKING,H,114,H001056,"Herrera Beutler, Jaime",WA,R,"Herrera Beutler, Jaime",,Ms. HERRERA BEUTLER,Jaime Herrera Beutler
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8093,1741,SPEAKING,H,114,T000463,"Turner, Michael R.",OH,R,"Turner, Michael R.",Mr. Michael Turner,Mr. TURNER,Michael R. Turner
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8091,186,SPEAKING,H,114,C000266,"Chabot, Steve",OH,R,"Chabot, Steve",,Mr. CHABOT,Steve Chabot
CREC-2015-11-04-pt1-PgH7654-2,CREC-2015-11-04,,8156,1878,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,"Cohen, Steve",,Mr. COHEN,Steve Cohen
CREC-2015-11-04-pt1-PgH7740,CREC-2015-11-04,,,2156,SPEAKING,H,114,M001190,"Mullin, Markwayne",OK,R,"Mullin, Markwayne",,Mr. MULLIN,Markwayne Mullin
CREC-2015-11-04-pt1-PgH7741,CREC-2015-11-04,,,,,,,,,,,,,,
CREC-2015-11-04-pt1-PgH7741-2,CREC-2015-11-04,,,,,,,,,,,,,,
