granuleId,packageId,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-02-02-pt1-PgH677,CREC-2015-02-02,,2097,SPEAKING,H,114,P000604,"Payne, Donald M., Jr.",NJ,D,8373,"Payne, Donald M., Jr.",Mr. Donald Payne Jr.,Mr. PAYNE,"Donald M. Payne, Jr."
CREC-2015-02-02-pt1-PgH677,CREC-2015-02-02,,2129,SPEAKING,H,114,B001284,"Brooks, Susan W.",IN,R,,"Brooks, Susan W.",Mrs. Susan Brooks,Mrs. BROOKS of Indiana,Susan W. Brooks
CREC-2015-02-02-pt1-PgH677,CREC-2015-02-02,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,,"Watson Coleman, Bonnie",,Mrs. WATSON COLEMAN,Bonnie Watson Coleman
CREC-2015-02-02-pt1-PgH677,CREC-2015-02-02,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-02-02-pt1-PgH677,CREC-2015-02-02,,1804,SPEAKING,H,114,M001157,"McCaul, Michael T.",TX,R,8166,"McCaul, Michael T.",Mr. Michael Mccaul,Mr. McCAUL,Michael T. McCaul
CREC-2015-02-02-pt1-PgH683,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH683-4,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH680,CREC-2015-02-02,,2129,SPEAKING,H,114,B001284,"Brooks, Susan W.",IN,R,,"Brooks, Susan W.",Mrs. Susan Brooks,Mrs. BROOKS of Indiana,Susan W. Brooks
CREC-2015-02-02-pt1-PgH680,CREC-2015-02-02,,868,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,7871,"Norton, Eleanor Holmes",Eleanor Norton,Ms. NORTON,Eleanor Holmes Norton
CREC-2015-02-02-pt1-PgH680,CREC-2015-02-02,,2097,SPEAKING,H,114,P000604,"Payne, Donald M., Jr.",NJ,D,8373,"Payne, Donald M., Jr.",Mr. Donald Payne Jr.,Mr. PAYNE,"Donald M. Payne, Jr."
CREC-2015-02-02-pt1-PgH680,CREC-2015-02-02,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-02-02-pt1-PgH680,CREC-2015-02-02,,1804,SPEAKING,H,114,M001157,"McCaul, Michael T.",TX,R,8166,"McCaul, Michael T.",Mr. Michael Mccaul,Mr. McCAUL,Michael T. McCaul
CREC-2015-02-02-pt1-PgH683-3,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH683-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH685,CREC-2015-02-02,,2252,SPEAKING,H,114,L000581,"Lawrence, Brenda L.",MI,D,,"Lawrence, Brenda L.",Mrs. Brenda Lawrence,Mrs. LAWRENCE,Brenda L. Lawrence
CREC-2015-02-02-pt1-PgH685,CREC-2015-02-02,,1069,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,8089,"Slaughter, Louise McIntosh",Louise Slaughter,Ms. SLAUGHTER,Louise McIntosh Slaughter
CREC-2015-02-02-pt1-PgH685,CREC-2015-02-02,,2013,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,7930,"Dold, Robert J.",Mr. Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2015-02-02-pt1-PgH684,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH685-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH686,CREC-2015-02-02,,70,SPEAKING,H,114,B000287,"Becerra, Xavier",CA,D,7836,"Becerra, Xavier",,Mr. BECERRA,Xavier Becerra
CREC-2015-02-02-pt1-PgH686-5,CREC-2015-02-02,,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,8003,"Paulsen, Erik",,Mr. PAULSEN,Erik Paulsen
CREC-2015-02-02-pt1-PgH687,CREC-2015-02-02,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",,Mr. LaMALFA,Doug LaMalfa
CREC-2015-02-02-pt1-PgH686-2,CREC-2015-02-02,,2126,SPEAKING,H,114,D000619,"Davis, Rodney",IL,R,,"Davis, Rodney",,Mr. RODNEY DAVIS of Illinois,Rodney Davis
CREC-2015-02-02-pt1-PgH686-4,CREC-2015-02-02,,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,8099,"Kaptur, Marcy",,Ms. KAPTUR,Marcy Kaptur
CREC-2015-02-02-pt1-PgH686-3,CREC-2015-02-02,,1860,SPEAKING,H,114,S001172,"Smith, Adrian",NE,R,8040,"Smith, Adrian",,Mr. SMITH of Nebraska,Adrian Smith
CREC-2015-02-02-pt1-PgH686-6,CREC-2015-02-02,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-02-02-pt1-PgH687-2,CREC-2015-02-02,,2097,SPEAKING,H,114,P000604,"Payne, Donald M., Jr.",NJ,D,8373,"Payne, Donald M., Jr.",Mr. Donald Payne Jr.,Mr. PAYNE,"Donald M. Payne, Jr."
CREC-2015-02-02-pt1-PgH687-2,CREC-2015-02-02,,2190,SPEAKING,H,114,K000385,"Kelly, Robin L.",IL,D,,"Kelly, Robin L.",Ms. Robin Kelly,Ms. KELLY of Illinois,Robin L. Kelly
CREC-2015-02-02-pt1-PgH687-2,CREC-2015-02-02,,1761,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,8024,"Butterfield, G. K.",,Mr. BUTTERFIELD,G. K. Butterfield
CREC-2015-02-02-pt1-PgH687-2,CREC-2015-02-02,,208,SPEAKING,H,114,C000537,"Clyburn, James E.",SC,D,8146,"Clyburn, James E.",James Clyburn,Mr. CLYBURN,James E. Clyburn
CREC-2015-02-02-pt1-PgH687-2,CREC-2015-02-02,,944,SPEAKING,H,114,R000053,"Rangel, Charles B.",NY,D,8076,"Rangel, Charles B.",Charles Rangel,Mr. RANGEL,Charles B. Rangel
CREC-2015-02-02-pt1-PgH687-2,CREC-2015-02-02,,1988,SPEAKING,H,114,S001185,"Sewell, Terri A.",AL,D,7792,"Sewell, Terri A.",Ms. Terri Sewell,Ms. SEWELL of Alabama,Terri A. Sewell
CREC-2015-02-02-pt1-PgH687-2,CREC-2015-02-02,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-02-02-pt1-PgH687-2,CREC-2015-02-02,,1803,SPEAKING,H,114,G000553,"Green, Al",TX,D,8165,"Green, Al",,Mr. AL GREEN of Texas,Al Green
CREC-2015-02-02-pt1-PgH687-2,CREC-2015-02-02,,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,8186,"Johnson, Eddie Bernice",Eddie Johnson,Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson
CREC-2015-02-02-pt1-PgH692,CREC-2015-02-02,,2153,SPEAKING,H,114,B001281,"Beatty, Joyce",OH,D,,"Beatty, Joyce",,Mrs. BEATTY,Joyce Beatty
CREC-2015-02-02-pt1-PgH692,CREC-2015-02-02,,2190,SPEAKING,H,114,K000385,"Kelly, Robin L.",IL,D,,"Kelly, Robin L.",Ms. Robin Kelly,Ms. KELLY of Illinois,Robin L. Kelly
CREC-2015-02-02-pt1-PgH692,CREC-2015-02-02,,1864,SPEAKING,H,114,C001067,"Clarke, Yvette D.",NY,D,8072,"Clarke, Yvette D.",Ms. Yvette Clarke,Ms. CLARKE of New York,Yvette D. Clarke
CREC-2015-02-02-pt1-PgH692,CREC-2015-02-02,,2166,SPEAKING,H,114,V000131,"Veasey, Marc A.",TX,D,,"Veasey, Marc A.",Mr. Marc Veasey,Mr. VEASEY,Marc A. Veasey
CREC-2015-02-02-pt1-PgH692,CREC-2015-02-02,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,,"Watson Coleman, Bonnie",,Mrs. WATSON COLEMAN,Bonnie Watson Coleman
CREC-2015-02-02-pt1-PgH694-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH694,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH701-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH697,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH701,CREC-2015-02-02,,2153,SPEAKING,H,114,B001281,"Beatty, Joyce",OH,D,,"Beatty, Joyce",,Mrs. BEATTY,Joyce Beatty
CREC-2015-02-02-pt1-PgH694-3,CREC-2015-02-02,,977,SPEAKING,H,114,R000395,"Rogers, Harold",KY,R,7957,"Rogers, Harold",,Mr. ROGERS of Kentucky,Harold Rogers
CREC-2015-02-02-pt1-PgH702-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH702,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-3,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-5,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-4,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-6,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-7,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-8,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-9,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-10,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-11,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-12,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-13,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-14,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-15,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-16,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-17,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-18,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-19,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-21,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-20,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-22,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-23,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-24,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-26,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-25,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-27,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-28,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-29,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-30,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH704-31,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH705,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH705-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH705-3,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH705-4,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgH705-5,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS-FrontMatter-5,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS677,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS677-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS677-3,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS677-4,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS677-5,CREC-2015-02-02,,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,8254,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-02-02-pt1-PgS677-6,CREC-2015-02-02,,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,8254,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-02-02-pt1-PgS677-7,CREC-2015-02-02,,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,8254,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-02-02-pt1-PgS677-8,CREC-2015-02-02,,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,8254,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-02-02-pt1-PgS677-9,CREC-2015-02-02,,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,8254,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-02-02-pt1-PgS678,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS678-2,CREC-2015-02-02,,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,8271,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-02-02-pt1-PgS678-4,CREC-2015-02-02,,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,8271,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-02-02-pt1-PgS678-3,CREC-2015-02-02,,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,8271,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-02-02-pt1-PgS678-5,CREC-2015-02-02,,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,8326,"Durbin, Richard J.",Mr. Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-02-02-pt1-PgS678-6,CREC-2015-02-02,,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,8326,"Durbin, Richard J.",Mr. Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-02-02-pt1-PgS680,CREC-2015-02-02,,1608,SPEAKING,S,114,I000055,"Isakson, Johnny",GA,R,8323,"Isakson, Johnny",,Mr. ISAKSON,Johnny Isakson
CREC-2015-02-02-pt1-PgS678-7,CREC-2015-02-02,,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,8326,"Durbin, Richard J.",Mr. Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-02-02-pt1-PgS678-7,CREC-2015-02-02,,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,8271,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-02-02-pt1-PgS680-2,CREC-2015-02-02,,1608,SPEAKING,S,114,I000055,"Isakson, Johnny",GA,R,8323,"Isakson, Johnny",,Mr. ISAKSON,Johnny Isakson
CREC-2015-02-02-pt1-PgS680-2,CREC-2015-02-02,,2076,SPEAKING,S,114,B001277,"Blumenthal, Richard",CT,D,8332,"Blumenthal, Richard",,Mr. BLUMENTHAL,Richard Blumenthal
CREC-2015-02-02-pt1-PgS680-2,CREC-2015-02-02,,1687,SPEAKING,S,114,B001236,"Boozman, John",AR,R,8247,"Boozman, John",,Mr. BOOZMAN,John Boozman
CREC-2015-02-02-pt1-PgS680-2,CREC-2015-02-02,,2182,SPEAKING,S,114,W000817,"Warren, Elizabeth",MA,D,,"Warren, Elizabeth",Ms. Elizabeth A. Warren,Ms. WARREN,Elizabeth Warren
CREC-2015-02-02-pt1-PgS680-2,CREC-2015-02-02,,1823,SPEAKING,S,114,W000802,"Whitehouse, Sheldon",RI,D,8264,"Whitehouse, Sheldon",,Mr. WHITEHOUSE,Sheldon Whitehouse
CREC-2015-02-02-pt1-PgS682,CREC-2015-02-02,,1823,SPEAKING,S,114,W000802,"Whitehouse, Sheldon",RI,D,8264,"Whitehouse, Sheldon",,Mr. WHITEHOUSE,Sheldon Whitehouse
CREC-2015-02-02-pt1-PgS682,CREC-2015-02-02,,457,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,8316,"Grassley, Chuck",Mr. Charles Grassley,Mr. GRASSLEY,Chuck Grassley
CREC-2015-02-02-pt1-PgS682,CREC-2015-02-02,,136,SPEAKING,S,114,B000944,"Brown, Sherrod",OH,D,8309,"Brown, Sherrod",,Mr. BROWN,Sherrod Brown
CREC-2015-02-02-pt1-PgS687,CREC-2015-02-02,,2176,SPEAKING,S,114,K000384,"Kaine, Tim",VA,D,,"Kaine, Tim",Mr. Timothy Kaine,Mr. KAINE,Tim Kaine
CREC-2015-02-02-pt1-PgS687,CREC-2015-02-02,,2080,SPEAKING,S,114,L000577,"Lee, Mike",UT,R,8303,"Lee, Mike",,Mr. LEE,Mike Lee
CREC-2015-02-02-pt1-PgS687,CREC-2015-02-02,,2290,SPEAKING,S,114,S001198,"Sullivan, Dan",AK,R,,"Sullivan, Dan",,Mr. SULLIVAN,Dan Sullivan
CREC-2015-02-02-pt1-PgS686,CREC-2015-02-02,,136,SPEAKING,S,114,B000944,"Brown, Sherrod",OH,D,8309,"Brown, Sherrod",,Mr. BROWN,Sherrod Brown
CREC-2015-02-02-pt1-PgS686,CREC-2015-02-02,,2176,SPEAKING,S,114,K000384,"Kaine, Tim",VA,D,,"Kaine, Tim",Mr. Timothy Kaine,Mr. KAINE,Tim Kaine
CREC-2015-02-02-pt1-PgS690,CREC-2015-02-02,,2290,SPEAKING,S,114,S001198,"Sullivan, Dan",AK,R,,"Sullivan, Dan",,Mr. SULLIVAN,Dan Sullivan
CREC-2015-02-02-pt1-PgS690-2,CREC-2015-02-02,,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,8271,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-02-02-pt1-PgS691,CREC-2015-02-02,,1825,SPEAKING,S,114,C001071,"Corker, Bob",TN,R,8294,"Corker, Bob",,Mr. CORKER,Bob Corker
CREC-2015-02-02-pt1-PgS690-3,CREC-2015-02-02,,179,SPEAKING,S,114,C000174,"Carper, Thomas R.",DE,D,8283,"Carper, Thomas R.",Mr. Thomas Carper,Mr. CARPER,Thomas R. Carper
CREC-2015-02-02-pt1-PgS690-3,CREC-2015-02-02,,1247,SPEAKING,S,114,W000779,"Wyden, Ron",OR,D,8265,"Wyden, Ron",,Mr. WYDEN,Ron Wyden
CREC-2015-02-02-pt1-PgS694,CREC-2015-02-02,,2056,SPEAKING,S,114,S001184,"Scott, Tim",SC,R,8141,"Scott, Tim",,Mr. SCOTT,Tim Scott
CREC-2015-02-02-pt1-PgS695,CREC-2015-02-02,,2056,SPEAKING,S,114,S001184,"Scott, Tim",SC,R,8141,"Scott, Tim",,Mr. SCOTT,Tim Scott
CREC-2015-02-02-pt1-PgS697,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS695-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS697-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS697-3,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS698,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS698-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS698-3,CREC-2015-02-02,,457,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,8316,"Grassley, Chuck",Mr. Charles Grassley,Mr. GRASSLEY,Chuck Grassley
CREC-2015-02-02-pt1-PgS698-3,CREC-2015-02-02,,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,8295,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-02-02-pt1-PgS698-3,CREC-2015-02-02,,1383,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,8244,"Leahy, Patrick J.",Mr. Patrick Leahy,Mr. LEAHY,Patrick J. Leahy
CREC-2015-02-02-pt1-PgS698-4,CREC-2015-02-02,,457,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,8316,"Grassley, Chuck",Mr. Charles Grassley,Mr. GRASSLEY,Chuck Grassley
CREC-2015-02-02-pt1-PgS699,CREC-2015-02-02,,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,8295,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-02-02-pt1-PgS699,CREC-2015-02-02,,1383,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,8244,"Leahy, Patrick J.",Mr. Patrick Leahy,Mr. LEAHY,Patrick J. Leahy
CREC-2015-02-02-pt1-PgS702,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS702-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS702-3,CREC-2015-02-02,,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,8295,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-02-02-pt1-PgS702-4,CREC-2015-02-02,,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,8295,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-02-02-pt1-PgS702-5,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgS702-6,CREC-2015-02-02,,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,8295,"Cornyn, John",,Mr. CORNYN,John Cornyn
