granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__parsed,name__authority-lnf,name__authority-fnf,name__authority-other
CREC-2015-10-29-pt1-PgH7347-9,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgH7347-10,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgH7347-11,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgH7347-13,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgH7347-12,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS-FrontMatter-13,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7601,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7601-2,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7601-4,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7601-3,CREC-2015-10-29,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,Mr. HATCH,"Hatch, Orrin G.",Orrin G. Hatch,Orrin Hatch
CREC-2015-10-29-pt1-PgS7601-3,CREC-2015-10-29,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,Mr. HATCH,"Hatch, Orrin G.",Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-10-29-pt1-PgS7601-3,CREC-2015-10-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-10-29-pt1-PgS7601-5,CREC-2015-10-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-10-29-pt1-PgS7602,CREC-2015-10-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-10-29-pt1-PgS7601-6,CREC-2015-10-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-10-29-pt1-PgS7602-2,CREC-2015-10-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-10-29-pt1-PgS7602-3,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7602-4,CREC-2015-10-29,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,Mr. REID,"Reid, Harry",Harry Reid,Harry M. Reid
CREC-2015-10-29-pt1-PgS7603-2,CREC-2015-10-29,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,Mr. REID,"Reid, Harry",Harry Reid,Harry M. Reid
CREC-2015-10-29-pt1-PgS7603,CREC-2015-10-29,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,Mr. REID,"Reid, Harry",Harry Reid,Harry M. Reid
CREC-2015-10-29-pt1-PgS7604,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7621,CREC-2015-10-29,,SPEAKING,S,114,M001111,"Murray, Patty",WA,D,Mrs. MURRAY,"Murray, Patty",Patty Murray,
CREC-2015-10-29-pt1-PgS7621,CREC-2015-10-29,,SPEAKING,S,114,H001041,"Heller, Dean",NV,R,Mr. HELLER,"Heller, Dean",Dean Heller,
CREC-2015-10-29-pt1-PgS7621,CREC-2015-10-29,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,Mr. LEAHY,"Leahy, Patrick J.",Patrick J. Leahy,Patrick Leahy
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,W000779,"Wyden, Ron",OR,D,Mr. WYDEN,"Wyden, Ron",Ron Wyden,
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Richard Durbin
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,R000307,"Roberts, Pat",KS,R,Mr. ROBERTS,"Roberts, Pat",Pat Roberts,
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,Mr. CORNYN,"Cornyn, John",John Cornyn,
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,T000250,"Thune, John",SD,R,Mr. THUNE,"Thune, John",John Thune,
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,Mr. HATCH,"Hatch, Orrin G.",Orrin G. Hatch,Orrin Hatch
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,Mr. HATCH,"Hatch, Orrin G.",Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,Mr. NELSON,"Nelson, Bill",Bill Nelson,Clarence Nelson
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,Mr. NELSON,"Nelson, Bill",Bill Nelson,Clarence William Nelson
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,M001111,"Murray, Patty",WA,D,Mrs. MURRAY,"Murray, Patty",Patty Murray,
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,H001069,"Heitkamp, Heidi",ND,D,Ms. HEITKAMP,"Heitkamp, Heidi",Heidi Heitkamp,Heidi Heitkamp
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,C000127,"Cantwell, Maria",WA,D,Ms. CANTWELL,"Cantwell, Maria",Maria Cantwell,
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,S000770,"Stabenow, Debbie",MI,D,Ms. STABENOW,"Stabenow, Debbie",Debbie Stabenow,
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,M000639,"Menendez, Robert",NJ,D,Mr. MENENDEZ,"Menendez, Robert",Robert Menendez,
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,S001141,"Sessions, Jeff",AL,R,Mr. SESSIONS,"Sessions, Jeff",Jeff Sessions,
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,D000618,"Daines, Steve",MT,R,Mr. DAINES,"Daines, Steve",Steve Daines,
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,C000542,"Coats, Daniel",IN,R,Mr. COATS,"Coats, Daniel",Daniel Coats,Daniel Ray Coats
CREC-2015-10-29-pt1-PgS7604-2,CREC-2015-10-29,,SPEAKING,S,114,S000033,"Sanders, Bernard",VT,I,Mr. SANDERS,"Sanders, Bernard",Bernard Sanders,Bernie Sanders
CREC-2015-10-29-pt1-PgS7624,CREC-2015-10-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-10-29-pt1-PgS7622,CREC-2015-10-29,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,Mr. LEAHY,"Leahy, Patrick J.",Patrick J. Leahy,Patrick Leahy
CREC-2015-10-29-pt1-PgS7622,CREC-2015-10-29,,SPEAKING,S,114,A000360,"Alexander, Lamar",TN,R,Mr. ALEXANDER,"Alexander, Lamar",Lamar Alexander,
CREC-2015-10-29-pt1-PgS7622,CREC-2015-10-29,,SPEAKING,S,114,T000464,"Tester, Jon",MT,D,Mr. TESTER,"Tester, Jon",Jon Tester,
CREC-2015-10-29-pt1-PgS7622,CREC-2015-10-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-10-29-pt1-PgS7625,CREC-2015-10-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-10-29-pt1-PgS7625,CREC-2015-10-29,,SPEAKING,S,114,P000603,"Paul, Rand",KY,R,Mr. PAUL,"Paul, Rand",Rand Paul,
CREC-2015-10-29-pt1-PgS7643,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,P000603,"Paul, Rand",KY,R,Mr. PAUL,"Paul, Rand",Rand Paul,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,W000779,"Wyden, Ron",OR,D,Mr. WYDEN,"Wyden, Ron",Ron Wyden,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,C001070,"Casey, Robert P., Jr.",PA,D,Mr. CASEY,"Casey, Robert P., Jr.",Robert P. Casey Jr.,Bob Casey
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,I000055,"Isakson, Johnny",GA,R,Mr. ISAKSON,"Isakson, Johnny",Johnny Isakson,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,L000577,"Lee, Mike",UT,R,Mr. LEE,"Lee, Mike",Mike Lee,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,C000174,"Carper, Thomas R.",DE,D,Mr. CARPER,"Carper, Thomas R.",Thomas R. Carper,Thomas Carper
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,M000934,"Moran, Jerry",KS,R,Mr. MORAN,"Moran, Jerry",Jerry Moran,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,F000463,"Fischer, Deb",NE,R,Mrs. FISCHER,"Fischer, Deb",Deb Fischer,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,D000618,"Daines, Steve",MT,R,Mr. DAINES,"Daines, Steve",Steve Daines,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,B001261,"Barrasso, John",WY,R,Mr. BARRASSO,"Barrasso, John",John Barrasso,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,F000444,"Flake, Jeff",AZ,R,Mr. FLAKE,"Flake, Jeff",Jeff Flake,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,S000320,"Shelby, Richard C.",AL,R,Mr. SHELBY,"Shelby, Richard C.",Richard C. Shelby,Richard Shelby
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,M000133,"Markey, Edward J.",MA,D,Mr. MARKEY,"Markey, Edward J.",Edward J. Markey,Edward Markey
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,Mr. HATCH,"Hatch, Orrin G.",Orrin G. Hatch,Orrin Hatch
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,Mr. HATCH,"Hatch, Orrin G.",Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,Mr. LEAHY,"Leahy, Patrick J.",Patrick J. Leahy,Patrick Leahy
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,Mr. REED,"Reed, Jack",Jack Reed,John Reed
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,Mr. REED,"Reed, Jack",Jack Reed,John F. Reed
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,K000384,"Kaine, Tim",VA,D,Mr. KAINE,"Kaine, Tim",Tim Kaine,Timothy Kaine
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,K000384,"Kaine, Tim",VA,D,Mr. KAINE,"Kaine, Tim",Tim Kaine,Timothy M. Kaine
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,L000575,"Lankford, James",OK,R,Mr. LANKFORD,"Lankford, James",James Lankford,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,J000293,"Johnson, Ron",WI,R,Mr. JOHNSON,"Johnson, Ron",Ron Johnson,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-10-29-pt1-PgS7625-2,CREC-2015-10-29,,SPEAKING,S,114,W000802,"Whitehouse, Sheldon",RI,D,Mr. WHITEHOUSE,"Whitehouse, Sheldon",Sheldon Whitehouse,
CREC-2015-10-29-pt1-PgS7652,CREC-2015-10-29,,SPEAKING,S,114,C001098,"Cruz, Ted",TX,R,Mr. CRUZ,"Cruz, Ted",Ted Cruz,
CREC-2015-10-29-pt1-PgS7652-2,CREC-2015-10-29,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,Mr. LEAHY,"Leahy, Patrick J.",Patrick J. Leahy,Patrick Leahy
CREC-2015-10-29-pt1-PgS7643-2,CREC-2015-10-29,,SPEAKING,S,114,C001098,"Cruz, Ted",TX,R,Mr. CRUZ,"Cruz, Ted",Ted Cruz,
CREC-2015-10-29-pt1-PgS7653,CREC-2015-10-29,,SPEAKING,S,114,M000702,"Mikulski, Barbara A.",MD,D,Ms. MIKULSKI,"Mikulski, Barbara A.",Barbara A. Mikulski,Barbara Mikulski
CREC-2015-10-29-pt1-PgS7653,CREC-2015-10-29,,SPEAKING,S,114,M000702,"Mikulski, Barbara A.",MD,D,Ms. MIKULSKI,"Mikulski, Barbara A.",Barbara A. Mikulski,Barbara Ann Mikulski
CREC-2015-10-29-pt1-PgS7653-2,CREC-2015-10-29,,SPEAKING,S,114,W000779,"Wyden, Ron",OR,D,Mr. WYDEN,"Wyden, Ron",Ron Wyden,
CREC-2015-10-29-pt1-PgS7653-3,CREC-2015-10-29,,SPEAKING,S,114,D000618,"Daines, Steve",MT,R,Mr. DAINES,"Daines, Steve",Steve Daines,
CREC-2015-10-29-pt1-PgS7654,CREC-2015-10-29,,SPEAKING,S,114,H001041,"Heller, Dean",NV,R,Mr. HELLER,"Heller, Dean",Dean Heller,
CREC-2015-10-29-pt1-PgS7654-2,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7654-3,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7654-4,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7654-5,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7654-7,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7654-6,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7654-8,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7655,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7656,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7656-2,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgS7656-3,CREC-2015-10-29,,SPEAKING,S,114,L000575,"Lankford, James",OK,R,Mr. LANKFORD,"Lankford, James",James Lankford,
CREC-2015-10-29-pt1-PgS7660,CREC-2015-10-29,,SPEAKING,S,114,H001041,"Heller, Dean",NV,R,Mr. HELLER,"Heller, Dean",Dean Heller,
CREC-2015-10-29-pt1-PgS7660-2,CREC-2015-10-29,,SPEAKING,S,114,P000449,"Portman, Rob",OH,R,Mr. PORTMAN,"Portman, Rob",Rob Portman,
CREC-2015-10-29-pt1-PgS7660-3,CREC-2015-10-29,,SPEAKING,S,114,P000449,"Portman, Rob",OH,R,Mr. PORTMAN,"Portman, Rob",Rob Portman,
CREC-2015-10-29-pt1-PgS7661,CREC-2015-10-29,,SPEAKING,S,114,G000562,"Gardner, Cory",CO,R,Mr. GARDNER,"Gardner, Cory",Cory Gardner,
CREC-2015-10-29-pt1-PgS7661-2,CREC-2015-10-29,,SPEAKING,S,114,M001111,"Murray, Patty",WA,D,Mrs. MURRAY,"Murray, Patty",Patty Murray,
CREC-2015-10-29-pt1-PgS7661-3,CREC-2015-10-29,,SPEAKING,S,114,L000577,"Lee, Mike",UT,R,Mr. LEE,"Lee, Mike",Mike Lee,
CREC-2015-10-29-pt1-PgS7663,CREC-2015-10-29,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-10-29-pt1-PgS7663-2,CREC-2015-10-29,,SPEAKING,S,114,C001098,"Cruz, Ted",TX,R,Mr. CRUZ,"Cruz, Ted",Ted Cruz,
CREC-2015-10-29-pt1-PgS7663-3,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgE1561-4,CREC-2015-10-29,,SPEAKING,H,114,M001158,"Marchant, Kenny",TX,R,Mr. MARCHANT,"Marchant, Kenny",Kenny Marchant,
CREC-2015-10-29-pt1-PgE1561-2,CREC-2015-10-29,,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,Ms. LEE,"Lee, Barbara",Barbara Lee,
CREC-2015-10-29-pt1-PgE1561-3,CREC-2015-10-29,,SPEAKING,H,114,M001144,"Miller, Jeff",FL,R,Mr. MILLER of Florida,"Miller, Jeff",Jeff Miller,
CREC-2015-10-29-pt1-PgE1562,CREC-2015-10-29,,SPEAKING,H,114,V000131,"Veasey, Marc A.",TX,D,Mr. VEASEY,"Veasey, Marc A.",Marc A. Veasey,Marc Veasey
CREC-2015-10-29-pt1-PgE1562-2,CREC-2015-10-29,,SPEAKING,H,114,B000490,"Bishop, Sanford D.",GA,D,Mr. BISHOP of Georgia,"Bishop, Sanford D.","Sanford D. Bishop, Jr.",Sanford Bishop
CREC-2015-10-29-pt1-PgE1562-2,CREC-2015-10-29,,SPEAKING,H,114,B000490,"Bishop, Sanford D.",GA,D,Mr. BISHOP of Georgia,"Bishop, Sanford D.","Sanford D. Bishop, Jr.",Sanford D. Bishop
CREC-2015-10-29-pt1-PgE1562-3,CREC-2015-10-29,,SPEAKING,H,114,M001144,"Miller, Jeff",FL,R,Mr. MILLER of Florida,"Miller, Jeff",Jeff Miller,
CREC-2015-10-29-pt1-PgE1563-2,CREC-2015-10-29,,SPEAKING,H,114,T000473,"Takai, Mark",HI,D,Mr. TAKAI,"Takai, Mark",Mark Takai,
CREC-2015-10-29-pt1-PgE1563,CREC-2015-10-29,,SPEAKING,H,114,B001286,"Bustos, Cheri",IL,D,Mrs. BUSTOS,"Bustos, Cheri",Cheri Bustos,
CREC-2015-10-29-pt1-PgE1563-3,CREC-2015-10-29,,SPEAKING,H,114,C000059,"Calvert, Ken",CA,R,Mr. CALVERT,"Calvert, Ken",Ken Calvert,
CREC-2015-10-29-pt1-PgE1563-4,CREC-2015-10-29,,SPEAKING,H,114,G000556,"Grayson, Alan",FL,D,Mr. GRAYSON,"Grayson, Alan",Alan Grayson,
CREC-2015-10-29-pt1-PgE1563-5,CREC-2015-10-29,,SPEAKING,H,114,H001067,"Hudson, Richard",NC,R,Mr. HUDSON,"Hudson, Richard",Richard Hudson,
CREC-2015-10-29-pt1-PgE1564,CREC-2015-10-29,,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,Ms. KAPTUR,"Kaptur, Marcy",Marcy Kaptur,
CREC-2015-10-29-pt1-PgE1564-2,CREC-2015-10-29,,SPEAKING,H,114,,,,,Mrs. McMORRIS RODGERS,,,
CREC-2015-10-29-pt1-PgE1564-4,CREC-2015-10-29,,SPEAKING,H,114,R000576,"Ruppersberger, C. A. Dutch",MD,D,Mr. RUPPERSBERGER,"Ruppersberger, C. A. Dutch",C. A. Dutch Ruppersberger,C. Ruppersberger
CREC-2015-10-29-pt1-PgE1564-3,CREC-2015-10-29,,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,Mr. MOONEY of West Virginia,"Mooney, Alexander X.",Alexander X. Mooney,Alexander Mooney
CREC-2015-10-29-pt1-PgE1565,CREC-2015-10-29,,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,Ms. EDDIE BERNICE JOHNSON of Texas,"Johnson, Eddie Bernice",Eddie Bernice Johnson,Eddie Johnson
CREC-2015-10-29-pt1-PgE1565-2,CREC-2015-10-29,,SPEAKING,H,114,L000570,"Lujan, Ben Ray",NM,D,Mr. BEN RAY LUJAN of New Mexico,"Lujan, Ben Ray",Ben Ray Lujan,Ben Lujan
CREC-2015-10-29-pt1-PgE1565-2,CREC-2015-10-29,,SPEAKING,H,114,L000570,"Lujan, Ben Ray",NM,D,Mr. BEN RAY LUJAN of New Mexico,"Lujan, Ben Ray",Ben Ray Lujan,Ben R. Lujan
CREC-2015-10-29-pt1-PgD1153,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgD1152,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgD1154,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgD1155,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgD1155-2,CREC-2015-10-29,,,,,,,,,,,,
CREC-2015-10-29-pt1-PgD1155-3,CREC-2015-10-29,,,,,,,,,,,,
