granuleId,packageId,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-10-07-pt1-PgH6846,CREC-2015-10-07,,2226,SPEAKING,H,114,G000574,"Gallego, Ruben",AZ,D,,"Gallego, Ruben",Mr. GALLEGO,Ruben Gallego,
CREC-2015-10-07-pt1-PgH6846-4,CREC-2015-10-07,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Mr. Earl Carter
CREC-2015-10-07-pt1-PgH6846-5,CREC-2015-10-07,7915,1846,SPEAKING,H,114,L000565,"Loebsack, David",IA,D,,"Loebsack, David",Mr. LOEBSACK,David Loebsack,
CREC-2015-10-07-pt1-PgH6846-6,CREC-2015-10-07,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2015-10-07-pt1-PgH6847,CREC-2015-10-07,,2257,SPEAKING,H,114,A000373,"Ashford, Brad",NE,D,,"Ashford, Brad",Mr. ASHFORD,Brad Ashford,
CREC-2015-10-07-pt1-PgH6847-2,CREC-2015-10-07,7891,1976,SPEAKING,H,114,D000610,"Deutch, Theodore E.",FL,D,,"Deutch, Theodore E.",Mr. DEUTCH,Theodore E. Deutch,Mr. Theodore Deutch
CREC-2015-10-07-pt1-PgH6847-4,CREC-2015-10-07,,2234,SPEAKING,H,114,G000575,"Graham, Gwen",FL,D,,"Graham, Gwen",Ms. GRAHAM,Gwen Graham,
CREC-2015-10-07-pt1-PgH6847-5,CREC-2015-10-07,8003,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2015-10-07-pt1-PgH6847-3,CREC-2015-10-07,,2201,SPEAKING,H,114,A000370,"Adams, Alma S.",NC,D,,"Adams, Alma S.",Ms. ADAMS,Alma S. Adams,Ms. Alma Adams
CREC-2015-10-07-pt1-PgH6847-6,CREC-2015-10-07,7901,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,,"Johnson, Henry C. ""Hank,"" Jr.",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr.","Mr. Henry C. ""Hank"" Johnson"
CREC-2015-10-07-pt1-PgH6848,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6848-2,CREC-2015-10-07,8105,2047,SPEAKING,H,114,S001187,"Stivers, Steve",OH,R,,"Stivers, Steve",Mr. STIVERS,Steve Stivers,
CREC-2015-10-07-pt1-PgH6848-2,CREC-2015-10-07,7968,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James Mcgovern
CREC-2015-10-07-pt1-PgH6848-2,CREC-2015-10-07,7840,1205,SPEAKING,H,114,W000187,"Waters, Maxine",CA,D,,"Waters, Maxine",Ms. MAXINE WATERS of California,Maxine Waters,
CREC-2015-10-07-pt1-PgH6848-2,CREC-2015-10-07,,2131,SPEAKING,H,114,B001282,"Barr, Andy",KY,R,,"Barr, Andy",Mr. BARR,Andy Barr,
CREC-2015-10-07-pt1-PgH6856,CREC-2015-10-07,8089,1069,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise Slaughter
CREC-2015-10-07-pt1-PgH6856,CREC-2015-10-07,8105,2047,SPEAKING,H,114,S001187,"Stivers, Steve",OH,R,,"Stivers, Steve",Mr. STIVERS,Steve Stivers,
CREC-2015-10-07-pt1-PgH6858,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6858-2,CREC-2015-10-07,8161,1749,SPEAKING,H,114,H001036,"Hensarling, Jeb",TX,R,,"Hensarling, Jeb",Mr. HENSARLING,Jeb Hensarling,
CREC-2015-10-07-pt1-PgH6869,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,8161,1749,SPEAKING,H,114,H001036,"Hensarling, Jeb",TX,R,,"Hensarling, Jeb",Mr. HENSARLING,Jeb Hensarling,
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,7840,1205,SPEAKING,H,114,W000187,"Waters, Maxine",CA,D,,"Waters, Maxine",Ms. MAXINE WATERS of California,Maxine Waters,
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,,2223,SPEAKING,H,114,H001072,"Hill, J. French",AR,R,,"Hill, J. French",Mr. HILL,J. French Hill,
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,8075,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,,"Maloney, Carolyn B.",Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney,Carolyn Maloney
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,8047,1737,SPEAKING,H,114,G000548,"Garrett, Scott",NJ,R,,"Garrett, Scott",Mr. GARRETT,Scott Garrett,
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,8073,1184,SPEAKING,H,114,V000081,"Velazquez, Nydia M.",NY,D,,"Velazquez, Nydia M.",Ms. VELAZQUEZ,Nydia M. Velazquez,Nydia Velazquez
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,7832,1526,SPEAKING,H,114,S000344,"Sherman, Brad",CA,D,,"Sherman, Brad",Mr. SHERMAN,Brad Sherman,
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,8175,1758,SPEAKING,H,114,N000182,"Neugebauer, Randy",TX,R,,"Neugebauer, Randy",Mr. NEUGEBAUER,Randy Neugebauer,
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,7987,2028,SPEAKING,H,114,H001058,"Huizenga, Bill",MI,R,,"Huizenga, Bill",Mr. HUIZENGA of Michigan,Bill Huizenga,
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,7813,905,SPEAKING,H,114,P000197,"Pelosi, Nancy",CA,D,,"Pelosi, Nancy",Ms. PELOSI,Nancy Pelosi,
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,8220,2072,SPEAKING,H,114,D000614,"Duffy, Sean P.",WI,R,,"Duffy, Sean P.",Mr. DUFFY,Sean P. Duffy,Mr. Sean Duffy
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,8005,1857,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,8041,2038,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,,"Guinta, Frank C.",Mr. GUINTA,Frank C. Guinta,Mr. Frank Guinta
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,8017,1931,SPEAKING,H,114,L000569,"Luetkemeyer, Blaine",MO,R,,"Luetkemeyer, Blaine",Mr. LUETKEMEYER,Blaine Luetkemeyer,
CREC-2015-10-07-pt1-PgH6858-3,CREC-2015-10-07,,2246,SPEAKING,H,114,M001196,"Moulton, Seth",MA,D,,"Moulton, Seth",Mr. MOULTON,Seth Moulton,
CREC-2015-10-07-pt1-PgH6879,CREC-2015-10-07,8175,1758,SPEAKING,H,114,N000182,"Neugebauer, Randy",TX,R,,"Neugebauer, Randy",Mr. NEUGEBAUER,Randy Neugebauer,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8089,1069,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise Slaughter
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,,2232,SPEAKING,H,114,W000820,"Walters, Mimi",CA,R,,"Walters, Mimi",Mrs. MIMI WALTERS of California,Mimi Walters,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,7982,256,SPEAKING,H,114,C000984,"Cummings, Elijah E.",MD,D,,"Cummings, Elijah E.",Mr. CUMMINGS,Elijah E. Cummings,Elijah Cummings
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8025,2036,SPEAKING,H,114,E000291,"Ellmers, Renee L.",NC,R,,"Ellmers, Renee L.",Mrs. ELLMERS of North Carolina,Renee L. Ellmers,Mrs. Renee Ellmers
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8213,1528,SPEAKING,H,114,S000510,"Smith, Adam",WA,D,,"Smith, Adam",Mr. SMITH of Washington,Adam Smith,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8154,1748,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,7983,1729,SPEAKING,H,114,V000128,"Van Hollen, Chris",MD,D,,"Van Hollen, Chris",Mr. VAN HOLLEN,Chris Van Hollen,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8134,1514,SPEAKING,H,114,P000373,"Pitts, Joseph R.",PA,R,,"Pitts, Joseph R.",Mr. PITTS,Joseph R. Pitts,Joseph Pitts
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,7828,1471,SPEAKING,H,114,C001036,"Capps, Lois",CA,D,,"Capps, Lois",Mrs. CAPPS,Lois Capps,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8046,1071,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,,"Smith, Christopher H.",Mr. SMITH of New Jersey,Christopher H. Smith,Christopher Smith
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,7883,1839,SPEAKING,H,114,C001066,"Castor, Kathy",FL,D,,"Castor, Kathy",Ms. CASTOR of Florida,Kathy Castor,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,7929,1588,SPEAKING,H,114,S001145,"Schakowsky, Janice D.",IL,D,,"Schakowsky, Janice D.",Ms. SCHAKOWSKY,Janice D. Schakowsky,Janice Schakowsky
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8075,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,,"Maloney, Carolyn B.",Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney,Carolyn Maloney
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,7837,1970,SPEAKING,H,114,C001080,"Chu, Judy",CA,D,,"Chu, Judy",Ms. JUDY CHU of California,Judy Chu,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,,2119,SPEAKING,H,114,F000462,"Frankel, Lois",FL,D,,"Frankel, Lois",Ms. FRANKEL of Florida,Lois Frankel,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8217,1811,SPEAKING,H,114,M001160,"Moore, Gwen",WI,D,,"Moore, Gwen",Ms. MOORE,Gwen Moore,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,7814,1501,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8078,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,,"Engel, Eliot L.",Mr. ENGEL,Eliot L. Engel,Eliot Engel
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,7868,281,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,,"DeLauro, Rosa L.",Ms. DeLAURO,Rosa L. DeLauro,Rosa Delauro
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8708,2051,SPEAKING,H,114,K000376,"Kelly, Mike",PA,R,,"Kelly, Mike",Mr. KELLY of Pennsylvania,Mike Kelly,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,7859,1479,SPEAKING,H,114,D000197,"DeGette, Diana",CO,D,,"DeGette, Diana",Ms. DeGETTE,Diana DeGette,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,7871,868,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,,"Norton, Eleanor Holmes",Ms. NORTON,Eleanor Holmes Norton,Eleanor Norton
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,,2270,SPEAKING,H,114,B001291,"Babin, Brian",TX,R,,"Babin, Brian",Mr. BABIN,Brian Babin,
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8101,1895,SPEAKING,H,114,F000455,"Fudge, Marcia L.",OH,D,,"Fudge, Marcia L.",Ms. FUDGE,Marcia L. Fudge,Ms. Marcia Fudge
CREC-2015-10-07-pt1-PgH6869-2,CREC-2015-10-07,8168,1487,SPEAKING,H,114,G000377,"Granger, Kay",TX,R,,"Granger, Kay",Ms. GRANGER,Kay Granger,
CREC-2015-10-07-pt1-PgH6880,CREC-2015-10-07,7840,1205,SPEAKING,H,114,W000187,"Waters, Maxine",CA,D,,"Waters, Maxine",Ms. MAXINE WATERS of California,Maxine Waters,
CREC-2015-10-07-pt1-PgH6881,CREC-2015-10-07,8168,1487,SPEAKING,H,114,G000377,"Granger, Kay",TX,R,,"Granger, Kay",Ms. GRANGER,Kay Granger,
CREC-2015-10-07-pt1-PgH6881-3,CREC-2015-10-07,7845,998,SPEAKING,H,114,R000487,"Royce, Edward R.",CA,R,,"Royce, Edward R.",Mr. ROYCE,Edward R. Royce,Ed Royce
CREC-2015-10-07-pt1-PgH6881-2,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6881-4,CREC-2015-10-07,7852,1522,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,,"Sanchez, Loretta",Ms. LORETTA SANCHEZ of California,Loretta Sanchez,
CREC-2015-10-07-pt1-PgH6881-5,CREC-2015-10-07,,1009,SPEAKING,H,114,S000018,"Salmon, Matt",AZ,R,,"Salmon, Matt",Mr. SALMON,Matt Salmon,
CREC-2015-10-07-pt1-PgH6881-6,CREC-2015-10-07,8076,944,SPEAKING,H,114,R000053,"Rangel, Charles B.",NY,D,,"Rangel, Charles B.",Mr. RANGEL,Charles B. Rangel,Charles Rangel
CREC-2015-10-07-pt1-PgH6882-2,CREC-2015-10-07,7820,1634,SPEAKING,H,114,H001034,"Honda, Michael M.",CA,D,,"Honda, Michael M.",Mr. HONDA,Michael M. Honda,Michael Honda
CREC-2015-10-07-pt1-PgH6882,CREC-2015-10-07,,2271,SPEAKING,H,114,L000584,"Love, Mia B.",UT,R,,"Love, Mia B.",Mrs. LOVE,Mia B. Love,Mrs. Mia Love
CREC-2015-10-07-pt1-PgH6882-4,CREC-2015-10-07,8082,1942,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,,"Tonko, Paul",Mr. TONKO,Paul Tonko,
CREC-2015-10-07-pt1-PgH6882-3,CREC-2015-10-07,8143,2057,SPEAKING,H,114,D000615,"Duncan, Jeff",SC,R,,"Duncan, Jeff",Mr. DUNCAN of South Carolina,Jeff Duncan,
CREC-2015-10-07-pt1-PgH6882-6,CREC-2015-10-07,,2148,SPEAKING,H,114,M001188,"Meng, Grace",NY,D,,"Meng, Grace",Ms. MENG,Grace Meng,
CREC-2015-10-07-pt1-PgH6882-5,CREC-2015-10-07,,2239,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,,"Allen, Rick W.",Mr. ALLEN,Rick W. Allen,Mr. Rick Allen
CREC-2015-10-07-pt1-PgH6883,CREC-2015-10-07,8202,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,,"Connolly, Gerald E.",Mr. CONNOLLY,Gerald E. Connolly,Mr. Gerald Connolly
CREC-2015-10-07-pt1-PgH6883-2,CREC-2015-10-07,,2107,SPEAKING,H,114,C001097,"Cardenas, Tony",CA,D,,"Cardenas, Tony",Mr. CARDENAS,Tony Cardenas,
CREC-2015-10-07-pt1-PgH6890,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6883-3,CREC-2015-10-07,,2104,SPEAKING,H,114,S001193,"Swalwell, Eric",CA,D,,"Swalwell, Eric",Mr. SWALWELL of California,Eric Swalwell,
CREC-2015-10-07-pt1-PgH6883-3,CREC-2015-10-07,,2166,SPEAKING,H,114,V000131,"Veasey, Marc A.",TX,D,,"Veasey, Marc A.",Mr. VEASEY,Marc A. Veasey,Mr. Marc Veasey
CREC-2015-10-07-pt1-PgH6883-3,CREC-2015-10-07,8107,1756,SPEAKING,H,114,R000577,"Ryan, Tim",OH,D,,"Ryan, Tim",Mr. RYAN of Ohio,Tim Ryan,
CREC-2015-10-07-pt1-PgH6883-3,CREC-2015-10-07,7904,2008,SPEAKING,H,114,W000810,"Woodall, Rob",GA,R,,"Woodall, Rob",Mr. WOODALL,Rob Woodall,
CREC-2015-10-07-pt1-PgH6883-3,CREC-2015-10-07,7892,1777,SPEAKING,H,114,W000797,"Wasserman Schultz, Debbie",FL,D,,"Wasserman Schultz, Debbie",Ms. WASSERMAN SCHULTZ,Debbie Wasserman Schultz,
CREC-2015-10-07-pt1-PgH6883-3,CREC-2015-10-07,,2149,SPEAKING,H,114,J000294,"Jeffries, Hakeem S.",NY,D,,"Jeffries, Hakeem S.",Mr. JEFFRIES,Hakeem S. Jeffries,Mr. Hakeem Jeffries
CREC-2015-10-07-pt1-PgH6883-3,CREC-2015-10-07,,2117,SPEAKING,H,114,M001191,"Murphy, Patrick",FL,D,,"Murphy, Patrick",Mr. MURPHY of Florida,Patrick Murphy,
CREC-2015-10-07-pt1-PgH6890-2,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6890-3,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6890-4,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6890-5,CREC-2015-10-07,,2104,SPEAKING,H,114,S001193,"Swalwell, Eric",CA,D,,"Swalwell, Eric",Mr. SWALWELL of California,Eric Swalwell,
CREC-2015-10-07-pt1-PgH6890-6,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6892,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6892-2,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6892-3,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6892-4,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6892-5,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6892-6,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6892-7,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6893,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6893-2,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6893-3,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6893-4,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6893-5,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6893-6,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6893-7,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6893-8,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6893-9,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6893-10,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgS-FrontMatter,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgH6894,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgS7173,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgS7173-2,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgS7173-3,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgS7173-4,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgS7173-5,CREC-2015-10-07,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-10-07-pt1-PgS7173-6,CREC-2015-10-07,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-10-07-pt1-PgS7175,CREC-2015-10-07,,,,,,,,,,,,,,
CREC-2015-10-07-pt1-PgS7173-7,CREC-2015-10-07,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-10-07-pt1-PgS7175-3,CREC-2015-10-07,,,,,,,,,,,,,,
